"CU_NUMBER","CycleDate","JoinNumber","CU_NAME","TradeNamesId","TradeName"
19263,6/30/2019 0:00:00,10142,"NEW ENGLAND",70,"nefcu.com"
19263,6/30/2019 0:00:00,10142,"NEW ENGLAND",71,"NEFCU"
19263,6/30/2019 0:00:00,10142,"NEW ENGLAND",454,"Direct Financial, a division of"
19263,6/30/2019 0:00:00,10142,"NEW ENGLAND",633,"directfinancial.com"
19307,6/30/2019 0:00:00,10173,"PURDUE",330,"Purdue Federal"
19440,6/30/2019 0:00:00,10261,"MINNESOTA VALLEY",558,"MVFCU"
19448,6/30/2019 0:00:00,10267,"U. T.",236,"Rebel Union"
19508,6/30/2019 0:00:00,10304,"QUEST",390,"AG*Quest"
19593,6/30/2019 0:00:00,10357,"SAINT FRANCIS EMPLOYEES",361,"Saint Francis Credit Union"
19608,6/30/2019 0:00:00,10364,"TRI-CITIES COMMUNITY",602,"Tri-CU Credit Union"
19668,6/30/2019 0:00:00,10405,"FIVE STAR OF MARYLAND",707,"Five Star Federal Credit Union"
19668,6/30/2019 0:00:00,10405,"FIVE STAR OF MARYLAND",708,"Five Star FCU"
19976,6/30/2019 0:00:00,10595,"FIRST TECHNOLOGY",79,"Addison Avenue Financial Service"
20258,6/30/2019 0:00:00,10787,"RELIANT COMMUNITY",58,"Reliant Community Credit Union"
20469,6/30/2019 0:00:00,10927,"I.B.E.W. LU 66",483,"MyCU66"
20936,6/30/2019 0:00:00,11258,"HOPKINS COUNTY TEACHERS",56,"Hopkins County Teachers' FCU"
21073,6/30/2019 0:00:00,11358,"1ST MISSISSIPPI",198,"1st Mississippi FCU"
21073,6/30/2019 0:00:00,11358,"1ST MISSISSIPPI",401,"1st MS"
21157,6/30/2019 0:00:00,11422,"CINCINNATI HEALTHCARE ASSOCIATES",338,"CHCA FCU"
21644,6/30/2019 0:00:00,11837,"TORO EMPLOYEES",568,"Toro Credit Union"
21658,6/30/2019 0:00:00,11850,"GENESEE VALLEY",674,"GVFCU"
22167,6/30/2019 0:00:00,12313,"TONAWANDA VALLEY",37,"TVFCU"
22452,6/30/2019 0:00:00,12587,"TURBINE",471,"turbinecu.com"
22452,6/30/2019 0:00:00,12587,"TURBINE",472,"Turbine Credit Union"
22592,6/30/2019 0:00:00,12724,"POLISH & SLAVIC",115,"PSFUK"
22592,6/30/2019 0:00:00,12724,"POLISH & SLAVIC",116,"PSFCU"
22592,6/30/2019 0:00:00,12724,"POLISH & SLAVIC",117,"Nasza Unia"
22637,6/30/2019 0:00:00,12769,"ARDENT",561,"Ardent Credit Union"
22754,6/30/2019 0:00:00,12883,"C C S E",575,"CCSE"
23279,6/30/2019 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",114,"Oakland University Credit Union"
23582,6/30/2019 0:00:00,13711,"BAYOU CITY",50,"BCFCU"
23582,6/30/2019 0:00:00,13711,"BAYOU CITY",323,"Bayou City FCU"
23865,6/30/2019 0:00:00,13994,"SYRACUSE COOPERATIVE",360,"Cooperative Federal"
24029,6/30/2019 0:00:00,14157,"SCIENT",368,"Scient Insurance Services"
24029,6/30/2019 0:00:00,14157,"SCIENT",369,"Scient Financial Services"
24029,6/30/2019 0:00:00,14157,"SCIENT",423,"Scient Investment Services"
24077,6/30/2019 0:00:00,14205,"ALTRA",202,"Altra"
24077,6/30/2019 0:00:00,14205,"ALTRA",667,"SAM-E"
24212,6/30/2019 0:00:00,14339,"SCHOOLSFIRST",38,"SchoolsFirst FCU"
24219,6/30/2019 0:00:00,14346,"MT. AIRY BAPTIST CHURCH",406,"MABCFCU"
24223,6/30/2019 0:00:00,14350,"USF FEDERAL CREDIT UNION",517,"Red Lobster Credit Union"
24223,6/30/2019 0:00:00,14350,"USF FEDERAL CREDIT UNION",518,"Darden Credit Union"
24254,6/30/2019 0:00:00,14381,"FIRST CITIZENS'",403,"Think First"
24254,6/30/2019 0:00:00,14381,"FIRST CITIZENS'",404,"First @ Work"
24254,6/30/2019 0:00:00,14381,"FIRST CITIZENS'",482,"Coastal Outsourced Solutions"
24297,6/30/2019 0:00:00,14423,"FIREFLY",497,"Firefly Credit Union"
24326,6/30/2019 0:00:00,14451,"CHEVRON",310,"Spectrum Credit Union"
24326,6/30/2019 0:00:00,14451,"CHEVRON",311,"Chevron Federal Credit Union"
24354,6/30/2019 0:00:00,14478,"TRUSTONE FINANCIAL",43,"TruStone Financial"
24354,6/30/2019 0:00:00,14478,"TRUSTONE FINANCIAL",44,"TruStone"
24354,6/30/2019 0:00:00,14478,"TRUSTONE FINANCIAL",625,"TruStone Home Mortgage"
24382,6/30/2019 0:00:00,14993,"CREDIT HUMAN",271,"Credit Human Investment Center"
24382,6/30/2019 0:00:00,14993,"CREDIT HUMAN",274,"Mountainside Fin. Credit Human"
24382,6/30/2019 0:00:00,14993,"CREDIT HUMAN",627,"Credit Human Inv Ctr, CUSO FInan"
24404,6/30/2019 0:00:00,19930,"CARO",615,"Caro Smart Financial Solutions"
24414,6/30/2019 0:00:00,15240,"BUILDING TRADES",286,"Building Trades Credit Union"
24440,6/30/2019 0:00:00,17905,"ENGINEERS",302,"ENGINEERS FEDERAL CREDIT UNION"
24443,6/30/2019 0:00:00,24321,"PIONEER VALLEY",340,"Pioneer Valley Credit Union"
24524,6/30/2019 0:00:00,16602,"TINKER",144,"Tinker FCU"
24524,6/30/2019 0:00:00,16602,"TINKER",145,"TFCU"
24534,6/30/2019 0:00:00,14923,"AMERICA'S FIRST",246,"America's First Financial"
24534,6/30/2019 0:00:00,14923,"AMERICA'S FIRST",670,"Amfirst"
24540,6/30/2019 0:00:00,20076,"MUTUAL FIRST",477,"Mutual 1st Federal"
24553,6/30/2019 0:00:00,21906,"LOS ANGELES POLICE",99,"LAPFCU"
24629,6/30/2019 0:00:00,24004,"TRUST",378,"River City United Credit Union"
24692,6/30/2019 0:00:00,16757,"MOUNTAIN AMERICA",123,"Mountain America Credit Union"
24693,6/30/2019 0:00:00,16634,"GOLDENWEST",342,"USUCU Div of Goldenwest FCU"
24693,6/30/2019 0:00:00,16634,"GOLDENWEST",343,"Goldenwest Financial Services"
24693,6/30/2019 0:00:00,16634,"GOLDENWEST",577,"HealthCare CU a Co of Goldenwest"
24698,6/30/2019 0:00:00,21255,"JORDAN",339,"Jordan Credit Union"
24725,6/30/2019 0:00:00,18272,"OHIO HEALTHCARE",191,"MedPro"
24725,6/30/2019 0:00:00,18272,"OHIO HEALTHCARE",192,"HealthCare Credit Union System"
24742,6/30/2019 0:00:00,17005,"HERITAGE FAMILY",12,"Heritage Family Credit Union"
24746,6/30/2019 0:00:00,21072,"HORIZON UTAH",301,"Horizon Credit Union"
24802,6/30/2019 0:00:00,26418,"SELF-HELP",334,"Second Federal, a div of SHFCU"
24802,6/30/2019 0:00:00,26418,"SELF-HELP",583,"Seaway, a div of SHFCU"
24808,6/30/2019 0:00:00,14628,"CHARLOTTE METRO",412,"Charlotte Metro Credit Union"
24812,6/30/2019 0:00:00,15005,"TULSA",90,"Tulsa Federal CU"
24812,6/30/2019 0:00:00,15005,"TULSA",91,"Tulsa Federal"
24812,6/30/2019 0:00:00,15005,"TULSA",92,"Tulsa FCU"
24816,6/30/2019 0:00:00,14589,"PRECISION",350,"Precision Credit Union"
24824,6/30/2019 0:00:00,15308,"S. C. STATE",247,"SCU"
24824,6/30/2019 0:00:00,15308,"S. C. STATE",290,"State Credit Union"
24829,6/30/2019 0:00:00,26221,"HOPE",651,"Hope Credit Union"
24875,6/30/2019 0:00:00,11779,"THE FIRST FINANCIAL",111,"First Financial Credit Union"
24889,6/30/2019 0:00:00,26456,"CLEAN ENERGY",606,"Clean Energy Credit Union"
60042,6/30/2019 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",95,"WSECU"
60042,6/30/2019 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",446,"Q-Cash Financial LLC"
60042,6/30/2019 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",460,"One Washington Financial"
60042,6/30/2019 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",604,"Q-Cash Plus"
60042,6/30/2019 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",638,"WSECU Service Company LLC"
60056,6/30/2019 0:00:00,14535,"CONSUMER",493,"Covenant Health Credit Union"
60238,6/30/2019 0:00:00,14704,"GREAT LAKES",314,"GLCU"
60377,6/30/2019 0:00:00,14824,"MINNESOTA POWER EMPLOYEES",687,"MPECU"
60520,6/30/2019 0:00:00,14954,"EDUCATIONAL EMPLOYEES",210,"EECU"
60666,6/30/2019 0:00:00,15083,"SOVITA",648,
60700,6/30/2019 0:00:00,15113,"ARROWHEAD CENTRAL",712,"Desert Communities Credit Union"
60700,6/30/2019 0:00:00,15113,"ARROWHEAD CENTRAL",713,"a Division of Arrowhead"
60716,6/30/2019 0:00:00,15129,"BUFFALO SERVICE",448,"BSCU"
60768,6/30/2019 0:00:00,15176,"HOOSIER HILLS",150,"Hoosier Hills Investment"
60784,6/30/2019 0:00:00,15191,"CALIFORNIA",582,"North Island Credit Union"
60801,6/30/2019 0:00:00,15207,"UNIVERSITY & STATE EMPLOYEES",53,"USE Credit Union"
60806,6/30/2019 0:00:00,15212,"TEXANS",251,"Texans Credit Union"
60816,6/30/2019 0:00:00,15221,"COMMUNITY",703,"Community Credit Union"
60816,6/30/2019 0:00:00,15221,"COMMUNITY",704,"Community Credit Union of Florid"
60816,6/30/2019 0:00:00,15221,"COMMUNITY",705,"CCU"
60931,6/30/2019 0:00:00,15317,"MICHIGAN EDUCATIONAL",478,"MECU Financial"
60967,6/30/2019 0:00:00,15349,"HUNTINGTON BEACH CTY EMPLOYEES",199,"HBCECU"
61004,6/30/2019 0:00:00,15384,"SAN DIEGO COUNTY",182,"SDCCU.com"
61004,6/30/2019 0:00:00,15384,"SAN DIEGO COUNTY",183,"SDCCU"
61088,6/30/2019 0:00:00,15461,"OKLAHOMA EDUCATORS",120,"OECU"
61093,6/30/2019 0:00:00,15466,"VIBRANT",232,"DHCU Community Credit Union"
61093,6/30/2019 0:00:00,15466,"VIBRANT",626,"Vibrant Credit Union"
61451,6/30/2019 0:00:00,15790,"JACL",269,"JACL Credit Union"
61650,6/30/2019 0:00:00,15972,"THE GOLDEN 1",219,"The Golden 1 Credit Union"
61650,6/30/2019 0:00:00,15972,"THE GOLDEN 1",220,"Golden 1 Credit Union"
61650,6/30/2019 0:00:00,15972,"THE GOLDEN 1",221,"Golden 1"
61650,6/30/2019 0:00:00,15972,"THE GOLDEN 1",222,"G1"
61708,6/30/2019 0:00:00,16026,"ARBOR FINANCIAL",295,"ECCU"
61708,6/30/2019 0:00:00,16026,"ARBOR FINANCIAL",515,"Arbor Financial"
61708,6/30/2019 0:00:00,16026,"ARBOR FINANCIAL",572,"Educational Community CU"
61708,6/30/2019 0:00:00,16026,"ARBOR FINANCIAL",686,"AFCU"
61734,6/30/2019 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",419,"Rio Grande Valley CU"
61734,6/30/2019 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",420,"Rio Grande Valley Credit Union"
61734,6/30/2019 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",421,"RGVCU"
61734,6/30/2019 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",422,"RGV Credit Union"
61936,6/30/2019 0:00:00,16238,"ENERGY CAPITAL",370,"ECCU"
61986,6/30/2019 0:00:00,16286,"GRATIOT COMMUNITY",155,"GCCU"
62031,6/30/2019 0:00:00,16329,"HEARTLAND",289,"HCU"
62049,6/30/2019 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",373,"MSGCU"
62049,6/30/2019 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",714,"MSGCU Financial"
62072,6/30/2019 0:00:00,16368,"BLUEOX",621,"BlueOx Investment Services"
62258,6/30/2019 0:00:00,16536,"COAST GUARD EMPLOYEES",146,"CGECU"
62406,6/30/2019 0:00:00,16675,"BRIDGE",324,"STE Credit Union"
62431,6/30/2019 0:00:00,16697,"KENTUCKY EMPLOYEES",457,"KECU"
62536,6/30/2019 0:00:00,16796,"VIRGINIA UNITED METHODIST",579,"The United Methodist CU"
62562,6/30/2019 0:00:00,16821,"CREDIT UNION ONE",428,"St. Joseph's Mercy Financial"
62574,6/30/2019 0:00:00,16833,"PREMIER MEMBERS",643,"Premier Members CU"
62574,6/30/2019 0:00:00,16833,"PREMIER MEMBERS",644,"PMCU"
62604,6/30/2019 0:00:00,16863,"BOEING EMPLOYEES",67,"BECU"
62745,6/30/2019 0:00:00,17002,"ONPOINT COMMUNITY",216,"OnPoint Insurance Services"
62745,6/30/2019 0:00:00,17002,"ONPOINT COMMUNITY",217,"OnPoint Community Credit Union"
62745,6/30/2019 0:00:00,17002,"ONPOINT COMMUNITY",218,"OnPoint Business Services"
62745,6/30/2019 0:00:00,17002,"ONPOINT COMMUNITY",442,"OnPoint Mortgage"
62745,6/30/2019 0:00:00,17002,"ONPOINT COMMUNITY",443,"OnPoint Wealth Management and In"
62801,6/30/2019 0:00:00,17057,"WEST COMMUNITY",304,"Tigers Community Credit Union"
62801,6/30/2019 0:00:00,17057,"WEST COMMUNITY",628,"West Community Mortgage"
62848,6/30/2019 0:00:00,17101,"TELHIO",248,"SCG"
62848,6/30/2019 0:00:00,17101,"TELHIO",249,"KRILE COMMUNICATION"
62848,6/30/2019 0:00:00,17101,"TELHIO",250,"BECKMAN XMO"
62881,6/30/2019 0:00:00,17133,"ARIZONA CENTRAL",106,"Arizona Central"
62881,6/30/2019 0:00:00,17133,"ARIZONA CENTRAL",107,"ACCU"
62881,6/30/2019 0:00:00,17133,"ARIZONA CENTRAL",433,"AZCCU"
62903,6/30/2019 0:00:00,17154,"PARTNER COLORADO",147,"Eagle Legacy Credit Union"
62978,6/30/2019 0:00:00,17225,"IDEAL",5,"Postal Credit Union"
62978,6/30/2019 0:00:00,17225,"IDEAL",6,"PCU Title"
62978,6/30/2019 0:00:00,17225,"IDEAL",7,"PCU Student Credit Union"
62978,6/30/2019 0:00:00,17225,"IDEAL",8,"PCU Mortgage"
62978,6/30/2019 0:00:00,17225,"IDEAL",9,"PCU Credit Union"
62978,6/30/2019 0:00:00,17225,"IDEAL",10,"PCU Business Services"
62978,6/30/2019 0:00:00,17225,"IDEAL",11,"PCU"
62978,6/30/2019 0:00:00,17225,"IDEAL",335,"Ideal Credit Union"
62978,6/30/2019 0:00:00,17225,"IDEAL",413,"Ideal Title"
62978,6/30/2019 0:00:00,17225,"IDEAL",414,"Ideal CU"
62978,6/30/2019 0:00:00,17225,"IDEAL",445,"Ideal Student Credit Union"
63069,6/30/2019 0:00:00,17311,"POST OFFICE EMPLOYEES'",514,"POECU"
63199,6/30/2019 0:00:00,17441,"LINCOLN  COUNTY",16,"LCCU"
63637,6/30/2019 0:00:00,17870,"NAVIGATOR CU",212,"NCU Wealth Management"
63783,6/30/2019 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",653,"Members Choice CU"
63783,6/30/2019 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",654,"Illinois Electric Financial CU"
63789,6/30/2019 0:00:00,18017,"ALLIANCE",233,"Alliance Credit Union"
63799,6/30/2019 0:00:00,18027,"ANDIGO",547,"Andigo"
63829,6/30/2019 0:00:00,18057,"ST. MARY'S BANK",241,"The Mortgage Center-St Mary's Bank"
63829,6/30/2019 0:00:00,18057,"ST. MARY'S BANK",242,"St Mary's Title Services"
63829,6/30/2019 0:00:00,18057,"ST. MARY'S BANK",243,"St Mary's Financial Services"
63829,6/30/2019 0:00:00,18057,"ST. MARY'S BANK",244,"St Mary's Bank"
63837,6/30/2019 0:00:00,18065,"EVANGELICAL CHRISTIAN",166,"ECCU"
63958,6/30/2019 0:00:00,18186,"1ST UNITED SERVICES",487,"1st United Credit Union"
64049,6/30/2019 0:00:00,18277,"DUPACO COMMUNITY",93,"Dupaco"
64166,6/30/2019 0:00:00,18394,"MARION AND POLK SCHOOLS",31,"Maps Credit Union"
64655,6/30/2019 0:00:00,18883,"NORTHERN COMMUNITIES",312,"NCCYou"
64913,6/30/2019 0:00:00,19141,"ON TAP",580,"On Tap Credit Union"
64913,6/30/2019 0:00:00,19141,"ON TAP",581,"Coors Credit Union"
64920,6/30/2019 0:00:00,19148,"ILLINOIS STATE",387,"ItsMyCredit Union"
64959,6/30/2019 0:00:00,19187,"H.B.I. EMPLOYEES",381,"HBI Credit Union"
65059,6/30/2019 0:00:00,19287,"NIKKEI",689,"Mabuhay Credit Union"
65082,6/30/2019 0:00:00,19310,"SUNWEST EDUCATIONAL",29,"SunWest Educational Credit Union"
65082,6/30/2019 0:00:00,19310,"SUNWEST EDUCATIONAL",630,"SunWest Credit Union"
65088,6/30/2019 0:00:00,19316,"HOLY ROSARY",329,"Holy Rosary Credit Union"
65088,6/30/2019 0:00:00,19316,"HOLY ROSARY",682,"HRCU"
65208,6/30/2019 0:00:00,19436,"NATCO",205,"Natco Community Empowerment Cnt"
65299,6/30/2019 0:00:00,19527,"KEYPOINT",39,"KPCU.com"
65299,6/30/2019 0:00:00,19527,"KEYPOINT",40,"KeyPoint CU"
65299,6/30/2019 0:00:00,19527,"KEYPOINT",41,"KeyPoint Credit Union"
65299,6/30/2019 0:00:00,19527,"KEYPOINT",42,"KeyPoint"
65299,6/30/2019 0:00:00,19527,"KEYPOINT",317,"KeyPoint Financial Services"
65388,6/30/2019 0:00:00,19616,"COMMUNITY C.U. OF SO. HUMBOLDT",711,"Vocality Community Credit Union"
66037,6/30/2019 0:00:00,20260,"B.C.S. COMMUNITY",376,"Burlington Colorado Southern"
66116,6/30/2019 0:00:00,20339,"TUCSON OLD PUEBLO",500,"TOPCU"
66258,6/30/2019 0:00:00,20481,"SELF-HELP",617,"Jax Metro, a div of SHCU"
66258,6/30/2019 0:00:00,20481,"SELF-HELP",671,"Palmetto Trust, a div of SHCU"
66328,6/30/2019 0:00:00,20550,"WRIGHT-PATT CREDIT UNION, INC.",160,"Wright-Patt Credit Union"
66328,6/30/2019 0:00:00,20550,"WRIGHT-PATT CREDIT UNION, INC.",161,"WPCU"
66330,6/30/2019 0:00:00,20552,"STATE EMPLOYEES CU OF MARYLAND, INC",239,"SECU Credit Union"
66330,6/30/2019 0:00:00,20552,"STATE EMPLOYEES CU OF MARYLAND, INC",240,"SECU"
66373,6/30/2019 0:00:00,20595,"WHATCOM EDUCATIONAL",328,"WECU"
66444,6/30/2019 0:00:00,20666,"SHIPBUILDERS",706,"SHIPBUILDERS CREDIT UNION"
66447,6/30/2019 0:00:00,20669,"SHORELINE",684,"Shoreline Hometown Credit Union"
66479,6/30/2019 0:00:00,20701,"WORKERS",234,"Workers' Financial Services, LLC"
66491,6/30/2019 0:00:00,20713,"POST OFFICE",366,"POCU"
66492,6/30/2019 0:00:00,20714,"UNIVERSITY OF WISCONSIN",554,"UW Credit Union"
66637,6/30/2019 0:00:00,20859,"BREWERY",13,"BREWERY CREDIT UNION"
66652,6/30/2019 0:00:00,20874,"PROSPERA",700,"Prosperity Partners"
66652,6/30/2019 0:00:00,20874,"PROSPERA",701,"Prospera Investment Services"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",341,"MECU of Baltimore, Inc."
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",434,"Municipal Employees Credit Union"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",435,"MECU of Baltimore"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",436,"MECU - Baltimore's Credit Union"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",437,"MECU"
66787,6/30/2019 0:00:00,21009,"MUNICIPAL EMPL.CREDIT UNION OF BALT",438,"Maryland's Exceptional Credit Un"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",156,"CVCU"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",157,"CoVantage CU"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",158,"CoVantage Credit Union"
66848,6/30/2019 0:00:00,21070,"COVANTAGE",159,"CoVantage"
66881,6/30/2019 0:00:00,21102,"HAYWARD COMMUNITY",637,"HCCU"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",186,"Martinsville Dupont Empl. Cr. Un"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",187,"Martinsville Dupont Empl CU, Inc"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",188,"Martinsville Dupont CU"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",189,"Martinsville Dupont Credit Union"
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",190,"Martinsville Dupont Cr Un Inc."
66924,6/30/2019 0:00:00,21145,"MARTINSVILLE DUPONT EMP",466,"ValleyStar Credit Union"
67005,6/30/2019 0:00:00,21226,"NATIONAL J. A. C. L.",377,"Asian Heritage Financial CU"
67075,6/30/2019 0:00:00,21296,"GRAND COUNTY",631,"Desert Rivers Credit Union"
67190,6/30/2019 0:00:00,21411,"SUMMIT",46,"Veterans Administration"
67248,6/30/2019 0:00:00,23376,"UNITEDONE",33,"Financial Services Center"
67248,6/30/2019 0:00:00,23376,"UNITEDONE",557,"Member Contact Center"
67262,6/30/2019 0:00:00,22275,"NORTHWEST PLUS",367,"NW Plus CU"
67278,6/30/2019 0:00:00,21676,"PAWTUCKET",152,"PCU"
67297,6/30/2019 0:00:00,22515,"SPACE COAST",559,"SCCU"
67297,6/30/2019 0:00:00,22515,"SPACE COAST",560,"Member's Watchdog"
67330,6/30/2019 0:00:00,22469,"MIAMI POSTAL SERVICE",426,"MPS Credit Union"
67338,6/30/2019 0:00:00,22499,"ELECTRICIANS' LOCAL 349",184,"State Chartered CU in Florida135"
67342,6/30/2019 0:00:00,22590,"CONNECT CREDIT UNION",51,"Connect Credit Union"
67342,6/30/2019 0:00:00,22590,"CONNECT CREDIT UNION",52,"Florida Transportaton Credit Un"
67408,6/30/2019 0:00:00,22717,"FEDSTAR",641,"FedStar CU"
67427,6/30/2019 0:00:00,22689,"GALVESTON GOVERNMENT EMPLOYEES",430,"GGECU"
67465,6/30/2019 0:00:00,22957,"TEXAS BAY",473,"Texas Bay Area Credit Union"
67576,6/30/2019 0:00:00,22718,"COOPERATIVE TEACHERS",609,"CTCU"
67579,6/30/2019 0:00:00,22814,"TEX MEX",57,"Tex Mex Credit Union"
67599,6/30/2019 0:00:00,24200,"ALLCOM",357,"Worcester Postal Credit Union"
67649,6/30/2019 0:00:00,22782,"MEMBERS",431,"MCU"
67804,6/30/2019 0:00:00,23100,"VANTAGE",32,"Vantage"
67804,6/30/2019 0:00:00,23100,"VANTAGE",34,"VCU"
67804,6/30/2019 0:00:00,23100,"VANTAGE",35,"Vantage CU"
67804,6/30/2019 0:00:00,23100,"VANTAGE",36,"Vantage Credit Union"
68021,6/30/2019 0:00:00,22675,"COMMUNITY RESOURCE",677,"CRCU Retirement & Investment Ser"
68021,6/30/2019 0:00:00,22675,"COMMUNITY RESOURCE",678,"CRCU Investment Services"
68021,6/30/2019 0:00:00,22675,"COMMUNITY RESOURCE",679,"CRCU Insurance Services, LLC"
68021,6/30/2019 0:00:00,22675,"COMMUNITY RESOURCE",680,"CRCU"
68021,6/30/2019 0:00:00,22675,"COMMUNITY RESOURCE",681,"Community Resource Credit Union"
68061,6/30/2019 0:00:00,22309,"SOLARITY",591,"Solarity Mortgage Center"
68061,6/30/2019 0:00:00,22309,"SOLARITY",592,"Solarity Mortgage"
68061,6/30/2019 0:00:00,22309,"SOLARITY",593,"Solarity Lending Center"
68061,6/30/2019 0:00:00,22309,"SOLARITY",594,"Solarity Lending"
68061,6/30/2019 0:00:00,22309,"SOLARITY",595,"Solarity Engagement Center"
68061,6/30/2019 0:00:00,22309,"SOLARITY",596,"Solarity Business Services"
68061,6/30/2019 0:00:00,22309,"SOLARITY",597,"Solarity Business"
68061,6/30/2019 0:00:00,22309,"SOLARITY",598,"Solarity"
68187,6/30/2019 0:00:00,21514,"BAXTER",639,"BCU"
68187,6/30/2019 0:00:00,21514,"BAXTER",640,"bcu"
68203,6/30/2019 0:00:00,22223,"SPOKANE TEACHERS",137,"STCU"
68237,6/30/2019 0:00:00,4698,"GLOBAL",525,"GlobalVicenza"
68237,6/30/2019 0:00:00,4698,"GLOBAL",526,"GlobalSullivan"
68237,6/30/2019 0:00:00,4698,"GLOBAL",527,"GlobalShadle"
68237,6/30/2019 0:00:00,4698,"GLOBAL",528,"GlobalPostFalls"
68237,6/30/2019 0:00:00,4698,"GLOBAL",529,"GlobalPasco"
68237,6/30/2019 0:00:00,4698,"GLOBAL",530,"GlobalKennewick"
68237,6/30/2019 0:00:00,4698,"GLOBAL",531,"GlobalHQ"
68237,6/30/2019 0:00:00,4698,"GLOBAL",532,"GlobalDarby"
68237,6/30/2019 0:00:00,4698,"GLOBAL",533,"GlobalCU"
68237,6/30/2019 0:00:00,4698,"GLOBAL",534,"GlobalCDA"
68237,6/30/2019 0:00:00,4698,"GLOBAL",535,"GlobalAviano"
68237,6/30/2019 0:00:00,4698,"GLOBAL",536,"GlobalArgonne"
68237,6/30/2019 0:00:00,4698,"GLOBAL",537,"Global"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",298,"HAPO Community Credit Union"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",299,"HAPO"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",418,"HAPO Mortgage"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",555,"HAPO Direct"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",570,"HAPO Commercial Services"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",715,"HAPO Hangout"
68239,6/30/2019 0:00:00,4185,"HAPO COMMUNITY",716,"HAPO Center"
68278,6/30/2019 0:00:00,4138,"GESA",395,"Gesa to Go"
68278,6/30/2019 0:00:00,4138,"GESA",396,"Gesa Financial Solution"
68278,6/30/2019 0:00:00,4138,"GESA",576,"Gesa Xpress"
68291,6/30/2019 0:00:00,26309,"GEORGIA GUARD",474,"GGCU"
68297,6/30/2019 0:00:00,1702,"NORRISTOWN BELL",197,"NBCU"
68305,6/30/2019 0:00:00,22280,"RESPONDERS EMERGENCY SERVICES",623,"Spokane Law Enforcement CU"
