cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,dep,depdom,idtrni,idtrngov,idtrnmu,idtrcomb,idtrnfc,idtrnfg,depfor,trn,ddt,ntr,ntrsmmda,ntrsoth,ntrtime,ts,depnidom,depidom,coredep,depins,irakeogh,bro,broins,DEPLSNB,depnifor,depifor
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2019","11/18/2019","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","294342","294342","294342","0","0","0","0","0","","75919","73687","218423","8930","69335","140158","220655","75549","218793","222598","267561","3154","64002","64002","14268","",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2019","11/18/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","35546","35546","34194","0","1352","0","0","0","","6026","1741","29520","15784","2557","11180","33805","1742","33804","33189","31790","1862","0","0","0","",""
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2019","11/18/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","58421","58421","55778","0","2643","0","0","0","","17458","6051","40963","508","11956","28501","52370","8233","50188","57142","56909","7372","0","0","0","",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2019","11/18/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","426439","426439","382794","0","30295","13350","0","0","","105971","105971","320468","27299","111440","181729","320468","69327","357112","355361","385173","36970","33833","32708","12857","",""
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","11/18/2019","SM","6 Harrison Avenue","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","","456221","456221","431652","2","15345","9222","0","0","","119859","64252","336362","70506","89161","176695","391969","63425","392796","396129","380734","28535","6030","6030","9222","",""
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2019","11/18/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/17/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","1283088","1283088","1243802","12","5883","33391","0","0","","313850","313850","969238","248433","58646","662160","969238","239405","1043683","1156937","1038608","41228","50000","50000","21244","",""
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2019","11/18/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","114067","114067","56627","0","21627","35813","0","0","","46136","18326","67931","1750","11894","54287","95741","18326","95741","106747","87337","806","2271","2271","35324","",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2019","11/18/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","493897","493897","475690","0","15992","2215","0","0","","45823","45823","448074","87365","252949","107760","448074","151715","342182","468803","256987","6731","37721","0","2917","",""
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2019","11/18/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","350240","350240","326577","0","22909","754","0","0","","126519","126519","223721","102330","4985","116406","223721","82206","268034","306257","228815","8250","1000","0","693","",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2019","11/18/2019","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","1385891","1385891","1258884","25","126744","238","0","0","","122452","76836","1263439","157309","703343","402787","1309055","76836","1309055","1322253","1289624","62062","0","0","11917","",""
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2019","11/18/2019","SM","315 North Spruce Street","ADAGE, LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","673882","673882","570320","0","97585","5977","0","0","","129461","90813","544421","163412","180391","200618","583069","129781","544101","629662","564000","21770","3039","0","0","",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2019","11/18/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","502054","502054","404486","2","97566","0","0","0","","122688","64954","379366","131471","100917","146978","437100","58307","443747","451368","383564","32809","25671","25671","0","",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2019","11/18/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","104868","104868","85883","0","17745","1240","0","0","","43271","19403","61597","7878","17161","36557","85465","19403","85465","92549","86256","6124","8249","8249","991","",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2019","11/18/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","34798","34798","29213","0","4857","728","0","0","","14873","6861","19925","339","7083","12503","27937","6861","27937","33095","30102","2232","493","493","0","",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2019","11/18/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","724113","724113","451223","0","272891","0","0","0","","69140","57391","654974","17897","474778","162298","666723","212266","511847","567156","449999","4470","30184","30184","0","",""
"27015","13964","541307","1250138","Admirals Bank","Boston","MA","2116","6/30/2019","11/18/2019","SA","579 Boylston Street","ADMIRALS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","9/30/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","171035","171035","136806","0","15963","18266","0","0","","5370","570","165665","114890","1537","49237","170465","565","170470","154501","122401","1556","0","0","15121","",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","6/30/2019","11/18/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","124639","124639","109916","0","14723","0","0","0","","51181","29143","73458","20237","17765","35456","95496","29143","95496","120668","109996","4492","0","0","1866","",""
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","6/30/2019","11/18/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","44108","44108","35482","0","8626","0","0","0","","10919","8764","33189","11100","5985","16104","35344","8764","35344","39806","35133","2127","4046","0","0","",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","6/30/2019","11/18/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","8","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","49302","49302","44504","0","4798","0","0","0","","31415","12766","17887","14261","0","3626","36536","12766","36536","48751","43367","1341","0","0","0","",""
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","6/30/2019","11/18/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","255469","255469","236497","0","2002","16970","0","0","","76600","58825","178869","32299","32816","113755","196644","58844","196625","237605","221779","10274","0","0","19954","",""
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","6/30/2019","11/18/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","122906","122906","115615","0","7288","3","0","0","","39189","17865","83717","21301","35623","26793","105041","17861","105045","119669","110965","9325","1205","1205","0","",""
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","6/30/2019","11/18/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","711415","711415","663188","0","10405","37822","0","0","","149227","143042","562188","163902","11439","386846","568373","134232","577183","584965","515195","21600","13517","13517","38058","",""
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","227581","227581","226787","0","0","794","0","0","","85577","73322","142004","67830","2179","71995","154259","73325","154256","221209","189543","0","0","0","47092","",""
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","6/30/2019","11/18/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","500","500","500","0","0","0","0","0","","0","0","500","0","0","500","500","0","500","0","251","0","0","0","0","",""
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","6/30/2019","11/18/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","1248506","1248506","1111792","1","131832","4881","0","0","","94532","94532","1153974","455318","299662","398994","1153974","332367","916139","1072312","827899","26176","2460","2460","494","",""
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","6/30/2019","11/18/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","15510","15510","13986","0","1524","0","0","0","","4274","1415","11236","909","446","9881","14095","1415","14095","14605","14239","606","0","0","349","",""
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","6/30/2019","11/18/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","229662","229662","181264","1","48345","52","0","0","","128710","55073","100952","38349","29214","33389","174589","55073","174589","222695","134064","4771","0","0","0","",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","6/30/2019","11/18/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","496643","496643","478236","0","18407","0","0","0","","165052","113328","331591","107918","57067","166606","383315","113328","383315","396893","288977","11428","7000","7000","0","",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","6/30/2019","11/18/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","170978","170978","142407","0","28571","0","0","0","","85575","50157","85403","17734","36969","30700","120821","85575","85403","166448","144057","7070","0","0","0","",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","6/30/2019","11/18/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","296500","296500","268261","1","28238","0","0","0","","100976","67465","195524","54509","74212","66804","229035","67465","229035","282030","241132","15942","0","0","0","",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","6/30/2019","11/18/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","1760320","1760320","1636758","0","123079","483","0","0","","325225","198538","1435095","1195543","56163","183388","1561782","512976","1247344","1724185","856342","29173","0","0","0","",""
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","6/30/2019","11/18/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","123566","123566","110370","0","13196","0","0","0","","49946","29400","73620","26632","29399","17589","94166","29400","94166","117450","104273","4933","5000","5000","0","",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","6/30/2019","11/18/2019","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","396723","396723","376885","581","19257","0","0","0","","47049","11623","349674","59288","201474","88912","385100","52515","344208","387167","354257","9024","0","0","0","",""
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","6/30/2019","11/18/2019","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","28","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","3863390","3863390","3514558","0","150660","198172","0","0","","77856","77856","3785534","2408095","75812","1301627","3785534","1176172","2687218","3044122","1930916","33977","399676","366672","0","",""
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","6/30/2019","11/18/2019","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","255854","255854","215181","0","40674","0","0","0","","96816","36545","159039","46342","65160","47536","219310","56501","199353","238036","216799","4403","4447","4447","0","",""
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","6/30/2019","11/18/2019","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","16","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","832411","832411","734377","1","98033","0","0","0","","270413","205340","561998","312283","88622","161095","627071","205340","627071","805792","601331","25506","0","0","0","",""
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","88602","88602","87234","0","1341","27","0","0","","31064","25402","57538","19017","4623","33898","63200","25402","63200","83508","76260","3259","0","0","1001","",""
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","6/30/2019","11/18/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","151320","151320","144348","1","6971","0","0","0","","67775","23796","83545","9093","21865","52587","127524","23796","127524","144489","141797","15361","3","3","0","",""
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","6/30/2019","11/18/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","501942","501942","492554","0","9192","196","0","0","","209548","167628","292394","133085","31254","128055","334314","167914","334028","442307","349208","9342","12000","12000","0","",""
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","6/30/2019","11/18/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","206994","206994","176433","0","10226","20335","0","0","","95813","23769","111181","19966","24801","66414","183225","23769","183225","197834","186790","4628","3000","0","14882","",""
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","130574","130574","129998","0","576","0","0","0","","50198","50198","80376","53551","8252","18573","80376","34915","95659","127744","91151","2518","0","0","0","",""
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","272698","272698","184944","0","79264","8490","0","0","","71256","49595","201442","68438","9361","123643","223103","50243","222455","193858","153856","5048","0","0","7740","",""
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","239269","239269","214679","4","24586","0","0","0","","100015","42640","139254","16323","60848","62083","196629","44551","194718","236898","215891","13086","0","0","0","",""
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","144826","144826","111436","0","13428","19962","0","0","","65260","32085","79566","16638","13075","49855","112741","33273","111553","133951","122907","2015","1359","1359","10817","",""
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","80885","80885","70320","0","120","10445","0","0","","32653","25650","48232","20612","13452","14168","55235","26058","54826","73439","76429","1215","7187","7187","0","",""
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","41543","41543","30443","0","11100","0","0","0","","32751","5541","8792","3036","2754","3001","36002","5541","36002","41543","28175","780","0","0","0","",""
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","117895000","117895000","117895000","0","0","0","0","0","0","3669000","1570000","114226000","5752000","54390000","54084000","116325000","271000","117624000","93468000","108070000","3515000","17563000","17563000","4908000","0","0"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","6/30/2019","11/18/2019","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","972930","972930","933492","0","0","39438","0","0","","255668","224619","717262","101704","140054","475506","748311","233266","739664","837473","750832","34226","85534","85534","8906","",""
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","6/30/2019","11/18/2019","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","112868","112868","56056","0","3825","52987","0","0","","27170","15493","85698","770","10093","74835","97375","15473","97395","91562","106149","853","20040","19042","16527","",""
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","6/30/2019","11/18/2019","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","46","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","3249167","3249167","2990937","72","250554","7599","5","0","","388400","302410","2860767","2595772","121912","143085","2946757","1174150","2075017","3211532","1967615","18901","1","0","0","",""
"35377","0","2889227","0","Alpine Capital Bank","New York","NY","10019","6/30/2019","11/18/2019","NM","680 Fifth Avenue, 7th Floor","","1","0","0","4","1","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/1/2000","3/1/2000","5/26/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","187121","187121","181290","0","5315","516","0","0","","89460","64111","97661","56373","1174","40114","123010","64111","123010","149750","82812","522","15337","15337","0","",""
"19590","0","199436","1081510","Altamaha Bank and Trust Company","Vidalia","GA","30474","6/30/2019","11/18/2019","NM","206 Jackson Street","ALTAMAHA BANCSHARES, INC.","4","0","0","4","1","Toombs","","","5/16/1966","5/19/1966","1/25/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","147362","147362","137514","0","9838","10","0","0","","79034","79034","68328","0","17757","50571","68328","43901","103461","140601","129434","7311","0","0","0","",""
"58275","0","3453737","4152505","AltaPacific Bank","Santa Rosa","CA","95403","6/30/2019","11/18/2019","SM","4845 Old Redwood Highway","ALTAPACIFIC BANCORP","6","0","0","4","0","Sonoma","42220","Santa Rosa, CA","7/10/2006","7/10/2006","10/31/2019","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","307267","307267","306790","0","476","0","0","0","","145639","125798","161627","147657","4907","9065","181468","125798","181469","303459","169338","1088","601","601","0","",""
"8276","0","881441","1491548","Alton Bank","Alton","MO","65606","6/30/2019","11/18/2019","NM","26 Court Square","ALTON BANCSHARES, INC.","2","0","0","2","1","Oregon","","","4/17/1924","1/1/1934","6/17/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","53295","53295","44337","0","8958","0","0","0","","14680","9231","38615","16932","4605","17078","44064","9231","44063","52858","42954","1730","1017","0","0","",""
