cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,igltrad,iglrtex,iglfxex,igledex,iglcmex,IGLCREX
"34812","0","2728661","2929833","GrandSouth Bank","Greenville","SC","29606","6/30/2019","11/18/2019","NM","381 Halton Road","GRANDSOUTH BANCORPORATION","7","0","0","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","9/8/1998","9/8/1998","2/21/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.grandsouth.com","0","","","","",""
"3230","0","333856","5139969","Grandview Bank","Grandview","TX","76050","6/30/2019","11/18/2019","NM","Second And Criner Streets","D2 ALLIANCES, LLC","4","0","0","4","0","Johnson","19100","Dallas-Fort Worth-Arlington, TX","8/7/1890","1/1/1934","1/2/2007","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.grandviewbank.com","0","","","","",""
"5116","14374","311256","1247969","Granite Community Bank","Cold Spring","MN","56320","6/30/2019","11/18/2019","NM","202 2nd Avenue South","FIRST BANCSHARES, INC., OF COLD SPRING","1","0","0","4","0","Stearns","41060","St. Cloud, MN","1/1/1902","1/1/1934","9/10/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","","","","","",""
"10998","0","20857","2466235","Granite Falls Bank","Granite Falls","MN","56241","6/30/2019","11/18/2019","NM","702 Prentice Street","INDEPENDENT BANCSHARES, INC.","1","0","0","2","1","Yellow Medicine","","","1/1/1878","1/1/1934","6/9/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","","","","","",""
"15744","0","619457","2323495","Granite Mountain Bank Inc dba Granite Mountain Bank","Philipsburg","MT","59858","6/30/2019","11/18/2019","SM","139 East Broadway St","FLINT CREEK HOLDING COMPANY","3","0","0","4","0","Granite","","","4/15/1940","5/31/1940","9/17/2013","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","","","","","",""
"10918","12759","207452","3636316","Grant County Bank","Ulysses","KS","67880","6/30/2019","11/18/2019","NM","201 South Main Street","GRANT COUNTY BANK EMPLOYEE STOCK OWNERSHIP PLAN","2","0","0","2","1","Grant","","","1/1/1906","1/1/1934","1/14/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","","","","","",""
"15778","17468","361354","0","Grant County Bank","Medford","OK","73759","6/30/2019","11/18/2019","SM","120 South Main Street","","1","0","0","2","1","Grant","","","1/1/1895","1/23/1940","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","","","","","",""
"15687","0","933340","2920830","Grant County State Bank","Swayzee","IN","46986","6/30/2019","11/18/2019","NM","102 North Washington Street","GRANT COUNTY STATE BANCSHARES, INC, EMPLOYEES STOCK OWNERSHIP PLAN","3","0","0","4","1","Grant","","","9/30/1939","10/2/1939","12/31/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","","","","","",""
"9417","0","983158","1136371","Grant County State Bank","Carson","ND","58529","6/30/2019","11/18/2019","NM","202 North Main Street","GRANT COUNTY BANCORPORATION, INC.","2","0","0","2","1","Grant","","","8/29/1913","1/1/1934","7/23/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.grantcountystatebank.com","0","","","","",""
"59113","0","5210989","5215715","Grasshopper Bank, N.A.","New York","NY","10010","6/30/2019","11/18/2019","N","915 Broadway, 7th Floor","GRASSHOPPER BANCORP, INC.","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","5/13/2019","5/13/2019","5/14/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","",""
"35292","0","2815879","3385137","Great American Bank","Lawrence","KS","66044","6/30/2019","11/18/2019","NM","888a New Hampshire","FIRST FINANCIAL BANCSHARES, INC.","5","0","1","4","1","Douglas","29940","Lawrence, KS","8/7/2000","8/7/2000","9/1/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","","","","","",""
"29657","3836","524579","0","Great Midwest Bank, S.S.B.","Brookfield","WI","53005","6/30/2019","11/18/2019","SB","15900 West Bluemound Road","","8","0","0","5","0","Waukesha","33340","Milwaukee-Waukesha-West Allis, WI","3/25/1936","3/25/1936","3/31/2006","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","","","","","",""
"58680","0","3599804","0","Great Nations Bank","Norman","OK","73071","6/30/2019","11/18/2019","NM","2200 Alameda Street","","3","0","0","4","0","Cleveland","36420","Oklahoma City, OK","9/28/2009","9/28/2009","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","","","","","",""
"15146","14106","576354","1125432","Great North Bank","Florence","WI","54121","6/30/2019","11/18/2019","NM","541 Central Avenue","FLORENCE BANCORPORATION, INC.","3","0","0","4","0","Florence","","","1/1/1891","5/16/1935","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","http://www.greatnorthbank.com","0","","","","",""
"505","0","589158","1125898","Great Plains Bank","Eureka","SD","57437","6/30/2019","11/18/2019","NM","702 7th Street","GREAT PLAINS BANK CORPORATION","3","0","0","2","1","Mcpherson","","","10/23/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","","","","","",""
"34207","16036","2482824","1060355","Great Plains National Bank","Elk City","OK","73644","6/30/2019","11/18/2019","N","2017 West Third","GREAT PLAINS BANCSHARES, INC.","21","0","1","4","1","Beckham","","","7/17/1996","7/17/1996","5/18/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","","","","","",""
"14058","0","733559","2761480","Great Plains State Bank","Petersburg","NE","68652","6/30/2019","11/18/2019","NM","140 Main Street","RAE VALLEY FINANCIALS, INC.","4","0","0","2","0","Boone","","","12/4/1920","3/13/1934","2/5/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","","","","","",""
"3762","0","857941","4805632","Great Rivers Bank","Barry","IL","62312","6/30/2019","11/18/2019","NM","694 Bainbridge","FNB BARRY BANCORP, INC","3","0","0","2","1","Pike","","","1/1/1901","1/1/1934","12/28/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","","","","","",""
"29546","3641","572374","2339133","Great Southern Bank","Reeds Spring","MO","65737","6/30/2019","11/18/2019","NM","14309 State Highway 13","GREAT SOUTHERN BANCORP, INC.","113","0","1","4","0","Stone","","","1/1/1923","2/29/1952","1/30/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","0","https://www.greatsouthernbank.com","0","","","","",""
"8552","11309","101738","1080568","Great Southern Bank","Meridian","MS","39301","6/30/2019","11/18/2019","SM","218 22nd Avenue South","GREAT SOUTHERN CAPITAL CORPORATION","12","0","0","7","0","Lauderdale","","","3/2/1902","1/1/1934","4/1/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","","","","","",""
"15289","13343","131650","4809920","Great Western Bank","Sioux Falls","SD","57104","6/30/2019","11/18/2019","NM","225 S. Main Ave.","GREAT WESTERN BANCORP, INC.","176","0","1","4","0","Minnehaha","43620","Sioux Falls, SD","8/5/1935","10/11/1935","1/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","www.greatwesternbank.com","0","","","","",""
"34138","14560","2354323","2349507","Greater Community Bank","Rome","GA","30165","6/30/2019","11/18/2019","NM","1490 Martha Berry Boulevard","GREATER COMMUNITY BANCSHARES, INC.","3","0","0","4","1","Floyd","40660","Rome, GA","2/26/1996","2/26/1996","5/15/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","WWW.GREATERCB.COM","0","","","","",""
"31762","7433","518877","5041286","Greater State Bank","Mcallen","TX","78501","6/30/2019","11/18/2019","NM","3300 North 10th Street","GREATER STATE BANCSHARES CORP.","4","0","0","4","0","Hidalgo","32580","McAllen-Edinburg-Mission, TX","1/1/1974","7/18/1975","6/30/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","","","","","",""
"26760","13843","803649","1140958","Green Belt Bank & Trust","Iowa Falls","IA","50126","6/30/2019","11/18/2019","NM","616 Washington Avenue","GREEN BELT BANCORPORATION","8","0","0","2","1","Hardin","","","7/31/1986","7/31/1986","5/30/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","www.greenbeltbank.com","","","","","",""
"22653","0","243375","4057262","Green Dot Bank DBA Bonneville Bank","Provo","UT","84601","6/30/2019","11/18/2019","SM","1675 North 200 West","GREEN DOT CORPORATION","1","0","0","9","0","Utah","39340","Provo-Orem, UT","5/15/1978","5/15/1978","9/19/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","0","","","","",""
"57710","0","3268249","2728595","Greene County Commercial Bank","Catskill","NY","12414","6/30/2019","11/18/2019","NM","425 Main Street","GREENE COUNTY BANCORP, MHC","1","0","0","7","0","Greene","","","5/20/2004","5/20/2004","12/10/2008","Stock","21591","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"31198","6518","645577","0","Greeneville Federal Bank, FSB","Greeneville","TN","37743","6/30/2019","11/18/2019","SA","101 West Summer Street","","3","0","0","4","0","Greene","","","8/2/1960","8/2/1960","5/11/2015","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","","","","","",""
"15632","0","592644","1205996","Greenfield Banking Company","Greenfield","IN","46140","6/30/2019","11/18/2019","NM","1920 North State Street","GREENFIELD BANCSHARES, INC.","7","0","0","4","0","Hancock","26900","Indianapolis-Carmel-Anderson, IN","9/3/1871","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","","","","","",""
"15255","13468","83955","1247026","Greenfield Banking Company","Greenfield","TN","38230","6/30/2019","11/18/2019","NM","202 Front Street","GREENFIELD BANCSHARES, INC.","3","0","0","2","0","Weakley","","","8/16/1935","8/17/1935","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","","","","","",""
"26397","9582","326979","3736690","Greenfield Co-operative Bank","Greenfield","MA","1301","6/30/2019","11/18/2019","SM","63 Federal Street","GREENFIELD BANCORP MHC","10","0","0","5","0","Franklin","44140","Springfield, MA","1/1/1905","10/22/1985","4/1/2015","Stock","0","0","FED","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","","","","","",""
"90206","12703","632607","3309889","Greenfield Savings Bank","Greenfield","MA","1301","6/30/2019","11/18/2019","SB","400 Main Street","GSB, MHC","10","0","0","5","0","Franklin","44140","Springfield, MA","3/19/1869","11/4/1985","7/20/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","","","","","",""
"12661","13016","675248","1205754","Greenleaf Wayside Bank","Greenleaf","WI","54126","6/30/2019","11/18/2019","NM","1608 Day Street","G. W. BANCORP., INC.","2","0","0","4","1","Brown","24580","Green Bay, WI","1/1/1913","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","","","","","","",""
"27965","641","567679","3828595","Greenville Federal","Greenville","OH","45331","6/30/2019","11/18/2019","SA","690 Wagner Avenue","GREENVILLE FEDERAL MHC","4","0","0","4","0","Darke","","","1/1/1883","11/13/1942","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","","","","","",""
"13703","11142","295011","1071566","Greenville National Bank","Greenville","OH","45331","6/30/2019","11/18/2019","N","446 South Broadway","GREENVILLE NATIONAL BANCORP","10","0","1","8","0","Darke","","","1/17/1934","1/17/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.bankgnb.bank","0","","","","",""
"30637","5666","357777","0","Greenville Savings Bank","Greenville","PA","16125","6/30/2019","11/18/2019","SB","233 Main Street","","3","0","0","5","0","Mercer","49660","Youngstown-Warren-Boardman, OH-PA","1/1/1911","8/14/1953","6/24/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","","","","","",""
"11347","12304","783246","1208157","Grinnell State Bank","Grinnell","IA","50112","6/30/2019","11/18/2019","NM","814 Fourth Avenue","GRINNELL BANCSHARES, INC.","4","0","0","4","0","Poweshiek","","","10/25/1925","1/1/1934","11/18/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","","","","","",""
"8018","12301","648130","2809560","Grove Bank & Trust","Miami","FL","33133","6/30/2019","11/18/2019","SM","2701 South Bayshore Drive","COCONUT GROVE BANKSHARES, INC.","5","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","7/12/1926","1/1/1934","4/21/2017","Stock","0","1","FED","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","www.grovebankandtrust.com","0","","","","",""
"3713","0","715144","1208504","Grundy Bank","Morris","IL","60450","6/30/2019","11/18/2019","SM","201 Liberty Street","ILLINOIS VALLEY BANCORP, INC.","4","0","0","4","1","Grundy","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/16/1864","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","www.grundybank.com","","","","","",""
"19011","0","268828","2630193","Grundy National Bank","Grundy","VA","24614","6/30/2019","11/18/2019","N","20957 Riverside Drive","GNB BANKSHARES CORPORATION","8","0","0","4","0","Buchanan","","","1/21/1964","1/21/1964","11/21/2016","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.grundynationalbank.com","0","","","","",""
"16495","12892","339054","1103896","Gruver State Bank","Gruver","TX","79040","6/30/2019","11/18/2019","NM","3 Main Avenue","GSB BANCSHARES, INC.","1","0","0","2","1","Hansford","","","9/7/1946","10/8/1946","9/13/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","","","","","",""
"28708","2195","564678","0","GSL Savings Bank","Guttenberg","NJ","7093","6/30/2019","11/18/2019","SB","6823 Bergenline Ave","","2","0","0","5","0","Hudson","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1907","8/6/1937","4/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","WWW.GSLSAVINGSBANK.COM","0","","","","",""
"58768","0","3635551","3635560","Guadalupe Bank","Kerrville","TX","78028","6/30/2019","11/18/2019","NM","1309 Bandera Hwy","RELATIONSHIP FINANCIAL CORPORATION","3","0","0","4","0","Kerr","","","3/17/2008","3/17/2008","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","","","","","",""
"28670","2096","131173","2618940","Guaranty Bank","Springfield","MO","65804","6/30/2019","11/18/2019","NM","2144 E Republic Rd, # F200","GUARANTY FEDERAL BANCSHARES, INC.","16","0","0","4","0","Greene","44180","Springfield, MO","1/1/1891","12/26/1935","6/9/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","0","","","","",""
"19638","0","969255","1107090","Guaranty Bank & Trust Company of Delhi, Louisiana","Delhi","LA","71232","6/30/2019","11/18/2019","NM","Oak And Georgia Streets","DELHI BANCSHARES, INC.","9","0","0","4","1","Richland","","","10/15/1966","10/15/1966","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","","","","","",""
"1208","14416","112163","1862036","Guaranty Bank & Trust, N.A.","Mount Pleasant","TX","75455","6/30/2019","11/18/2019","N","100 West Arkansas Street","GUARANTY BANCSHARES, INC.","34","0","0","4","0","Titus","","","1/17/1913","1/1/1934","6/2/2018","Stock","0","1","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","0","www.gnty.com","0","","","","",""
"17767","11799","289739","1083158","Guaranty Bank and Trust Company","New Roads","LA","70760","6/30/2019","11/18/2019","NM","175 New Roads Street","GREAT GUARANTY BANCSHARES, INC.","7","0","0","4","0","Pointe Coupee","12940","Baton Rouge, LA","6/29/1957","6/29/1957","3/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","","","","","",""
"15953","9848","84541","1096952","Guaranty Bank and Trust Company","Belzoni","MS","39038","6/30/2019","11/18/2019","NM","210 N. Hayden St","GUARANTY CAPITAL CORPORATION","18","0","0","4","1","Humphreys","","","5/17/1943","5/17/1943","7/27/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","St. louis","Southern","West","0","1","","","","","","",""
