cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,igltrad,iglrtex,iglfxex,igledex,iglcmex,IGLCREX
"11764","15826","598543","1199808","Sibley State Bank","Sibley","IA","51249","6/30/2019","11/18/2019","NM","803 Fourth Avenue","CYPRESS CORPORATION","1","0","0","2","0","Osceola","","","1/1/1894","1/1/1934","7/15/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","","","","","",""
"12722","10808","1002458","0","Sicily Island State Bank","Sicily Island","LA","71368","6/30/2019","11/18/2019","NM","301 Newman Street","","2","0","0","4","1","Catahoula","","","2/1/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","","","","","",""
"29379","3360","304575","0","Sidney Federal Savings and Loan Association","Sidney","NE","69162","6/30/2019","11/18/2019","SA","1045 10th Avenue","","1","0","0","5","0","Cheyenne","","","1/1/1899","2/24/1936","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","","","","","",""
"17232","13603","648345","3621497","Sidney State Bank","Sidney","MI","48885","6/30/2019","11/18/2019","NM","3016 West Sidney Road","SIDNEY BANCORP.","2","0","0","5","0","Montcalm","24340","Grand Rapids-Wyoming, MI","10/10/1921","6/15/1953","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","https://www.sidneybank.com","0","","","","",""
"57053","0","2942690","0","Signature Bank","New York","NY","10017","6/30/2019","11/18/2019","NM","565 Fifth Avenue","","33","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","4/12/2001","4/12/2001","1/1/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.signatureny.com","1931","","","","",""
"58264","0","3437483","3437492","Signature Bank","Rosemont","IL","60018","6/30/2019","11/18/2019","NM","9450 W Bryn Mawr Ave, Ste 30","SIGNATURE BANCORPORATION, INC.","4","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/4/2006","8/4/2006","6/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","0","","","","",""
"89","10291","3350724","3306589","Signature Bank of Arkansas","Fayetteville","AR","72703","6/30/2019","11/18/2019","NM","3878 N Crossover Rd, # 20","WHITE RIVER BANCSHARES COMPANY","7","0","0","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","8/18/1933","1/1/1934","4/9/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","http://www.sbofa.com","0","","","","",""
"58103","0","3390627","0","Signature Bank of Georgia","Sandy Springs","GA","30328","6/30/2019","11/18/2019","NM","6065 Roswell Rd., Suite 110","","2","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","11/7/2005","11/7/2005","3/1/2007","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","","","","","",""
"57269","0","3076604","3076592","Signature Bank, National Association","Toledo","OH","43623","6/30/2019","11/18/2019","N","4607 West Sylvania Avenue","SIGNATURE BANCORP, INC.","2","0","0","4","0","Lucas","45780","Toledo, OH","4/2/2002","4/2/2002","3/31/2006","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","https://www.signaturebankna.com","0","","","","",""
"14178","0","552956","1141263","Silex Banking Company","Silex","MO","63377","6/30/2019","11/18/2019","NM","20 S 2nd St","SILEX BANCSHARES, INC.","1","0","0","2","0","Lincoln","41180","St. Louis, MO-IL","3/24/1934","3/30/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","","","","","",""
"24735","0","802866","1031449","Silicon Valley Bank","Santa Clara","CA","95054","6/30/2019","11/18/2019","SM","3003 Tasman Drive","SVB FINANCIAL GROUP","6","0","1","9","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","10/17/1983","10/17/1983","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.svb.com","19434","-509","19893","0","0","50"
"15323","10532","326054","3015582","Silver Lake Bank","Topeka","KS","66608","6/30/2019","11/18/2019","NM","201 Nw U.S. Highway 24","GIDEON MANAGEMENT L.L.C.","5","0","0","4","0","Shawnee","45820","Topeka, KS","1/1/1909","12/16/1935","10/2/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","","","","","",""
"27330","14732","1216826","3695667","Silvergate Bank","La Jolla","CA","92037","6/30/2019","11/18/2019","SM","4250 Executive Sq Suite 300","SILVERGATE CAPITAL CORPORATION","3","0","0","9","0","San Diego","41740","San Diego-Carlsbad, CA","8/26/1988","8/26/1988","2/21/2017","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","http://www.silvergatebank.com","0","","","","",""
"17587","0","844138","0","Simmesport State Bank","Simmesport","LA","71369","6/30/2019","11/18/2019","NM","Highway 1 And Laurel Street","","1","0","0","6","0","Avoyelles","","","5/1/1956","5/1/1956","6/4/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.simmesportstatebank.net","","","","","",""
"3890","11473","663245","1094828","Simmons Bank","Pine Bluff","AR","71611","6/30/2019","11/18/2019","SM","501 Main Street","SIMMONS FIRST NATIONAL CORPORATION","220","0","1","4","0","Jefferson","38220","Pine Bluff, AR","3/23/1903","1/1/1934","4/13/2019","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","http://www.simmonsbank.com","0","","","","",""
"10693","15815","724230","0","Simply Bank","Spring City","TN","37381","6/30/2019","11/18/2019","NM","369 Front Street","","6","0","0","4","1","Rhea","","","1/1/1890","1/1/1934","10/6/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","","","","","",""
"23270","0","472951","2313058","Siouxland Bank","South Sioux City","NE","68776","6/30/2019","11/18/2019","SM","1001 West 29th Street","SIOUXLAND NATIONAL CORPORATION","2","0","0","8","0","Dakota","43580","Sioux City, IA-NE-SD","12/1/1980","12/1/1980","6/19/2017","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","","","","","",""
"4766","0","412555","2796857","SJN Bank of Kansas","Saint John","KS","67576","6/30/2019","11/18/2019","NM","116 E 3rd Avenue","SJN BANC CO","6","0","0","2","0","Stafford","","","1/1/1905","1/1/1934","4/16/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.sjnbank.com","","","","","",""
"19532","10566","401906","0","Skowhegan Savings Bank","Skowhegan","ME","4976","6/30/2019","11/18/2019","SB","13 Elm Street","","12","0","0","4","0","Somerset","","","10/2/1869","1/1/1966","1/1/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","","","","","",""
"6861","0","90328","4949303","SKYLINE NATIONAL BANK","Independence","VA","24348","6/30/2019","11/18/2019","N","113 West Main Street","PARKWAY ACQUISITION CORP","20","0","1","4","0","Grayson","","","10/6/1900","1/1/1934","7/1/2018","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","","","","","",""
"8507","0","481748","1201439","Sloan State Bank","Sloan","IA","51055","6/30/2019","11/18/2019","NM","302 Fourth Street","SLOAN STATE CORPORATION","2","0","0","2","1","Woodbury","43580","Sioux City, IA-NE-SD","10/19/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","","","","","",""
"27686","111","213471","0","Slovenian Savings and Loan Association of Canonsburg","Strabane","PA","15363","6/30/2019","11/18/2019","SB","130 Boone Avenue","","1","0","0","8","0","Washington","38300","Pittsburgh, PA","1/1/1925","3/9/1960","4/23/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","","","","","",""
"31994","7703","568377","0","Slovenian Savings and Loan Association of Franklin-Conemaugh","Conemaugh","PA","15909","6/30/2019","11/18/2019","SA","361 First St","","5","0","0","6","0","Cambria","27780","Johnstown, PA","1/1/1915","12/11/1979","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","","","","","","",""
"5623","0","676049","1098264","Smackover State Bank","Smackover","AR","71762","6/30/2019","11/18/2019","NM","708 North Broadway","SMACKOVER BANCSHARES, INC.","4","0","0","8","0","Union","","","4/18/1928","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Western","0","1","","","","","","",""
"25744","11205","663656","1067617","Small Business Bank","Lenexa","KS","66215","6/30/2019","11/18/2019","SM","13423 West 92nd Street","GARDNER BANCSHARES, INC.","1","0","0","4","0","Johnson","28140","Kansas City, MO-KS","11/7/1984","11/7/1984","10/7/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","","","","","",""
"35112","0","2804864","2804855","Small Town Bank","Wedowee","AL","36278","6/30/2019","11/18/2019","NM","117 Main Street","EAST ALABAMA FINANCIAL GROUP, INC.","6","0","1","4","0","Randolph","","","7/2/1999","7/2/1999","9/12/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","","","","","",""
"58463","0","3532641","1131497","SmartBank","Pigeon Forge","TN","37863","6/30/2019","11/18/2019","SM","2430 Teaster Lane, # 205","SMARTFINANCIAL, INC.","36","0","1","4","0","Sevier","","","1/8/2007","1/8/2007","11/1/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","0","http://www.smartbank.com","0","","","","",""
"4196","0","394156","1062416","SNB Bank, National Association","Shattuck","OK","73858","6/30/2019","11/18/2019","N","503 South Main Street","SHATTUCK BANCSHARES, INC.","2","0","1","2","1","Ellis","","","8/1/1909","1/1/1934","8/1/2013","Stock","0","0","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","","","","","",""
"58534","0","3397233","3607549","Solera National Bank","Lakewood","CO","80226","6/30/2019","11/18/2019","N","319 S. Sheridan Boulevard","SOLERA NATIONAL BANCORP, INC.","1","0","0","4","0","Denver","19740","Denver-Aurora-Lakewood, CO","9/10/2007","9/10/2007","5/11/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","","","","","",""
"232","12569","185448","1137903","Solon State Bank","Solon","IA","52333","6/30/2019","11/18/2019","NM","126 South Market Street","SOLON FINANCIAL, INC.","3","0","0","4","1","Johnson","26980","Iowa City, IA","3/17/1932","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.solonstatebank.com","0","","","","",""
"16971","0","612159","1060131","SOLUTIONS NORTH BANK","Stockton","KS","67669","6/30/2019","11/18/2019","NM","123 North Cedar Street","STOCKTON BANCSHARES, INC.","6","0","0","2","0","Rooks","","","1/2/1951","1/2/1951","9/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","","","","","",""
"13297","11750","722816","1143342","Solvay Bank","Solvay","NY","13209","6/30/2019","11/18/2019","SM","1537 Milton Avenue","SOLVAY BANK CORP.","10","0","0","8","0","Onondaga","45060","Syracuse, NY","3/17/1917","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","","","","","",""
"28778","2343","159971","0","Somerset Savings Bank, SLA","Bound Brook","NJ","8805","6/30/2019","11/18/2019","SA","220 West Union Avenue","","7","0","0","5","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1887","6/4/1957","1/4/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","","","","","",""
"11112","9306","212522","2914857","Somerset Trust Company","Somerset","PA","15501","6/30/2019","11/18/2019","NM","151 West Main Street","SOMERSET TRUST HOLDING COMPANY","36","0","1","4","0","Somerset","","","1/1/1889","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","somersettrust.com","0","","","","",""
"6700","0","411624","5169667","Somerville Bank","Somerville","OH","45064","6/30/2019","11/18/2019","NM","197 South Main Street","SOMERVILLE BANCORP","6","0","0","4","1","Butler","17140","Cincinnati, OH-KY-IN","10/10/1910","1/1/1934","8/28/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.somervillebank.net","0","","","","",""
"57968","0","3325759","3325740","SONABANK","Tappahannock","VA","22560","6/30/2019","11/18/2019","SM","307 Church Lane","SOUTHERN NATIONAL BANCORP OF VIRGINIA, INC.","48","0","1","4","0","Essex","","","4/14/2005","4/14/2005","12/31/2017","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","http://www.sonabank.com","0","","","","",""
"402","13492","534756","1067372","Sooner State Bank","Tuttle","OK","73089","6/30/2019","11/18/2019","NM","2 Southeast Fourth","TUTTLE BANCSHARES, INC.","5","0","0","4","1","Grady","36420","Oklahoma City, OK","1/1/1903","1/1/1934","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","","","","","",""
"57095","0","3047659","4899640","Sound Bank","Morehead City","NC","28557","6/30/2019","11/18/2019","NM","5039 Executive Drive","WEST TOWN BANCORP, INC.","9","0","0","4","0","Carteret","","","9/4/2001","9/4/2001","9/2/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","","","","","",""
"33183","9429","1494482","0","Sound Banking Company","Lakewood","WA","98499","6/30/2019","11/18/2019","NM","6107 Lake Grove Street Sw","","1","0","0","4","1","Pierce","42660","Seattle-Tacoma-Bellevue, WA","11/1/1990","11/1/1990","10/3/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.SOUNDBANKINGCO.COM","","","","","",""
"57451","17942","429487","3843646","Sound Community Bank","Seattle","WA","98121","6/30/2019","11/18/2019","NM","2400 Third Avenue","SOUND FINANCIAL BANCORP, INC.","8","0","0","4","0","King","42660","Seattle-Tacoma-Bellevue, WA","1/1/1953","5/19/2003","2/12/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","","","","","",""
"58689","0","3637247","3637238","South Atlantic Bank","Myrtle Beach","SC","29577","6/30/2019","11/18/2019","NM","630 29th Ave North","SOUTH ATLANTIC BANCSHARES, INC.","9","0","0","4","0","Horry","34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC","11/28/2007","11/28/2007","4/2/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","","","","","",""
"5854","16153","473042","2810285","South Central Bank,  Inc.","Glasgow","KY","42141","6/30/2019","11/18/2019","NM","208 South Broadway","SOUTH CENTRAL BANCSHARES OF KENTUCKY, INC.","25","0","0","4","0","Barren","","","1/1/1908","1/1/1934","5/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","WWW.SOUTHCENTRALBANK.COM","0","","","","",""
"19536","9744","18135","1889547","South Central Bank, National Association","Chicago","IL","60607","6/30/2019","11/18/2019","N","525 West Roosevelt Road","FIRST BUSINESS BANCORP CO.","5","0","0","7","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/10/1966","1/10/1966","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","","","","","",""
"16707","14677","74056","1061857","South Central State Bank","Campbell","NE","68932","6/30/2019","11/18/2019","NM","673 Broad St.","CAMPBELL STATE COMPANY","5","0","0","2","0","Franklin","","","1/1/1948","7/1/1948","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.southcentralstatebank.com","0","","","","",""
"16283","0","706030","1493636","South Coast Bank & Trust","Brunswick","GA","31520","6/30/2019","11/18/2019","NM","1500 Newcastle Street","WB&T BANKSHARES, INC.","2","0","0","4","1","Glynn","15260","Brunswick, GA","1/1/1934","7/5/1945","2/7/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","","","","","",""
"32532","8396","995571","3049569","South Georgia Bank","Glennville","GA","30427","6/30/2019","11/18/2019","NM","401 Downing Musgrove Hwy.","SOUTH GROUP BANCSHARES, INC.","4","0","0","4","1","Tattnall","","","4/7/1987","4/7/1987","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.southgabank.com","0","","","","",""
"20198","0","767732","2764977","South Georgia Banking Company","Omega","GA","31775","6/30/2019","11/18/2019","NM","5515 Alabama Avenue","SOUTH GEORGIA BANK HOLDING COMPANY","7","0","0","2","0","Tift","","","6/14/1937","6/11/1970","1/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","","","","","",""
"19755","0","135836","1082236","South Lafourche Bank & Trust Company","Larose","LA","70373","6/30/2019","11/18/2019","NM","13226 West Main Street","LAFOURCHE BANCSHARES, INC.","5","0","0","4","1","Lafourche","26380","Houma-Thibodaux, LA","10/13/1967","10/13/1967","12/4/2014","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","","","","","",""
"23144","0","616036","1086298","South Louisiana Bank","Houma","LA","70360","6/30/2019","11/18/2019","NM","1362 West Tunnel Boulevard","SOUTH LOUISIANA FINANCIAL CORPORATION","8","0","0","4","0","Terrebonne","26380","Houma-Thibodaux, LA","6/30/1980","6/30/1980","3/10/2017","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","","","","","",""
"9099","14542","75446","1142372","South Ottumwa Savings Bank","Ottumwa","IA","52501","6/30/2019","11/18/2019","NM","320 Church Street","CORNERSTONE FINANCIAL SERVICES GROUP, INC.","4","0","0","8","1","Wapello","","","1/1/1903","1/1/1934","6/30/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","","","","","",""
"17690","0","807946","4456593","South Porte Bank","Marion","IL","62959","6/30/2019","11/18/2019","NM","701 North Court Street","SOUTH PORTE FINANCIAL INC.","2","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","11/19/1956","11/19/1956","9/18/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","","","","","",""
"90303","8563","772008","3212943","South Shore Bank","South Weymouth","MA","2190","6/30/2019","11/18/2019","SM","1530 Main St","SOUTH SHORE BANCORP MHC","16","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","2/1/1833","11/19/1985","11/1/2017","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","0","","","","",""
"13425","0","540926","1133437","South State Bank","Columbia","SC","29201","6/30/2019","11/18/2019","NM","520 Gervais Street","SOUTH STATE CORPORATION","168","0","1","4","0","Richland","17900","Columbia, SC","1/1/1934","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","www.southstatebank.com","0","","","","",""
"17348","0","542340","1205905","South Story Bank & Trust","Slater","IA","50244","6/30/2019","11/18/2019","NM","501 Linn St","GREENE INVESTMENT CO.","3","0","0","4","1","Story","11180","Ames, IA","9/1/1954","9/1/1954","10/30/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","","","","","",""
"2124","0","165039","2497202","Southcrest Bank, National Association","Atlanta","GA","30309","6/30/2019","11/18/2019","N","1475 W Peachtree St, Ne, # 2","SOUTHCREST FINANCIAL GROUP, INC.","11","0","0","4","0","Fulton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1920","1/1/1934","5/30/2017","Stock","0","1","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","www.southcrestbank.com","0","","","","",""
"57348","0","3110197","3808131","SouthEast Bank","Farragut","TN","37934","6/30/2019","11/18/2019","NM","12700 Kingston Pike","EDUCATIONAL SERVICES OF AMERICA, INC.","18","0","0","4","0","Knox","28940","Knoxville, TN","4/29/2002","4/29/2002","1/21/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","0","","","","",""
"19819","14669","563934","1133754","Southeast First National Bank","Summerville","GA","30747","6/30/2019","11/18/2019","N","10144 Commerce Street","SUMMERVILLE/TRION BANCSHARES, INC.","3","0","1","7","0","Chattooga","","","5/22/1968","5/22/1968","2/1/2008","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","","","","","",""
"5685","14739","210238","1082058","Southeastern Bank","Darien","GA","31305","6/30/2019","11/18/2019","NM","1010 North Way","SOUTHEASTERN BANKING CORPORATION","11","0","1","4","0","Mcintosh","15260","Brunswick, GA","1/1/1889","1/1/1934","3/2/2009","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","","","","","",""
"1528","12867","852544","1248939","Southern Bancorp Bank","Arkadelphia","AR","71923","6/30/2019","11/18/2019","SM","601 Main Street","SOUTHERN BANCORP, INC","46","0","1","4","0","Clark","","","3/1/1884","1/1/1934","8/2/2017","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","www.banksouthern.com","0","","","","",""
"28332","1386","272272","3266227","Southern Bank","Poplar Bluff","MO","63901","6/30/2019","11/18/2019","SM","2991 Oak Grove Road","SOUTHERN MISSOURI BANCORP, INC.","51","0","1","4","0","Butler","","","1/1/1887","12/3/1951","12/8/2018","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","0","","","","",""
"16288","0","307334","1141816","Southern Bank","Sardis","GA","30456","6/30/2019","11/18/2019","NM","731 Charles Perry Ave","SARDIS BANKSHARES, INC.","5","0","0","8","0","Burke","12260","Augusta-Richmond County, GA-SC","7/2/1945","7/2/1945","2/14/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","","","","","",""
"58143","0","3353266","3353275","Southern Bank & Trust","Clarkesville","GA","30523","6/30/2019","11/18/2019","NM","111 Southern Bank Drive","SBT BANCORP, INC.","4","0","0","4","0","Habersham","","","12/6/2005","12/6/2005","3/13/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","","","","","",""
"15359","0","717924","1075694","Southern Bank and Trust Company","Mount Olive","NC","28365","6/30/2019","11/18/2019","NM","100 North Center Street","SOUTHERN BANCSHARES (N.C.), INC.","64","0","1","4","0","Wayne","24140","Goldsboro, NC","1/1/1901","3/2/1936","2/1/2016","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","http://www.southernbank.com","0","","","","",""
"34847","0","2793593","0","Southern Bank of Tennessee","Mount Juliet","TN","37122","6/30/2019","11/18/2019","SM","675 North Mount Juliet Road","","4","0","0","4","1","Wilson","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","3/22/1999","3/22/1999","11/13/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","www.southernbankoftn.com","0","","","","",""
"35295","0","2849801","2849799","Southern First Bank","Greenville","SC","29607","6/30/2019","11/18/2019","NM","100 Verdae Blvd, # 100","SOUTHERN FIRST BANCSHARES, INC.","12","0","1","4","0","Greenville","24860","Greenville-Anderson-Mauldin, SC","1/10/2000","1/10/2000","4/1/2013","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","0","http://www.southernfirst.com","0","","","","",""
"20698","0","935559","4346676","Southern Heritage Bank","Jonesville","LA","71343","6/30/2019","11/18/2019","NM","Fourth And W. Park Streets","SHB BANCORP, INC.","10","0","0","4","1","Catahoula","","","5/25/1972","5/25/1972","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","","","","","",""
"29749","4013","352370","0","Southern Hills Community Bank","Leesburg","OH","45135","6/30/2019","11/18/2019","SA","45 East Main Street","","8","0","0","6","0","Highland","","","1/1/1884","11/7/1936","4/21/2018","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","","","","","",""
"35229","0","2847085","0","Southern Illinois Bank","Johnston City","IL","62951","6/30/2019","11/18/2019","NM","1012 West Broadway","","5","0","0","4","0","Williamson","16060","Carbondale-Marion, IL","9/10/1999","9/10/1999","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","","","","","",""
"58357","0","3531176","4297527","Southern Independent Bank","Opp","AL","36467","6/30/2019","11/18/2019","NM","503 North Main Street","SOUTHERN INDEPENDENT BANCSHARES, INC.","3","0","0","4","0","Covington","","","12/4/2006","12/4/2006","12/10/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","","","","","",""
"5019","9655","822042","1207824","Southern Michigan Bank & Trust","Coldwater","MI","49036","6/30/2019","11/18/2019","NM","45-51 West Pearl Street","SOUTHERN MICHIGAN BANCORP, INC.","16","0","0","4","0","Branch","","","1/16/1872","1/1/1934","4/25/2009","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.smb-t.com","0","","","","",""
"58558","0","3629420","3818381","Southern States Bank","Anniston","AL","36202","6/30/2019","11/18/2019","NM","615 Quintard Avenue","SOUTHERN STATES BANCSHARES, INC.","10","0","1","4","0","Calhoun","11500","Anniston-Oxford-Jacksonville, AL","8/27/2007","8/27/2007","9/12/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","","","","","",""
