cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnls,lnrs3les,lnrs3t12,lnrs1t3,lnrs3t5,lnrs5t15,lnrsov15,lnot3les,lnot3t12,lnot1t3,lnot3t5,lnot5t15,lnotov15
"15259","15817","679451","1248041","Elk State Bank","Clyde","KS","66938","6/30/2019","11/18/2019","NM","328 Washington Street","ELKCORP, INC.","3","0","0","2","0","Cloud","","","1/1/1896","8/21/1935","6/4/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","59580","493","876","1192","885","6953","0","4917","11336","6262","7276","11934","5813"
"16553","0","439356","1891979","Elkhorn Valley Bank & Trust","Norfolk","NE","68702","6/30/2019","11/18/2019","NM","800 West Benjamin Avenue","FEO INVESTMENTS, INC.","10","0","0","2","0","Madison","","","7/6/1943","3/18/1947","2/7/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","454612","1578","4945","11270","22096","3080","739","44157","109081","78335","123838","40933","14417"
"12162","9733","998648","1099841","Elkton Bank & Trust Company","Elkton","KY","42220","6/30/2019","11/18/2019","NM","30 Public Square","ELKTON BANCORP, INC.","4","0","0","8","0","Todd","","","1/1/1866","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","57288","1121","8040","9098","2180","729","818","3012","8754","5475","7311","9031","1723"
"16001","7788","861304","0","Elmira Savings Bank","Elmira","NY","14901","6/30/2019","11/18/2019","SM","333 East Water Street","","13","0","0","5","0","Chemung","21300","Elmira, NY","1/1/1869","7/1/1943","3/21/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","502224","1600","13231","29497","32038","107240","121249","34900","8262","40540","80938","19487","8492"
"10185","0","13251","1128947","Elysian Bank","Elysian","MN","56028","6/30/2019","11/18/2019","NM","121 East Main Street","ELYSIAN, INC.","1","0","0","8","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/24/1907","1/1/1934","4/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","30038","225","791","4491","4707","0","131","2479","5881","5371","5306","135","0"
"57228","0","3068579","3806511","Embassy Bank for the Lehigh Valley","Bethlehem","PA","18017","6/30/2019","11/18/2019","NM","100 Gateway Drive","EMBASSY BANCORP, INC","9","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","11/6/2001","11/6/2001","11/11/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.embassybank.com","974275","1470","6629","13550","29392","320730","172630","71049","27379","73413","95300","156604","5886"
"58413","0","3482045","3482054","Embassy National Bank","Lawrenceville","GA","30043","6/30/2019","11/18/2019","N","1817 North Brown Road","EMBASSY BANCSHARES, INC.","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/5/2007","3/5/2007","1/1/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","76678","2806","44","59","0","0","0","64628","583","778","1808","5752","220"
"14944","0","12656","0","Emerald Bank","Burden","KS","67019","6/30/2019","11/18/2019","SM","333 N Main Street","","2","0","0","8","0","Cowley","","","10/1/1884","12/21/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","10808","82","159","50","300","2937","2230","282","997","1218","943","962","361"
"12054","7209","137915","3212091","Emigrant Bank","New York","NY","10017","6/30/2019","11/18/2019","SB","5 East 42nd Street","NEW YORK PRIVATE BANK & TRUST CORPORATION","5","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/30/1850","1/1/1934","11/23/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.emigrant.com","4181623","230483","443113","95015","84517","21385","27480","2416085","54566","180402","248817","211497","12851"
"57834","0","3268173","3212091","Emigrant Mercantile Bank","New York","NY","10017","6/30/2019","11/18/2019","NM","6 East 43rd Street","NEW YORK PRIVATE BANK & TRUST CORPORATION","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/9/2004","7/9/2004","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"58632","0","3706013","4504533","Empire National Bank","Islandia","NY","11749","6/30/2019","11/18/2019","N","1707 Veterans Highway","EMPIRE BANCORP, INC.","4","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/25/2008","2/25/2008","2/28/2008","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.empirenb.com","680775","0","522","1312","13358","68935","0","76237","33352","21607","104424","348201","10522"
"57672","0","3277241","3439610","Empire State Bank","Newburgh","NY","12550","6/30/2019","11/18/2019","SM","68 North Plank Road","ES BANCSHARES, INC.","6","0","0","4","0","Orange","39100","                                        39100","6/28/2004","6/28/2004","3/9/2009","Stock","0","0","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","364052","3489","5672","15769","83211","47546","1455","14767","4916","64514","72652","46190","1054"
"4789","14120","65858","1135824","Emprise Bank","Wichita","KS","67202","6/30/2019","11/18/2019","NM","257 North Broadway Street","EMPRISE FINANCIAL CORPORATION","38","0","0","4","1","Sedgwick","48620","Wichita, KS","5/21/1910","1/1/1934","3/26/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","1279191","6571","12856","41219","69084","74409","118911","259600","106790","212535","301748","66072","1753"
"34562","0","2594240","2777016","ENCORE BANK","Little Rock","AR","72211","6/30/2019","11/18/2019","SM","12224 Chenal Parkway","CAPITAL BANCSHARES, INC","1","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","9/8/1997","9/8/1997","5/6/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","110625","232","2981","16928","10593","2089","176","11399","8275","27292","18322","12212","0"
"59099","0","5192496","0","Endeavor Bank","San Diego","CA","92101","6/30/2019","11/18/2019","NM","750 B Street Suite 3110","","1","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","1/22/2018","1/22/2018","8/10/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","66061","872","4513","0","0","2375","0","29590","2448","1","12907","13356","0"
"57293","0","3121072","0","EnerBank USA","Salt Lake City","UT","84106","6/30/2019","11/18/2019","NM","1245 E Brickyard Rd, # 600","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","6/3/2002","6/3/2002","3/2/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.enerbank.com","2259459","0","0","0","0","0","0","892","10985","108066","328412","1356619","454485"
"27205","0","1186965","1081239","Englewood Bank & Trust","Englewood","FL","34223","6/30/2019","11/18/2019","NM","1111 South Mccall Road","CREWS BANKING CORPORATION","4","0","0","4","1","Charlotte","39460","Punta Gorda, FL","4/4/1988","4/4/1988","1/1/2012","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.englewoodbankandtrust.com","192473","2721","5934","333","775","3068","57234","19533","9204","8734","24234","18533","41579"
"13000","0","435059","1131956","Ennis State Bank","Ennis","TX","75119","6/30/2019","11/18/2019","NM","815 West Ennis Avenue","ENNIS BANCSHARES, INC.","4","0","0","4","1","Ellis","19100","Dallas-Fort Worth-Arlington, TX","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","167782","1608","2502","9679","8366","447","325","33217","20957","36734","33724","19644","0"
"31445","6981","239275","2427665","Entegra Bank","Franklin","NC","28734","6/30/2019","11/18/2019","NM","50 West Main Street","ENTEGRA FINANCIAL CORP.","18","0","1","4","0","Macon","","","1/1/1922","12/14/1964","10/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.entegrabank.com","1098834","14099","30576","48428","66936","129078","50030","94931","67296","148629","205479","218829","21132"
"34786","0","2730431","2730048","Enterprise Bank","Allison Park","PA","15101","6/30/2019","11/18/2019","NM","4091 Mount Royal Boulvard","SEED MONEY LIMITED PARTNERSHIP","1","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/23/1998","10/23/1998","11/27/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","249964","791","905","5768","4233","188","0","25592","22633","92705","86126","148","0"
"33380","0","1836701","3306356","Enterprise Bank","Omaha","NE","68144","6/30/2019","11/18/2019","SM","12800 West Center Road","ENTERPRISE HOLDING COMPANY","3","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","4/10/1991","4/10/1991","12/16/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","260434","2182","562","4094","6964","453","850","49320","12225","67129","62045","54610","0"
"27237","12507","1190476","2303910","Enterprise Bank & Trust","Clayton","MO","63105","6/30/2019","11/18/2019","NM","150 North Meramec","ENTERPRISE FINANCIAL SERVICES CORP","36","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","5/9/1988","5/9/1988","3/8/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","http://www.enterprisebank.com","5150934","40487","61553","75637","57599","20229","49838","2589347","469038","691560","750446","291275","38255"
"27408","11801","1356768","2461016","Enterprise Bank and Trust Company","Lowell","MA","1852","6/30/2019","11/18/2019","NM","222 Merrimack Street","ENTERPRISE BANCORP, INC.","24","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/3/1989","1/3/1989","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.enterprisebanking.com","2415478","155689","24887","49107","67638","54076","12854","576823","141741","495234","643598","99167","81538"
"11539","0","457426","0","Enterprise Bank of South Carolina","Ehrhardt","SC","29081","6/30/2019","11/18/2019","NM","13497 Broxton Bridge Road","","12","0","0","4","0","Bamberg","","","1/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","196759","635","2936","3549","4778","30139","18241","29326","6559","21330","31127","25181","15752"
"90270","13264","332402","3122846","Envision Bank","Randolph","MA","2368","6/30/2019","11/18/2019","SB","129 North Main Street","RANDOLPH BANCORP INC.","6","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1851","1/2/1986","3/12/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","558808","3361","12003","30574","40481","86050","176696","44433","31669","32788","54273","37360","6804"
"31485","7056","81175","4841041","Equitable Bank","Grand Island","NE","68801","6/30/2019","11/18/2019","SM","113 N Locust St","EQUITABLE FINANCIAL CORP.","5","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1890","12/30/1965","3/30/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","304532","5782","5735","6610","27398","9526","7740","64626","31750","47446","65675","25022","4799"
"30707","5778","206473","3835155","Equitable Savings and Loan Association","Sterling","CO","80751","6/30/2019","11/18/2019","SA","221 N 3rd St","FARMERS REALTY CO.","10","0","0","5","0","Logan","","","1/1/1921","8/10/1954","7/21/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","139436","1517","7190","5472","10742","64375","47644","78","155","114","296","1759","87"
"25858","0","139656","3180547","Equity Bank","Andover","KS","67002","6/30/2019","11/18/2019","SM","345 North Andover Road","EQUITY BANCSHARES, INC.","54","0","1","4","0","Butler","48620","Wichita, KS","1/21/1985","1/21/1985","2/8/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","0","http://www.equitybank.com","2686746","33170","71764","121580","109409","205576","120340","521932","367578","467345","390783","175893","40244"
"10004","13641","599643","1249691","Ergo Bank","Markesan","WI","53946","6/30/2019","11/18/2019","NM","86 East Water Street","FS BANCSHARES, INC.","2","0","0","4","0","Green Lake","","","1/20/1910","1/1/1934","3/6/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","69342","1587","3862","2897","1870","20","0","8496","10967","16436","15116","5049","1490"
"18265","0","145956","1066919","Ericson State Bank","Ericson","NE","68637","6/30/2019","11/18/2019","NM","427 Central Avenue","WHEELER COUNTY BANCSHARES, INC.","1","0","0","2","0","Wheeler","","","10/20/1959","6/15/1960","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","95516","542","515","264","335","133","0","74222","2141","6625","2370","571","622"
"10980","11844","40855","1127687","ESB Bank","Caledonia","MN","55921","6/30/2019","11/18/2019","NM","115 North Highway 44/76","EITZEN INDEPENDENTS, INC.","3","0","0","2","1","Houston","29100","La Crosse-Onalaska, WI-MN","1/2/1909","1/1/1934","2/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","85297","2258","325","1219","3046","698","1766","26765","6773","6763","15608","6999","13080"
"16629","11230","918954","1051670","ESB Financial","Emporia","KS","66801","6/30/2019","11/18/2019","NM","8th And Merchant Streets","NAMYAW CORPORATION, INC.","4","0","0","4","1","Lyon","","","3/16/1901","10/1/1947","9/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","158198","2080","2274","2801","5092","13312","17247","26217","12345","23863","21894","19092","10021"
"1746","0","305433","0","Escambia County Bank","Flomaton","AL","36441","6/30/2019","11/18/2019","NM","2151 Ringold St","","1","0","0","5","1","Escambia","","","1/1/1924","1/1/1934","6/6/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","28131","135","5","32","200","2355","8030","2206","1547","2601","3417","4950","2040"
"58140","18006","3447820","4267427","Esquire Bank, National Association","Jericho","NY","11753","6/30/2019","11/18/2019","N","100 Jericho Quadrangle, # 10","ESQUIRE FINANCIAL HOLDINGS, INC.","2","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","10/12/2006","10/12/2006","3/1/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","514558","9528","2300","19828","16614","2007","1477","275672","37340","43755","85618","15597","4822"
"28262","1254","952677","3854268","ESSA Bank & Trust","Stroudsburg","PA","18360","6/30/2019","11/18/2019","SB","200 Palmer Street","ESSA BANCORP, INC.","23","0","0","4","0","Monroe","20700","East Stroudsburg, PA","1/1/1916","1/30/1947","12/4/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","","1339229","12938","23051","18754","30829","225748","319566","100394","26639","122935","170564","188853","80341"
"8675","12790","781028","3687046","Essex Bank","Richmond","VA","23233","6/30/2019","11/18/2019","SM","9954 Mayland Drive","COMMUNITY BANKERS TRUST CORPORATION","25","0","1","4","0","Henrico","40060","Richmond, VA","1/1/1926","1/1/1934","7/7/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.essexbank.com","1060787","8537","16687","40817","35157","30120","25823","300217","59294","98992","186195","235968","11935"
"17262","13145","961400","0","Essex Savings Bank","Essex","CT","6426","6/30/2019","11/18/2019","SB","35 Plains Road","","8","0","0","4","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","8/6/1851","10/2/1953","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","315382","1687","513","2394","4156","42489","135992","22291","1226","9990","15700","24366","53945"
"29268","3193","794475","0","Eureka Homestead","Metairie","LA","70005","6/30/2019","11/18/2019","SA","1922 Veterans Boulevard","","1","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1884","8/3/1935","7/8/2019","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","80986","77","102","194","505","10448","60991","231","127","269","0","2518","5520"
"28401","1520","587677","0","Eureka Savings Bank","La Salle","IL","61301","6/30/2019","11/18/2019","SB","250 Marquette Street","","4","0","0","5","0","La Salle","","","1/1/1885","3/16/1942","2/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","124840","775","4074","11853","4354","45514","42010","1882","1521","1731","2081","2381","2679"
"26799","15503","498531","0","EvaBank","Eva","AL","35621","6/30/2019","11/18/2019","NM","4113 Eva Road","","7","0","0","4","0","Morgan","19460","Decatur, AL","10/13/1986","10/13/1986","12/20/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","289426","3262","6340","8033","4886","39566","57504","26135","31188","14330","10788","24303","50434"
"6947","13454","292908","1401190","Evans Bank, National Association","Angola","NY","14006","6/30/2019","11/18/2019","N","8599 Erie Rd","EVANS BANCORP, INC.","16","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1920","1/1/1934","3/1/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://www.evansbank.com","1212699","2909","378","2644","10524","34296","126201","370177","22273","181078","286580","162857","1763"
"57109","16425","3029253","0","Everence Trust Company","Goshen","IN","46527","6/30/2019","11/18/2019","SA","1110 North Main Street","","1","0","0","7","0","Elkhart","21140","Elkhart-Goshen, IN","6/1/2001","6/1/2001","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"26444","12018","952172","0","Everett Co-operative Bank","Everett","MA","2149","6/30/2019","11/18/2019","SB","419 Broadway","","2","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","11/26/1985","4/5/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.everettbank.com","429284","7516","14241","1157","391","19328","161344","60643","41645","6180","6191","11091","98988"
"35230","0","2834759","3477425","Evergreen Bank Group","Oak Brook","IL","60523","6/30/2019","11/18/2019","NM","1515 W 22nd St, Suite 100w","BANCORP FINANCIAL, INC.","3","0","0","6","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/5/1999","10/5/1999","7/2/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.evergreenbankgroup.com","871846","2084","2807","5729","18813","1247","9215","147082","33497","159225","371835","119845","466"
"28914","2610","55970","0","Evergreen Federal Bank","Grants Pass","OR","97526","6/30/2019","11/18/2019","SA","969 S E Sixth Street","","5","0","0","4","0","Josephine","24420","Grants Pass, OR","6/1/1934","11/5/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","367513","2316","3529","317","6077","70644","49182","29455","8625","11122","30071","141036","14245"
"23404","0","427858","1129627","Evergreen National Bank","Evergreen","CO","80439","6/30/2019","11/18/2019","N","28145 Colorado Highway 74","EVERGREEN BANCORPORATION","4","0","0","4","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","4/15/1981","4/15/1981","9/20/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.enbcolorado.com","64731","1167","3392","2265","4882","3318","3621","11731","8340","9576","13337","2092","22"
"34010","0","2297998","3462494","EverTrust Bank","Pasadena","CA","91101","6/30/2019","11/18/2019","NM","2 N. Lake Ave., Suite 1030","O-BANK CO., LTD.","8","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/3/1995","5/3/1995","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","675229","6450","0","0","0","0","3739","537557","2928","32666","78545","10149","0"
"1299","13695","592448","1142411","Evolve Bank & Trust","West Memphis","AR","72301","6/30/2019","11/18/2019","SM","301 Shoppingway Boulevard","EVOLVE BANCORP, INC","19","0","1","4","0","Crittenden","32820","Memphis, TN-MS-AR","6/5/1925","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","www.getevolved.com","413157","41128","7922","23504","30204","2239","4481","99950","31490","66086","79484","22847","474"
"8468","0","507068","1025998","Exchange Bank","Santa Rosa","CA","95401","6/30/2019","11/18/2019","NM","545 Fourth Street","FRANK P. DOYLE TRUST, ARTICLE IX","20","0","0","4","0","Sonoma","42220","Santa Rosa, CA","5/1/1890","1/1/1934","3/2/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.exchangebank.com","1546198","3208","18770","32711","45075","44733","91321","413714","85283","241992","375939","168055","22580"
"160","12322","613839","1085862","Exchange Bank","Milledgeville","GA","31061","6/30/2019","11/18/2019","NM","250 West Hancock Street","EXCHANGE BANKSHARES, INC.","5","0","0","4","0","Baldwin","","","6/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","153771","3674","7145","8350","7858","7782","5562","19073","30039","26509","19556","8556","7051"
"1435","13868","492650","1061893","Exchange Bank","Gibbon","NE","68840","6/30/2019","11/18/2019","NM","14 La Barre","EXCHANGE COMPANY","8","0","1","4","1","Buffalo","","","1/1/1930","1/1/1934","10/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","https://www.eb-us.com","671904","4202","11961","27233","43451","15754","3515","130783","55130","138588","172856","39833","24252"
"4619","14175","144052","1054000","Exchange Bank & Trust","Atchison","KS","66002","6/30/2019","11/18/2019","NM","600 Commercial Street","EXCHANGE BANKSHARES CORPORATION OF KANSAS","9","0","1","2","0","Atchison","","","1/1/1856","1/1/1934","2/21/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","287473","2870","10239","26322","25710","1684","0","21334","35469","42640","76652","27199","16875"
"13366","0","456755","1064175","Exchange Bank and Trust Company","Perry","OK","73077","6/30/2019","11/18/2019","SM","523 Delaware Street","PERRY BANCSHARES, INC.","3","0","0","4","1","Noble","","","2/20/1896","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.easybanking.net","192670","9766","16724","5286","4608","8165","14175","30342","23473","13981","23050","10374","27840"
"10528","11399","985451","1106525","Exchange Bank and Trust Company, Natchitoches, Louisiana","Natchitoches","LA","71457","6/30/2019","11/18/2019","NM","700 Front Street","EXCHANGE BANCSHARES, INC.","3","0","0","5","1","Natchitoches","","","9/28/1892","1/1/1934","1/25/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.exchange-bank.com","64652","1217","4317","9709","16567","541","175","9615","4984","5683","10234","851","63"
"1616","0","686459","1249495","Exchange Bank of Missouri","Fayette","MO","65248","6/30/2019","11/18/2019","SM","101 South Church Street","NORTHERN MISSOURI BANCSHARES, INC.","5","0","0","2","0","Howard","17860","Columbia, MO","11/19/1927","1/1/1934","11/16/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.ebmo.com","174121","2561","9433","7385","1330","230","836","14692","54689","14168","9582","12900","46037"
"8274","0","2747466","1097173","Exchange Bank of Northeast Missouri","Kahoka","MO","63445","6/30/2019","11/18/2019","SM","268 North Johnson Street","LINCOLN COUNTY BANCORP, INC.","6","0","0","2","1","Clark","","","9/8/1903","1/1/1934","4/20/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","109314","991","4655","7496","5073","84","233","9056","21455","9222","8620","11344","30211"
"18838","11764","787141","3403732","Exchange State Bank","Adair","IA","50002","6/30/2019","11/18/2019","SM","322 Audubon","EXCHANGE FINANCIAL, INC.","1","0","0","2","1","Adair","","","1/1/1879","7/18/1963","7/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","20090","104","255","855","1389","472","0","4605","2378","4882","3275","695","1179"
"12402","13579","769334","1204430","Exchange State Bank","Lanark","IL","61046","6/30/2019","11/18/2019","NM","126 North Broad Street","LANARK BANCSHARES, INC.","1","0","0","2","1","Carroll","","","4/6/1878","1/1/1934","2/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","42112","214","606","1309","2154","1078","0","14750","2651","7143","8117","3417","279"
"15064","11978","618544","2668468","Exchange State Bank","Carsonville","MI","48419","6/30/2019","11/18/2019","NM","3992 Chandler Street","EXCHANGE STATE BANK CORP.","6","0","0","2","0","Sanilac","","","6/1/1901","3/23/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","102674","838","2942","5148","9451","86","285","6191","14343","35270","27165","505","350"
"10132","9819","805045","1247905","Exchange State Bank","Collins","IA","50055","6/30/2019","11/18/2019","NM","104 Main Street","MID AMERICA BANKS, INC.","3","0","0","2","1","Story","11180","Ames, IA","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","98746","558","1284","6011","7742","598","0","10777","25279","16406","23079","4640","2372"
"20711","11264","1002430","1082731","Executive National Bank","Miami","FL","33176","6/30/2019","11/18/2019","N","9600 North Kendall Drive","EXECUTIVE BANKING CORPORATION","3","0","0","4","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","6/7/1972","6/7/1972","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","383385","2912","9485","14539","27960","32258","1387","100157","1418","16234","30879","142779","1326"
"5551","0","537560","1104923","Extraco Banks, National Association","Temple","TX","76501","6/30/2019","11/18/2019","N","18-20 South Main Street","EXTRACO CORPORATION","17","0","0","4","1","Bell","28660","Killeen-Temple, TX","9/20/1933","1/1/1934","8/22/2015","Stock","0","1","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","www.extracobanks.com","999239","16561","16824","37209","50641","144764","14910","133943","54778","96461","158200","267014","7294"
