cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnreres,LNRERSFM,LNRERSF2,lnreloc,LNRERSF1
"23620","14280","193809","5164989","Dedham Institution for Savings","Dedham","MA","2026","6/30/2019","11/18/2019","SB","55 Elm Street","1831 BANCORP MHC","14","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","3/19/1831","1/2/1982","2/23/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.dedhamsavings.com","678439","628640","5669","44130","337813"
"26588","0","513322","2798440","Dedicated Community Bank","Darlington","SC","29532","6/30/2019","11/18/2019","NM","202 Cashua Street","DARLINGTON COUNTY BANCSHARES, INC.","2","0","0","4","0","Darlington","22500","Florence, SC","3/10/1986","3/10/1986","2/12/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","14564","12499","281","1784","217"
"5123","12699","314257","2499082","Deerwood Bank","Waite Park","MN","56387","6/30/2019","11/18/2019","NM","131 6th Ave South, # 100","DEERWOOD BANCSHARES, INC.","13","0","0","4","0","Stearns","41060","St. Cloud, MN","3/21/1910","1/1/1934","4/28/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","172445","83978","20006","68461","5571"
"17450","0","902645","1416475","Defiance State Bank","Defiance","IA","51527","6/30/2019","11/18/2019","NM","201 Main Ave.","UNION BANCORPORATION","2","0","0","2","1","Shelby","","","9/1/1951","6/8/1955","3/5/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","2658","2658","0","0","0"
"29066","2853","705378","4097969","Del Norte Bank","Del Norte","CO","81132","6/30/2019","11/18/2019","SA","705 Grand Avenue","DEL NORTE M.H.C.","2","0","0","2","0","Rio Grande","","","1/1/1921","10/7/1935","7/21/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.truelocalbank.com","25301","24540","761","0","12575"
"26564","10035","975256","1109571","Delta Bank","Vidalia","LA","71373","6/30/2019","11/18/2019","NM","1617 Carter Street","CENTRAL LOUISIANA CAPITAL CORPORATION","5","0","1","2","1","Concordia","","","1/10/1986","1/10/1986","6/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","64832","57563","1268","6001","1501"
"26633","0","65513","1135468","Delta National Bank and Trust Company","New York","NY","10019","6/30/2019","11/18/2019","N","650 5th Avenue, 26th Floor","DELTA INVESTMENT COMPANY (CAYMAN)","2","0","1","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/17/1986","3/17/1986","4/20/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.deltabank.net","0","0","0","0","0"
"15883","13950","539340","1130164","DeMotte State Bank","Demotte","IN","46310","6/30/2019","11/18/2019","SM","210 South Halleck Street","DEMOTTE BANCORP","12","0","0","2","0","Jasper","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/2/1942","3/2/1942","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","62362","51108","7261","3993","25546"
"26530","0","571265","1989241","Denali State Bank","Fairbanks","AK","99701","6/30/2019","11/18/2019","NM","119 North Cushman Street","DENALI BANCORPORATION, INC.","5","0","0","4","0","Fairbanks North St","21820","Fairbanks, AK","2/3/1986","2/3/1986","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","www.denalistatebank.com","32310","21396","1746","9168","6645"
"13240","11945","222446","1209789","Denmark State Bank","Denmark","WI","54208","6/30/2019","11/18/2019","NM","103 Main Street","DENMARK BANCSHARES, INC.","7","0","0","2","0","Brown","24580","Green Bay, WI","3/21/1909","1/1/1934","5/12/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.denmarkstate.com","61029","50481","1576","8972","5154"
"12857","13743","220844","1210468","Denver Savings Bank","Denver","IA","50622","6/30/2019","11/18/2019","NM","121 South State Street","PSB CORPORATION","2","0","0","4","0","Bremer","47940","Waterloo-Cedar Falls, IA","1/1/1902","1/1/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","29296","27746","938","612","14750"
"58180","0","3382547","1951350","Department Stores National Bank","Sioux Falls","SD","57104","6/30/2019","11/18/2019","N","701 E 60th St N","CITIGROUP INC.","1","0","0","7","0","Minnehaha","43620","Sioux Falls, SD","10/24/2005","10/24/2005","9/8/2019","Stock","7213","0","OCC","DIF","Kansas City","WASHINGTON","Sioux Falls","Minneapolis","Western","West","0","0","","0","0","0","0","0"
"33565","9702","1940747","3196801","Desjardins Bank, National Association","Hallandale","FL","33009","6/30/2019","11/18/2019","N","1001 E Hallandale Beach Blvd","DESJARDINS GROUP, THE","4","0","0","5","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","2/28/1992","2/28/1992","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","145861","128977","0","16884","105842"
"623","0","214807","1242423","Deutsche Bank Trust Company Americas","New York","NY","10005","6/30/2019","11/18/2019","SM","60 Wall Street","DEUTSCHE BANK AKTIENGESELLSCHAFT","4","14","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/30/1903","1/1/1934","5/5/2016","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","http://www.db.com","2495000","2013000","23000","459000","2001000"
"26392","0","304913","1242423","Deutsche Bank Trust Company Delaware","Wilmington","DE","19805","6/30/2019","11/18/2019","NM","1011 Centre Road, Suite 200","DEUTSCHE BANK AKTIENGESELLSCHAFT","1","0","0","8","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1985","10/7/1985","6/27/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","http://www.db.com","0","0","0","0","0"
"16249","0","347639","1131602","Devon Bank","Chicago","IL","60645","6/30/2019","11/18/2019","NM","6445 North Western Avenue","DEVON BANCORP, INC.","8","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/15/1945","9/15/1945","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.DevonBank.com","50204","37090","8185","4929","3158"
"10803","0","846132","1201390","Dewey Bank","Dewey","IL","61840","6/30/2019","11/18/2019","NM","2994 County Road 900 East","ARTHUR R. MURRAY, INC.","1","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1902","1/1/1934","4/28/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.deweybank.com","865","865","0","0","0"
"14705","10949","668147","1205576","DeWitt Bank & Trust Co.","Dewitt","IA","52742","6/30/2019","11/18/2019","NM","815 Sixth Avenue","DE WITT BANCORP, INC.","2","0","0","2","1","Clinton","","","6/15/1933","8/27/1934","1/26/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","17009","14903","1647","459","6994"
"1527","14755","27847","1491333","Diamond Bank","Murfreesboro","AR","71958","6/30/2019","11/18/2019","SM","319 East Main Street","BAINUM BANCORP","16","0","1","2","1","Pike","","","12/16/1904","1/1/1934","12/11/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","119735","114677","4241","817","77010"
"3787","14052","771140","1842355","Dieterich Bank","Dieterich","IL","62424","6/30/2019","11/18/2019","SM","101 South Main Street","PRIME BANC CORP.","9","0","0","4","0","Effingham","","","1/1/1909","1/1/1934","7/9/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.dieterichbank.com","79470","70029","5309","4132","3956"
"1490","0","575656","0","Dilley State Bank","Dilley","TX","78017","6/30/2019","11/18/2019","NM","731 W. Leona","","1","0","0","2","0","Frio","","","2/2/1907","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","228","228","0","0","151"
"18200","8347","311603","0","Dime Bank","Norwich","CT","6360","6/30/2019","11/18/2019","SB","290 Salem Turnpike","","12","0","1","4","0","New London","35980","Norwich-New London, CT","1/1/1869","7/1/1960","12/31/2011","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","328480","300525","12789","15166","219225"
"16012","13383","924405","2487650","Dime Community Bank","Brooklyn","NY","11249","6/30/2019","11/18/2019","NM","149 Kent Avenue","DIME COMMUNITY BANCSHARES, INC.","29","0","0","4","0","Kings","35620","New York-Newark-Jersey City, NY-NJ-PA","6/1/1864","7/1/1943","4/25/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.dime.com","120885","116577","2458","1850","104133"
"5649","0","30810","3846375","Discover Bank","Greenwood","DE","19950","6/30/2019","11/18/2019","NM","502 E. Market Street","DISCOVER FINANCIAL SERVICES","2","0","0","3","0","Sussex","41540","Salisbury, MD-DE","8/30/1911","1/1/1934","5/15/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.discover.com","993865","147409","846456","0","0"
"9668","13993","724548","0","Dixon Bank","Dixon","KY","42409","6/30/2019","11/18/2019","NM","42 Us Highway 41-A South","","1","0","0","7","0","Webster","","","1/1/1895","1/1/1934","7/31/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","3369","3328","41","0","0"
"14769","10002","56548","1135628","DMB Community Bank","De Forest","WI","53532","6/30/2019","11/18/2019","NM","321 North Main Street","DMB CORPORATION, INC.","1","0","0","4","0","Dane","31540","Madison, WI","6/29/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","105054","92278","1938","10838","45019"
"7464","14199","71318","1117455","DNB First, National Association","Downingtown","PA","19335","6/30/2019","11/18/2019","N","4 Brandywine Avenue","DNB FINANCIAL CORPORATION","15","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1861","1/1/1934","10/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","https://www.dnbfirst.com/","288130","234072","9045","45013","138980"
"3977","0","401559","2359962","DNB NATIONAL BANK","Clear Lake","SD","57226","6/30/2019","11/18/2019","N","305 4th St W","DCNB HOLDING COMPANY","2","0","0","2","1","Deuel","","","1/1/1926","1/1/1934","8/26/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","5764","5279","172","313","2708"
"32245","8043","961624","5218097","Dollar Bank, Federal Savings Bank","Pittsburgh","PA","15222","6/30/2019","11/18/2019","SA","340 Fourth Ave","DOLLAR MUTUAL BANCORP","74","0","1","5","0","Allegheny","38300","Pittsburgh, PA","9/21/1984","9/21/1984","12/3/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","0","WWW.DOLLAR.BANK","5132435","4651311","136905","344219","1434484"
"11934","0","404653","5307638","Dominion Bank","Grapeland","TX","75844","6/30/2019","11/18/2019","NM","122 South Main St","DOMINION BANCSHARES, INC.","2","0","0","7","0","Houston","","","8/1/1911","1/1/1934","4/23/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","8756","8756","0","0","8650"
"57230","0","3049635","3049626","Douglas National Bank","Douglas","GA","31533","6/30/2019","11/18/2019","N","211 East Ward Street","DNB FINANCIAL SERVICES, INC.","1","0","0","4","1","Coffee","","","11/19/2001","11/19/2001","7/26/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","38679","33661","2342","2676","3892"
"57336","0","3090833","3090842","Drake Bank","Saint Paul","MN","55107","6/30/2019","11/18/2019","NM","60 Plato Blvd, # 100","PLATO HOLDINGS, INC.","1","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/1/2002","5/1/2002","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","30595","23866","1924","4805","12862"
"32737","12643","1436071","1493579","Drummond Community Bank","Chiefland","FL","32626","6/30/2019","11/18/2019","NM","1627 North Young Boulevard","DRUMMOND BANKING COMPANY","18","0","0","4","0","Levy","23540","Gainesville, FL","1/12/1990","1/12/1990","1/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.drummondbank.com","111973","107674","1171","3128","50419"
"34331","0","2502825","0","DSRM National Bank","Albuquerque","NM","87109","6/30/2019","11/18/2019","N","5600 Wyoming Blvd, N.E, # 27","","1","0","0","7","0","Bernalillo","10740","Albuquerque, NM","10/1/1996","10/1/1996","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","0","","0","0","0","0","0"
"10804","13759","823142","1099748","Du Quoin State Bank","Du Quoin","IL","62832","6/30/2019","11/18/2019","SM","15 East Main Street","PERRY COUNTY BANCORP INC.","3","0","0","7","1","Perry","","","4/17/1915","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.duquoinstatebank.com","15934","15334","600","0","3089"
"15219","9365","642549","1206546","Dubuque Bank and Trust Company","Dubuque","IA","52001","6/30/2019","11/18/2019","NM","1398 Central Avenue","HEARTLAND FINANCIAL USA, INC.","8","0","0","4","0","Dubuque","20220","Dubuque, IA","7/3/1935","7/3/1935","11/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.dubuquebank.com","114563","98997","2172","13394","36074"
"10643","53307","397559","2332620","Dundee Bank","Omaha","NE","68132","6/30/2019","11/18/2019","NM","5015 Underwood Avenue","MACKEY BANCO, INC.","2","0","0","4","1","Douglas","36540","Omaha-Council Bluffs, NE-IA","2/5/1915","1/1/1934","12/17/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","66908","55354","7321","4233","25954"
"17713","13470","537038","1492198","Durand State Bank","Durand","IL","61024","6/30/2019","11/18/2019","NM","1005 Cameron Drive","DURAND BANCORP, INC.","2","0","0","2","0","Winnebago","40420","Rockford, IL","2/1/1957","2/1/1957","6/30/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.durandstatebank.com","16238","14379","539","1320","848"
"15336","0","101439","2388663","Durden Banking Company, Incorporated","Twin City","GA","30471","6/30/2019","11/18/2019","NM","111 North Railroad Avenue","DURDEN BANKSHARES, INC.","4","0","0","8","1","Emanuel","","","1/1/1934","1/15/1936","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.durdenbc.com","51959","50343","1295","321","974"
"17441","0","602842","1130717","Dysart State Bank","Dysart","IA","52224","6/30/2019","11/18/2019","NM","301 Main Street","DYSART BANCSHARES, INC.","1","0","0","2","1","Tama","","","1/1/1934","5/31/1955","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","2451","2451","0","0","2450"
"30746","5848","370271","3412583","E*TRADE Bank","Arlington","VA","22203","6/30/2019","11/18/2019","SA","671 N. Glebe Rd., 16th Fl.","E*TRADE FINANCIAL CORPORATION","1","0","0","5","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/1/1933","6/23/1955","11/30/2012","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.etrade.com","1669787","937842","125414","606531","791278"
"58119","18000","3441677","3412583","E*TRADE Savings Bank","Arlington","VA","22203","6/30/2019","11/18/2019","SA","671 North Glebe Road","E*TRADE FINANCIAL CORPORATION","2","0","1","9","0","Arlington","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","5/1/2006","5/1/2006","4/9/2018","Stock","30746","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","0","www.etrade.com","29381","29381","0","0","19082"
"8824","16146","1000959","2565950","Eagle Bank","Glenwood","MN","56334","6/30/2019","11/18/2019","NM","2 South Franklin Street","EAGLE INVESTMENT COMPANY, INC.","5","0","0","2","1","Pope","","","1/4/1908","1/1/1934","7/26/2014","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.eaglebankmn.com","26365","20026","2241","4098","0"
"58282","0","3346633","3346624","Eagle Bank","Polson","MT","59860","6/30/2019","11/18/2019","NM","80 Heritage Lane","SALISH AND KOOTENAI BANCORPORATION","1","0","0","4","0","Lake","","","7/25/2006","7/25/2006","9/10/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","8941","7933","324","684","0"
"90191","8478","197302","0","Eagle Bank","Everett","MA","2149","6/30/2019","11/18/2019","SB","350 Broadway","","4","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/1/1889","7/1/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","137827","131561","126","6140","81024"
"3873","0","453446","1100046","Eagle Bank and Trust Company","Little Rock","AR","72211","6/30/2019","11/18/2019","SM","650 S Shackleford Rd Suite 1","STATE HOLDING COMPANY","13","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","1/1/1919","1/1/1934","2/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","110255","100947","1738","7570","11356"
"57477","0","3133570","3133561","Eagle Community Bank","Maple Grove","MN","55369","6/30/2019","11/18/2019","NM","9600 Upland Lane North","EAGLE COMMUNITY BANCSHARES, INC.","1","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/12/2002","12/12/2002","2/29/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.eaglecommunitybank.com","6629","4491","799","1339","1289"
"30439","5337","278872","5112542","Eagle Savings Bank","Cincinnati","OH","45248","6/30/2019","11/18/2019","SA","6415 Bridgetown Road","EAGLE FINANCIAL BANCORP INC","3","0","0","5","0","Hamilton","17140","Cincinnati, OH-KY-IN","1/1/1882","9/12/1956","7/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","89083","77471","1266","10346","29619"
"21809","0","252256","4465885","Eagle State Bank","Eagle","NE","68347","6/30/2019","11/18/2019","NM","600 South Fourth Street","EAGLE BANCSHARES, INC.","1","0","0","4","1","Cass","36540","Omaha-Council Bluffs, NE-IA","11/1/1974","11/1/1974","5/6/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","4888","4888","0","0","1933"
"34742","0","2652092","2652104","EagleBank","Bethesda","MD","20814","6/30/2019","11/18/2019","SM","7815 Woodmont Avenue","EAGLE BANCORP, INC.","21","0","1","4","0","Montgomery","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","7/20/1998","7/20/1998","3/21/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.eaglebankcorp.com","462249","337681","14364","110204","10627"
