cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,scage,idscas,scaot,scspn,scfmn,scgnm,sccol,SCCPTG,SCCMOG
"13955","9201","480853","1135280","McKenzie Banking Company","Mc Kenzie","TN","38201","6/30/2019","11/18/2019","NM","676 North Main Street","PROGRESSIVE FINANCIAL SERVICES, INC.","9","0","0","8","0","Carroll","","","2/28/1934","2/28/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","0","0","","","0","","0","0","0"
"6803","0","20633","2913083","MCNB Bank and Trust Co.","Welch","WV","24801","6/30/2019","11/18/2019","NM","75 Wyoming Street","MCNB BANKS, INC.","8","0","1","4","0","Mcdowell","","","7/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","33138","3371","","","17661","","12106","0","0"
"28186","1090","757779","0","MCS Bank","Lewistown","PA","17044","6/30/2019","11/18/2019","SB","19 North Brown Street","","6","0","0","4","0","Mifflin","","","1/1/1923","5/21/1956","12/11/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","11416","7372","","","1767","","2277","0","0"
"25173","8785","776547","1100309","Meade County Bank","Brandenburg","KY","40108","6/30/2019","11/18/2019","NM","2175 Bypass Road","MEADE BANCORP, INC.","4","0","0","4","0","Meade","21060","Elizabethtown-Fort Knox, KY","6/7/1984","6/7/1984","1/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","www.meadecountybank.com","21223","0","","","10501","0","669","3978","6075"
"58722","0","3719648","0","Meadows Bank","Las Vegas","NV","89148","6/30/2019","11/18/2019","NM","8912 Spanish Ridge Ave, # 10","","6","0","1","4","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","3/26/2008","3/26/2008","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","16828","1497","","","3968","","8441","2922","0"
"12266","13322","332224","2807810","Mechanics & Farmers Bank","Durham","NC","27701","6/30/2019","11/18/2019","NM","116 West Parrish Street","M&F BANCORP, INC.","8","0","0","4","0","Durham","20500","Durham-Chapel Hill, NC","3/1/1908","1/1/1934","9/30/2010","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","47883","18207","","","29676","","0","0","0"
"12206","15924","752644","3165106","Mechanics Bank","Water Valley","MS","38965","6/30/2019","11/18/2019","NM","319 North Main Street","MECHANICS BANC HOLDING COMPANY","6","0","0","4","0","Yalobusha","","","1/1/1892","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","http://www.mechanicsbankms.com","20502","5068","","","6331","2299","6096","202","506"
"1768","12587","936462","4759650","Mechanics Bank","Walnut Creek","CA","94596","6/30/2019","11/18/2019","NM","1111 Civic Drive","2011 TCRT","46","0","1","4","0","Contra Costa","41860","San Francisco-Oakland-Hayward, CA","1/1/1905","1/1/1934","8/30/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","0","www.mechanicsbank.com","489776","115041","","","353342","4749","0","16644","0"
"29011","2762","943675","2395326","Mechanics Bank","Mansfield","OH","44902","6/30/2019","11/18/2019","NM","2 South Main Street","MECHANICS FINANCIAL CORPORATION","9","0","0","5","0","Richland","31900","Mansfield, OH","1/1/1886","9/2/1959","1/1/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","48657","37576","","","11081","","0","0","0"
"26634","0","183770","4262347","Mechanics Cooperative Bank","Taunton","MA","2780","6/30/2019","11/18/2019","SB","316 Broadway","MECHANICS BANCORP, MHC","10","0","0","4","0","Bristol","39300","Providence-Warwick, RI-MA","1/1/1877","4/17/1986","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","46642","9412","","","6225","","24806","1561","4638"
"17476","14626","548203","4902643","Mechanics' Savings Bank","Auburn","ME","4210","6/30/2019","11/18/2019","SB","100 Minot Avenue","MAINE COMMUNITY BANCORP, MHC","4","0","0","4","0","Androscoggin","30340","Lewiston-Auburn, ME","2/16/1875","7/28/1955","10/5/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","31807","4505","","","25291","","0","998","1013"
"57449","0","3228908","0","Medallion Bank","Salt Lake City","UT","84121","6/30/2019","11/18/2019","NM","1100 E 6600 South, # 510","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","12/22/2003","12/22/2003","9/26/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","31539","0","","","11632","1344","0","18563","0"
"15772","0","826648","2291398","Mediapolis Savings Bank","Mediapolis","IA","52637","6/30/2019","11/18/2019","NM","605 Main Street","MEDIAPOLIS BANCORPORATION","3","0","0","2","1","Des Moines","","","9/16/1940","9/16/1940","7/3/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","5992","5992","","","0","","0","0","0"
"58401","0","3690635","0","Mega Bank","San Gabriel","CA","91776","6/30/2019","11/18/2019","NM","245 West Valley Boulevard","","5","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","2/5/2008","2/5/2008","2/15/2013","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","38853","25382","","","11948","","1523","0","0"
"26511","0","338178","4647887","Melrose Bank","Melrose","MA","2176","6/30/2019","11/18/2019","SB","638 Main Street","MELROSE BANCORP, INC.","1","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","1/21/1986","6/7/2018","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","4319","4319","","","0","","0","0","0"
"256","0","764441","1205428","Melvin Savings Bank","Melvin","IA","51350","6/30/2019","11/18/2019","NM","260 Main Street","BENZ HOLDING COMPANY","2","0","0","2","1","Osceola","","","1/1/1912","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","www.melvinsavingsbank.com","8329","7532","","","615","26","156","0","0"
"57470","17944","3219269","0","Members Trust Company","Tampa","FL","33637","6/30/2019","11/18/2019","SA","14025 Riveredge Drive, # 280","","3","0","1","5","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","10/30/2003","10/30/2003","7/1/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","0","www.memberstrust.com","25746","492","","","95","5","23917","0","1237"
"3336","0","375650","2291295","Menard  Bank","Menard","TX","76859","6/30/2019","11/18/2019","SM","201 Ellis Street","MENARD BANCSHARES, INC.","1","0","0","2","1","Menard","","","1/1/1919","1/1/1934","12/30/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","3801","3801","","","0","","0","0","0"
"9003","0","413851","1126831","Menno State Bank","Menno","SD","57045","6/30/2019","11/18/2019","NM","105 South Fifth Street","MENNO HOLDING COMPANY","1","0","0","2","0","Hutchinson","","","1/1/1901","1/1/1934","6/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","3609","501","","","3108","","0","0","0"
"19200","10542","215354","1097137","Meramec Valley Bank","Valley Park","MO","63088","6/30/2019","11/18/2019","NM","35 Marshall Road","VALLEY BANCSHARES, INC.","2","0","0","4","1","Saint Louis","41180","St. Louis, MO-IL","1/1/1918","8/6/1964","8/4/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","6609","5291","","","1318","","0","0","0"
"34598","0","2608754","2608763","Mercantile Bank of Michigan","Grand Rapids","MI","49504","6/30/2019","11/18/2019","NM","310 Leonard Street Nw","MERCANTILE BANK CORPORATION","48","0","0","4","0","Kent","24340","Grand Rapids-Wyoming, MI","12/15/1997","12/15/1997","5/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","www.mercbank.com","246397","200710","","","39357","3018","3312","0","0"
"445","9674","866121","1247183","Mercer County State Bank","Sandy Lake","PA","16145","6/30/2019","11/18/2019","NM","3279 South Main Street","MERCER COUNTY STATE BANCORP, INC.","12","0","0","4","0","Mercer","49660","Youngstown-Warren-Boardman, OH-PA","6/20/1911","1/1/1934","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","85666","8743","","","51338","","23565","0","2020"
"30084","4715","661072","0","Mercer Savings Bank","Celina","OH","45822","6/30/2019","11/18/2019","SA","1100 Irmscher Blvd","","4","0","0","5","0","Mercer","","","1/1/1888","4/18/1940","1/4/2012","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","www.mercersavings.com","2929","999","","","1690","240","0","0","0"
"11446","0","837840","1995523","Merchants & Farmers Bank","Holly Springs","MS","38635","6/30/2019","11/18/2019","NM","650 Highway 7 South","M & F BANCORP, INC.","5","0","0","8","1","Marshall","32820","Memphis, TN-MS-AR","3/15/1899","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","","18402","2515","","","15596","","291","0","0"
"9319","0","136338","1084203","Merchants & Farmers Bank & Trust Company","Leesville","LA","71446","6/30/2019","11/18/2019","NM","501 South Fifth Street","MERCHANTS & FARMERS BANCSHARES, INC.","8","0","0","4","0","Vernon","","","1/1/1928","1/1/1934","7/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Atlanta","Southern","Western","0","1","","90605","5782","","","24754","","53132","0","6937"
"855","0","376237","2111432","Merchants & Farmers Bank of Greene County, Alabama","Eutaw","AL","35462","6/30/2019","11/18/2019","NM","251 Prairie Avenue","MERCHANTS AND FARMERS BANCSHARES, INC.","2","0","0","4","1","Greene","46220","Tuscaloosa, AL","1/1/1900","1/1/1934","1/1/2018","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","6211","181","","","5569","","461","0","0"
"12203","0","94139","3696093","Merchants & Marine Bank","Pascagoula","MS","39567","6/30/2019","11/18/2019","NM","3118 Pascagoula Street","MERCHANTS & MARINE BANCORP, INC.","13","0","1","4","0","Jackson","25060","Gulfport-Biloxi-Pascagoula, MS","1/11/1932","1/1/1934","6/12/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","113370","53103","","","60267","","0","0","0"
"16464","13826","99143","3394429","Merchants & Planters' Bank","Newport","AR","72112","6/30/2019","11/18/2019","NM","Second And Hazel Streets","M&P COMMUNITY BANCSHARES, INC. 401(K) EMPLOYEE STOCK OWNERSHIP PLAN","12","0","0","2","0","Jackson","","","8/6/1946","8/6/1946","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","14852","8643","","","3505","","2704","0","0"
"8735","15744","644842","1099506","Merchants and Farmers Bank","Dumas","AR","71639","6/30/2019","11/18/2019","NM","500 Highway 65 South","M & F FINANCIAL CORPORATION","3","0","0","2","0","Desha","","","5/10/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","3103","500","","","825","","1709","69","0"
"20040","15386","1008432","2022734","Merchants and Manufacturers Bank","Joliet","IL","60432","6/30/2019","11/18/2019","NM","601 East Cass Street","MERCHANTS AND MANUFACTURERS BANK CORPORATION","5","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/24/1969","9/24/1969","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","7970","1544","","","224","","2031","3278","893"
"327","12538","579636","0","Merchants and Planters Bank","Raymond","MS","39154","6/30/2019","11/18/2019","NM","308 Raymond Square","","5","0","0","4","0","Hinds","27140","Jackson, MS","2/1/1906","1/1/1934","8/21/2012","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","17858","5350","","","5867","","947","5694","0"
"8943","0","700458","1142206","Merchants Bank","Rugby","ND","58368","6/30/2019","11/18/2019","NM","210 Main Avenue S.","MERCHANTS HOLDING COMPANY","5","0","1","2","0","Pierce","","","8/4/1897","1/1/1934","2/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","1890","0","","","572","","0","0","1318"
"46","0","113937","1082955","Merchants Bank of Alabama","Cullman","AL","35055","6/30/2019","11/18/2019","NM","900 Second Avenue, Sw","MERCHANTS FINANCIAL SERVICES, INC.","5","0","0","4","0","Cullman","","","1/1/1907","1/1/1934","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","51452","16038","","","32719","","2695","0","0"
"7391","15326","935111","2298904","Merchants Bank of Bangor","Bangor","PA","18013","6/30/2019","11/18/2019","SM","25 Broadway","MNB CORPORATION","9","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","10/8/1890","1/1/1934","6/28/2008","Stock","0","1","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","94252","35268","","","31902","","16461","5661","4960"
"24074","0","933863","1030040","Merchants Bank of Commerce","Redding","CA","96002","6/30/2019","11/18/2019","NM","1951 Churn Creek Road","BANK OF COMMERCE HOLDINGS","13","0","0","4","0","Shasta","39820","Redding, CA","10/22/1982","10/22/1982","5/20/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","www.mboc.com","193475","44837","","","37844","548","86200","3170","20876"
"8056","0","963945","3530786","Merchants Bank of Indiana","Carmel","IN","46032","6/30/2019","11/18/2019","NM","11555 N Meridian St, # 400","MERCHANTS BANCORP","5","0","0","4","0","Hamilton","26900","Indianapolis-Carmel-Anderson, IN","6/23/1923","1/1/1934","9/12/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","http://www.merchantsbankofindiana.com","234151","208867","","","0","25284","0","0","0"
"8866","13801","779351","1128769","Merchants Bank, National Association","Winona","MN","55987","6/30/2019","11/18/2019","N","100-106 East Third Street","MERCHANTS FINANCIAL GROUP, INC.","23","0","1","4","0","Winona","","","1/1/1875","1/1/1934","2/14/2014","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.merchantsbank.com","129490","0","","","86494","66","16700","16508","9722"
"58184","0","3487433","0","Merchants Commercial Bank","St Thomas","VI","802","6/30/2019","11/18/2019","NM","4608 Tutu Park Mall","","0","0","0","7","0","Saint Thomas","","","10/30/2006","10/30/2006","3/27/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","San Juan","New York","Northeastern","Southeast","2","1","","107936","35639","","","27164","","38672","0","6461"
"1125","0","289757","1363908","Merchants State Bank","Freeman","SD","57029","6/30/2019","11/18/2019","SM","305 S. Main St","H & W HOLDING COMPANY","4","0","0","2","1","Hutchinson","","","8/8/1899","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","9254","460","","","2838","","2701","3255","0"
"17180","7994","576608","4436559","Meredith Village Savings Bank","Meredith","NH","3253","6/30/2019","11/18/2019","SB","24 State Route 25","NEW HAMPSHIRE MUTUAL BANCORP","16","0","0","4","0","Belknap","","","1/1/1869","1/28/1953","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mvsb.com","63206","4013","","","57101","0","0","2092","0"
"57777","0","3271799","5033580","Meridian Bank","Paoli","PA","19301","6/30/2019","11/18/2019","NM","1776 E. Lancaster Avenue","MERIDIAN CORPORATION","6","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/8/2004","7/8/2004","5/13/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","40174","0","","","10743","","25992","1939","1500"
"15270","0","290838","5335378","Merit Bank","Valley Head","AL","35989","6/30/2019","11/18/2019","NM","85 Winston Dr","MERIT HOLDINGS LLC","3","0","0","7","0","De Kalb","","","8/12/1935","8/21/1935","7/2/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","4803","4803","","","0","","0","0","0"
"34519","0","2615190","0","Merrick Bank","South Jordan","UT","84095","6/30/2019","11/18/2019","NM","10705 S Jordan Gateway, # 20","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","9/22/1997","9/22/1997","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.merrickbank.com","57678","0","","","9472","48206","0","0","0"
"17960","13444","74403","4436559","Merrimack County Savings Bank","Concord","NH","3301","6/30/2019","11/18/2019","SB","89 North Main Street","NEW HAMPSHIRE MUTUAL BANCORP","9","0","0","4","0","Merrimack","","","1/1/1867","1/22/1959","1/1/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.mcsbnh.com","81091","17411","","","63680","0","0","0","0"
