cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,uc,ucloc,uccrcd,uccomre,uccomres,uccomreu,ucsc,ucother,ucover1,sclent,othoffbs,partconv,partacqu
"8268","0","743950","0","Farmers Bank of Lohman, Missouri","Jefferson City","MO","65109","6/30/2019","11/18/2019","NM","103 Lomo Drive","","2","0","0","7","0","Cole","27620","Jefferson City, MO","2/23/1909","1/1/1934","6/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","1550","32","0","1005","1005","0","","513","380","0","0","",""
"4539","0","303952","1249495","Farmers Bank of Northern Missouri","Unionville","MO","63565","6/30/2019","11/18/2019","SM","1604 Main Street","NORTHERN MISSOURI BANCSHARES, INC.","8","0","1","2","0","Putnam","","","6/1/1901","1/1/1934","1/30/2016","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.onlinefarmersbank.com","36504","0","0","1309","1309","0","0","35195","0","0","0","",""
"34711","9008","19972","0","Farmers Building and Savings Bank","Rochester","PA","15074","6/30/2019","11/18/2019","SB","290 West Park","","1","0","0","8","0","Beaver","38300","Pittsburgh, PA","6/30/1894","12/9/1997","5/3/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","2142","0","0","2142","2142","0","","0","0","0","0","",""
"10514","14380","449841","2753869","Farmers Deposit Bank of Middleburg, Inc.","Middleburg","KY","42541","6/30/2019","11/18/2019","NM","2959 Shorttown Road","JOHN R TURNER HOLDING COMPANY","2","0","0","4","1","Casey","","","1/1/1904","1/1/1934","4/1/2012","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","","3374","85","0","1423","1423","0","","1866","1860","0","0","",""
"4611","0","137559","0","Farmers National Bank","Phillipsburg","KS","67661","6/30/2019","11/18/2019","N","759 State Street","","5","0","0","2","0","Phillips","","","2/26/1921","1/1/1934","9/22/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","8908","0","0","0","0","0","","8908","422","0","0","",""
"15928","0","166849","2156835","Farmers National Bank of Griggsville","Griggsville","IL","62340","6/30/2019","11/18/2019","N","108 West Quincy Street","GRIGGSVILLE BANCSHARES, INC","3","0","0","2","1","Pike","","","2/13/1943","2/13/1943","10/3/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","3643","0","0","605","605","0","","3038","1124","0","0","",""
"10500","15411","380346","1889846","Farmers Savings Bank","Wever","IA","52658","6/30/2019","11/18/2019","NM","3542 168th Street","FSB BANCORP","3","0","0","2","1","Lee","","","10/9/1908","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.fsbwever.com","5864","0","0","605","598","7","","5259","20","0","0","",""
"25668","0","656247","0","Farmers Savings Bank","Frederika","IA","50631","6/30/2019","11/18/2019","NM","103 3rd St","","1","0","0","2","0","Bremer","47940","Waterloo-Cedar Falls, IA","2/26/1926","10/9/1984","3/31/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","1335","0","0","0","0","0","","1335","0","0","0","",""
"14807","13236","774347","1203460","Farmers Savings Bank","Colesburg","IA","52035","6/30/2019","11/18/2019","NM","205 Main Street","MARJON BANCORPORATION, INC.","4","0","0","2","1","Delaware","","","1/1/1907","10/16/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","12049","0","0","0","0","0","","12049","4668","0","0","",""
"13025","11920","205346","1207338","Farmers Savings Bank","Mineral Point","WI","53565","6/30/2019","11/18/2019","NM","305 Doty Street","SOUTHERN WISCONSIN BANCSHARES CORPORATION","6","0","0","4","1","Iowa","31540","Madison, WI","1/1/1917","1/1/1934","1/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.farmerssavings.com","29259","1603","0","9450","9450","0","","18206","13448","0","0","",""
"18394","0","741844","1889499","Farmers Savings Bank","Marshalltown","IA","50158","6/30/2019","11/18/2019","NM","205 West Main Street","BEAMAN BANCSHARES, INC.","3","0","0","2","0","Marshall","","","4/1/1894","6/1/1961","2/5/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","10831","857","0","5468","5468","0","","4506","6638","0","0","",""
"18284","0","624648","1416569","Farmers Savings Bank","Fostoria","IA","51340","6/30/2019","11/18/2019","NM","10 Highway Avenue Northwest","FOSTORIA BANKSHARES, INC.","2","0","0","2","0","Clay","","","8/24/1916","8/4/1960","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","23665","2334","366","1131","1131","0","","19834","0","0","0","",""
"10122","0","368344","1202333","Farmers Savings Bank & Trust","Traer","IA","50675","6/30/2019","11/18/2019","NM","611 Second Street","TALEN, INC.","2","0","0","2","1","Tama","","","1/1/1915","1/1/1934","5/12/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.fsb-traer.com","17869","1445","2272","255","255","0","0","13897","1806","0","0","",""
"9122","0","228055","1126523","Farmers Security Bank","Washburn","ND","58577","6/30/2019","11/18/2019","NM","710 Main Street","MCLEAN BANK HOLDING COMPANY","1","0","0","2","0","Mclean","","","10/30/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","5251","0","0","57","57","0","","5194","241","0","0","",""
"5838","10241","131717","1071539","Farmers State Bank","Booneville","KY","41314","6/30/2019","11/18/2019","NM","21 Ky 11 South","MIDDLEFORK FINANCIAL GROUP INC.","2","0","0","8","1","Owsley","","","1/2/1931","1/1/1934","6/17/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","http://www.farmersstatebankky.com","3559","997","652","658","658","0","0","1252","0","0","0","",""
"13775","0","105530","1997862","Farmers State Bank","Mountain City","TN","37683","6/30/2019","11/18/2019","NM","100 Main Street","FARMERS STATE BANCSHARES, INC.","3","0","0","8","0","Johnson","","","1/15/1934","1/27/1934","7/29/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","2865","261","0","1324","1324","0","","1280","591","0","0","",""
"14344","0","603559","1989643","Farmers State Bank","Phillipsburg","KS","67661","6/30/2019","11/18/2019","SM","110 W State St","PHILLIPS HOLDINGS, INC.","1","0","0","2","1","Phillips","","","1/1/1909","5/8/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","1058","0","0","0","0","0","","1058","209","0","0","",""
"6156","0","694771","0","Farmers State Bank","Winthrop","WA","98862","6/30/2019","11/18/2019","NM","159 Riverside Avenue","","1","0","0","7","0","Okanogan","","","1/1/1916","1/1/1934","9/15/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","","806","0","0","608","608","0","","198","0","0","0","",""
"15126","0","680747","1205473","Farmers State Bank","Hillsboro","WI","54634","6/30/2019","11/18/2019","NM","726 Water Avenue","BOSSHARD FINANCIAL GROUP, INC.","5","0","0","8","0","Vernon","","","1/6/1913","1/1/1934","1/23/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","12935","1034","243","9297","9297","0","","2361","5255","0","0","",""
"526","0","542854","3108439","Farmers State Bank","Pine Bluffs","WY","82082","6/30/2019","11/18/2019","SM","103 East Second","COMMERCIAL BANCORP","1","0","0","2","0","Laramie","16940","Cheyenne, WY","4/30/1915","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","","3000","0","0","713","713","0","","2287","0","0","0","",""
"13897","10013","757452","1067000","Farmers State Bank","Cameron","MO","64429","6/30/2019","11/18/2019","NM","124 East Third St.","FSC BANCSHARES, INC.","9","0","0","5","0","Clinton","28140","Kansas City, MO-KS","1/1/1934","2/14/1934","1/31/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","WWW.FSCBANK.COM","16254","2083","0","6622","6622","0","0","7549","4746","0","21925","",""
"879","14287","773032","2645937","Farmers State Bank","Lincolnton","GA","30817","6/30/2019","11/18/2019","NM","U.S. Hwy. 378 & Ward Ave.","LINCOLN BANCSHARES, INC.","3","0","0","8","1","Lincoln","12260","Augusta-Richmond County, GA-SC","12/2/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://fsblcww.com","8597","2149","0","5451","5451","0","0","997","1966","0","0","",""
"12855","10512","840747","1204832","Farmers State Bank","Waterloo","IA","50701","6/30/2019","11/18/2019","NM","131 Tower Park Drive","FSB FINANCIAL SERVICES, INC.","11","0","0","4","1","Black Hawk","47940","Waterloo-Cedar Falls, IA","6/25/1903","1/1/1934","1/27/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","224148","6363","21464","116595","116595","0","0","79726","0","0","60000","",""
"9106","0","507349","1491810","Farmers State Bank","Yale","IA","50277","6/30/2019","11/18/2019","NM","201 Main Street","YALE BANCORPORATION","1","0","0","2","1","Guthrie","19780","Des Moines-West Des Moines, IA","3/21/1921","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","4895","4","0","13","13","0","","4878","2203","0","0","",""
"16116","0","143859","4261005","Farmers State Bank","Dodge","NE","68633","6/30/2019","11/18/2019","NM","355 2nd St","FARMERS STATE BANCSHARES, INC.","7","0","0","2","1","Dodge","","","1/1/1889","1/7/1944","11/27/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","55908","491","0","2679","2679","0","","52738","2347","0","0","",""
"9295","0","749840","1201756","Farmers State Bank","Lake View","IA","51450","6/30/2019","11/18/2019","SM","401 Main Street","JEMS, INC.","1","0","0","2","0","Sac","","","1/1/1914","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","","692","0","0","0","0","0","","692","0","0","0","",""
"13407","0","875057","1109320","Farmers State Bank","Center","TX","75935","6/30/2019","11/18/2019","NM","115 Shelbyville Street","FARMERS BANCSHARES, INC.","8","0","0","2","1","Shelby","","","7/7/1910","1/1/1934","7/21/2010","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","12978","0","0","2728","2728","0","","10250","0","0","0","",""
"14209","0","1006148","1200124","Farmers State Bank","Marion","IA","52302","6/30/2019","11/18/2019","NM","1240 8th Avenue","NEIGHBOR INSURANCE AGENCY, INC.","10","0","0","4","1","Linn","16300","Cedar Rapids, IA","8/27/1927","4/9/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","120944","12601","17941","26690","26690","0","","63712","638","0","0","",""
"12293","0","407850","3068636","Farmers State Bank","Hosmer","SD","57448","6/30/2019","11/18/2019","NM","102 W Main St","H2H BANCSHARES, INC.","1","0","0","2","1","Edmunds","","","10/18/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","2373","0","0","0","0","0","","2373","0","0","0","",""
"19720","16064","113030","1080885","Farmers State Bank","Dublin","GA","31040","6/30/2019","11/18/2019","NM","1620 Veterans Boulevard","FARMERS BANCSHARES, INC.","3","0","0","4","1","Laurens","","","1/1/1934","6/19/1967","4/30/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","www.farmersstate-online.net","5978","0","0","1827","1827","0","","4151","0","0","0","",""
"5797","0","537243","2471985","Farmers State Bank","Northwood","IA","50459","6/30/2019","11/18/2019","NM","99 7th Street North","FARMERS STATE BANCSHARES, INC.","8","0","0","2","0","Worth","","","11/15/1921","1/1/1934","3/1/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","9791","26","0","403","403","0","","9362","1266","0","0","",""
"1686","0","120953","1122897","Farmers State Bank","Parkston","SD","57366","6/30/2019","11/18/2019","NM","103 West Main Street","PARKSTON INVESTMENT COMPANY","4","0","0","2","0","Hutchinson","","","7/19/1919","1/1/1934","7/1/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","14550","0","0","0","0","0","","14550","0","0","0","",""
"14578","13452","113441","1245479","Farmers State Bank","Lagrange","IN","46761","6/30/2019","11/18/2019","NM","220 South Detroit Street","FS BANCORP","12","0","1","8","0","Lagrange","","","7/16/1934","7/16/1934","1/2/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","102780","36239","0","1419","1419","0","","65122","36239","0","0","",""
"8647","9759","327220","1883219","Farmers State Bank","West Salem","OH","44287","6/30/2019","11/18/2019","NM","11 South Main Street","COMMUNITY INDEPENDENT BANCORP, INC.","5","0","0","8","0","Wayne","","","4/15/1915","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","15472","5278","0","3397","3397","0","","6797","9127","0","0","",""
"12107","0","921936","1209819","Farmers State Bank","Elmwood","IL","61529","6/30/2019","11/18/2019","NM","104 East Main Street","ELMWOOD BANCSHARES, INC.","1","0","0","2","1","Peoria","37900","Peoria, IL","12/6/1864","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","2258","0","0","9","9","0","","2249","0","0","0","",""
"15367","0","461058","1144228","Farmers State Bank","Groesbeck","TX","76642","6/30/2019","11/18/2019","NM","121 South Ellis Street","GROESBECK BANCSHARES, INC.","6","0","0","2","1","Limestone","","","1/1/1913","3/14/1936","9/13/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","12793","0","0","658","658","0","","12135","18","0","0","",""
"342","15340","475354","2108227","Farmers State Bank","Victor","MT","59875","6/30/2019","11/18/2019","SM","103 Main Street","FARMERS STATE FINANCIAL CORP.","10","0","0","4","1","Ravalli","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","","46572","7754","0","17077","17077","0","","21741","21349","0","0","",""
"11307","15388","477648","1118966","Farmers State Bank","Pittsfield","IL","62363","6/30/2019","11/18/2019","NM","108 East Adams Street","PIKE BANCORP, INC.","6","0","0","2","1","Pike","","","1/26/1889","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","28884","2047","0","3217","2617","600","","23620","3272","0","0","",""
"8760","14194","208440","1245611","Farmers State Bank","Algona","IA","50511","6/30/2019","11/18/2019","NM","501 East State Street","WHITTEMORE BANCSHARES, INC.","3","0","0","2","1","Kossuth","","","1/1/1895","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","13984","0","0","550","550","0","","13434","1885","0","0","",""
"10458","16152","510947","2735931","Farmers State Bank & Trust Co.","Mount Sterling","IL","62353","6/30/2019","11/18/2019","NM","129 West Main","MOUNT STERLING BANCORP, INC","4","0","0","2","0","Brown","","","6/1/1914","1/1/1934","4/2/2010","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","8022","0","0","56","56","0","","7966","0","0","0","",""
"16114","0","567736","3371701","Farmers State Bank & Trust Co.","Church Point","LA","70525","6/30/2019","11/18/2019","NM","110 West Plaquemine","FSB BANCSHARES, INC.","5","0","0","4","1","Acadia","29180","Lafayette, LA","1/3/1944","1/3/1944","7/1/2010","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","9108","883","0","2826","2826","0","","5399","0","0","0","",""
"11299","0","856346","2321398","Farmers State Bank of Alto Pass, Ill.","Alto Pass","IL","62905","6/30/2019","11/18/2019","NM","55 N Elm St","FARMERS STATE HOLDING CORP.","4","0","0","4","1","Union","","","1/1/1910","1/1/1934","8/15/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.myfsb.com","42543","3815","0","25233","25233","0","0","13495","8484","0","0","",""
