cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,uc,ucloc,uccrcd,uccomre,uccomres,uccomreu,ucsc,ucother,ucover1,sclent,othoffbs,partconv,partacqu
"26411","4530","109574","0","Haverhill Bank","Haverhill","MA","1830","6/30/2019","11/18/2019","SB","180 Merrimack Street","","9","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1877","10/24/1985","1/1/2012","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","55869","14336","0","19034","19034","0","","22499","17721","0","0","",""
"18296","11914","915065","1142439","Hawaii National Bank","Honolulu","HI","96817","6/30/2019","11/18/2019","N","45 N. King St., 7th Fl.","HAWAII NATIONAL BANCSHARES, INC.","14","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","9/16/1960","9/16/1960","3/31/2006","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","138974","60239","0","7697","7697","0","","71038","65689","0","0","",""
"10619","9496","508346","2038409","Hawthorn Bank","Jefferson City","MO","65101","6/30/2019","11/18/2019","NM","132 East High Street","HAWTHORN BANCSHARES, INC","21","0","0","4","0","Cole","27620","Jefferson City, MO","1/1/1911","1/1/1934","2/22/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","www.hawthornbank.com","236653","23621","6306","69117","69117","0","0","137609","72034","0","117500","",""
"9035","0","224954","1127351","Headwaters State Bank","Land O Lakes","WI","54540","6/30/2019","11/18/2019","NM","4175 County Highway B","HEADWATERS BANCORP, INC.","2","0","0","8","1","Vilas","","","9/1/1921","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","351","0","0","163","163","0","","188","253","0","0","",""
"9443","14785","853112","1399073","Heartland Bank","Whitehall","OH","43213","6/30/2019","11/18/2019","SM","430 North Hamilton Road","HEARTLAND BANCCORP","20","0","0","4","0","Franklin","18140","Columbus, OH","1/1/1911","1/1/1934","2/2/2018","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","www.heartland.bank","216682","34380","10345","128132","128132","0","0","43825","24608","0","0","",""
"18740","14701","88455","1834396","Heartland Bank","Geneva","NE","68361","6/30/2019","11/18/2019","NM","896 G Street","GENEVA STATE COMPANY","13","0","0","2","0","Fillmore","","","3/3/1899","3/28/1963","1/5/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","122885","1788","0","3502","3502","0","","117595","2110","0","13770","",""
"14809","15458","604547","1249105","Heartland Bank","Somers","IA","50586","6/30/2019","11/18/2019","NM","615 Sixth Avenue","SOMERS BANCORPORATION","4","0","0","2","1","Calhoun","","","1/1/1901","10/16/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","19793","1409","0","0","0","0","","18384","7067","0","0","",""
"20369","11128","426534","1208120","Heartland Bank and Trust Company","Bloomington","IL","61702","6/30/2019","11/18/2019","NM","401 North Hershey Road","HEARTLAND BANCORP, INC.","58","0","0","4","1","Mclean","14010","Bloomington, IL","2/22/1971","2/22/1971","4/29/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","http://www.hbtbank.com","467022","62625","29868","154116","150799","3317","0","220413","179654","0","0","",""
"35052","0","2800491","2800482","Heartland National Bank","Sebring","FL","33870","6/30/2019","11/18/2019","N","320 U.S. Highway 27 North","HEARTLAND BANCSHARES, INC.","4","0","0","7","0","Highlands","42700","Sebring, FL","9/7/1999","9/7/1999","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","46999","7043","0","10246","10246","0","","29710","25634","0","0","",""
"3919","10272","837653","1134966","Heartland State Bank","Edgeley","ND","58433","6/30/2019","11/18/2019","SM","401 Main Street","JBS, INC.","2","0","0","2","1","Lamoure","","","1/1/1921","1/1/1934","6/1/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","10246","0","679","0","0","0","","9567","947","0","0","",""
"9007","0","135854","1123018","Heartland State Bank","Redfield","SD","57469","6/30/2019","11/18/2019","NM","302 East 7th Avenue","WESSINGTON BANKSHARES, INC.","4","0","0","2","1","Spink","","","1/1/1909","1/1/1934","4/2/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","22668","0","1617","0","0","0","","21051","0","0","0","",""
"25851","0","833758","4361035","Heartland Tri-State Bank","Elkhart","KS","67950","6/30/2019","11/18/2019","SM","601 Morton Street","ELKHART FINANCIAL CORPORATION","4","0","0","2","0","Morton","","","1/2/1985","1/2/1985","4/26/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","10537","0","0","0","0","0","","10537","3375","0","0","",""
"8811","12216","780722","2876544","Hebron Savings Bank","Hebron","MD","21830","6/30/2019","11/18/2019","NM","101 North Main Street","HSB BANCORP, INC.","13","0","0","4","0","Wicomico","41540","Salisbury, MD-DE","6/11/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","http://www.hebronsavingsbank.com","114332","27562","0","46728","34211","12517","0","40042","51528","0","0","",""
"32718","13285","1414819","0","Helm Bank USA","Miami","FL","33131","6/30/2019","11/18/2019","NM","999 Brickell Avenue","","1","0","0","5","0","Miami-Dade","33100","Miami-Fort Lauderdale-West Palm Beach, FL","12/8/1989","12/8/1989","7/14/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","http://www.helmbankusa.com","15104","1015","12631","37","37","0","0","1421","3506","0","0","",""
"29241","3155","849076","0","Henderson Federal Savings Bank","Henderson","TX","75652","6/30/2019","11/18/2019","SA","130 North Marshall Street","","1","0","0","5","0","Rusk","30980","Longview, TX","11/1/1934","12/13/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","3361","0","0","2098","2098","0","","1263","0","0","0","",""
"17229","0","97055","1055847","Henderson State Bank","Henderson","NE","68371","6/30/2019","11/18/2019","NM","1040 North Main Street","HENDERSON STATE COMPANY","4","0","0","2","0","York","","","10/13/1943","6/17/1953","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","31568","0","0","5","5","0","","31563","817","0","5865","",""
"13111","10145","633640","1207552","Hendricks County Bank and Trust Company","Brownsburg","IN","46112","6/30/2019","11/18/2019","SM","1 East Main Street","MIDSTATE FINANCIAL CORPORATION","5","0","0","4","0","Hendricks","26900","Indianapolis-Carmel-Anderson, IN","1/1/1908","1/1/1934","7/27/2017","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","18688","6948","1797","5529","5529","0","","4414","0","0","0","",""
"18463","14744","225942","1205594","Heritage Bank","Marion","IA","52302","6/30/2019","11/18/2019","NM","695 Marion Boulevard","DELHI BANCSHARES, INC.","3","0","0","8","1","Linn","16300","Cedar Rapids, IA","3/1/1899","12/7/1961","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","1537","325","426","2","2","0","","784","165","0","0","",""
"29012","2763","881478","2166124","Heritage Bank","Olympia","WA","98501","6/30/2019","11/18/2019","NM","201 5th Avenue, S.W.","HERITAGE FINANCIAL CORPORATION","67","0","1","4","0","Thurston","36500","Olympia-Tumwater, WA","1/1/1927","1/23/1935","7/14/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","www.heritagebanknw.com","1075423","180010","39009","307525","212060","95465","0","548879","604609","0","0","",""
"17145","0","666554","1055089","Heritage Bank","Wood River","NE","68883","6/30/2019","11/18/2019","NM","110 E 9th Street","HERITAGE GROUP, INC.","20","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1884","9/24/1952","11/30/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","92978","1286","0","235","235","0","","91457","47963","0","0","",""
"57548","52892","3120897","3120310","Heritage Bank","Topeka","KS","66614","6/30/2019","11/18/2019","SM","3024 Southwest Wanamaker Rd","HERITAGE BANCSHARES, INC.","1","0","0","4","1","Shawnee","45820","Topeka, KS","4/14/2003","4/14/2003","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","www.heritagebankonline.com","6673","439","0","1476","1476","0","0","4758","4650","0","0","",""
"30846","6005","628178","2708159","Heritage Bank","Jonesboro","GA","30236","6/30/2019","11/18/2019","NM","101 North Main St","CCF HOLDING COMPANY","7","0","0","4","0","Clayton","12060","Atlanta-Sandy Springs-Roswell, GA","1/1/1955","2/9/1956","8/31/2019","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","","112617","11052","0","57988","57988","0","0","43577","70515","0","0","",""
"26372","0","574051","3792285","Heritage Bank","Pearland","TX","77581","6/30/2019","11/18/2019","SM","1850 Pearland Parkway","HERITAGE BANCORP, INC.","5","0","0","4","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","9/16/1985","9/16/1985","6/30/2014","Stock","0","0","FED","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","32914","0","0","24934","24934","0","","7980","17904","0","44650","",""
"58220","0","3429219","0","Heritage Bank & Trust","Columbia","TN","38401","6/30/2019","11/18/2019","NM","217 S James M Campbell Blvd","","4","0","0","4","0","Maury","34980","Nashville-Davidson-Murfreesboro-Franklin, TN","3/6/2006","3/6/2006","4/1/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Nashville","Atlanta","Southern","Southeast","0","1","","34902","8078","0","12027","12027","0","","14797","18421","0","0","",""
"8865","0","777254","1135619","Heritage Bank Minnesota","West Concord","MN","55985","6/30/2019","11/18/2019","NM","181 Main Street","WEST CONCORD BANCSHARES, INC.","2","0","0","6","1","Dodge","40340","Rochester, MN","6/2/1930","1/1/1934","10/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","4883","1155","0","486","486","0","","3242","997","0","0","",""
"19254","11456","901358","2144739","Heritage Bank National Association","Spicer","MN","56288","6/30/2019","11/18/2019","N","110 W South St","HERITAGE BANCSHARES GROUP, INC.","13","0","1","2","1","Kandiyohi","","","10/8/1964","10/8/1964","7/1/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","68526","4825","1734","10247","10247","0","","51720","13605","0","7210","",""
"33905","0","2209553","2634874","Heritage Bank of Commerce","San Jose","CA","95113","6/30/2019","11/18/2019","SM","150 Almaden Boulevard","HERITAGE COMMERCE CORP","16","0","0","4","0","Santa Clara","41940","San Jose-Sunnyvale-Santa Clara, CA","6/8/1994","6/8/1994","5/5/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","w w w .heritagebankofcommerce.com","698918","120043","0","114821","114821","0","0","464054","225679","0","0","",""
"34072","0","2349301","3162486","Heritage Bank of Nevada","Reno","NV","89502","6/30/2019","11/18/2019","NM","2330 South Virginia Street","HERITAGE BANCORP","8","0","0","4","0","Washoe","39900","Reno, NV","10/9/1995","10/9/1995","7/30/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","1","","122939","41123","0","55311","55311","0","","26505","48805","0","0","",""
"21721","0","337340","1204609","Heritage Bank of Schaumburg","Schaumburg","IL","60194","6/30/2019","11/18/2019","NM","1535 Schaumburg Road","SCHAUMBURG BANCSHARES, INC.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","8/8/1974","8/8/1974","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","6828","5901","0","0","0","0","","927","6828","0","0","",""
"29577","3691","194570","5110324","Heritage Bank of St Tammany","Covington","LA","70433","6/30/2019","11/18/2019","SA","205 North Columbia Street","HERITAGE NOLA BANCORP, INC.","3","0","0","4","0","Saint Tammany","35380","New Orleans-Metairie, LA","1/1/1924","8/3/1935","6/30/2014","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","6486","3631","0","2362","2362","0","","493","0","0","1000","",""
"57576","0","3199811","3199820","Heritage Bank of the Ozarks","Lebanon","MO","65536","6/30/2019","11/18/2019","NM","1475 South Jefferson","CORNERSTONE BANCSHARES, INC.","2","0","0","2","0","Laclede","","","9/22/2003","9/22/2003","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","10404","1773","0","2043","2043","0","","6588","2669","0","3300","",""
"30090","4727","986672","3832556","Heritage Bank USA, Inc.","Hopkinsville","KY","42240","6/30/2019","11/18/2019","NM","4155 Lafayette Rd","HOPFED BANCORP, INC.","18","0","1","4","0","Christian","17300","Clarksville, TN-KY","1/1/1879","3/21/1940","7/26/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","124816","31860","0","29706","29706","0","","63250","0","0","59000","",""
"33119","9950","1469677","2332536","Heritage Bank, Inc.","Erlanger","KY","41018","6/30/2019","11/18/2019","NM","456 Commonwealth Avenue","COMMONWEALTH HOLDINGS, L.L.C.","18","0","1","4","0","Kenton","17140","Cincinnati, OH-KY-IN","9/4/1990","9/4/1990","5/30/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","www.heritagebank-ky.com","177478","11154","1031","36226","36226","0","0","129067","84793","0","0","",""
"57656","0","3224478","0","Heritage Community Bank","Greeneville","TN","37745","6/30/2019","11/18/2019","NM","114 West Church Street","","3","0","0","4","1","Greene","","","12/3/2003","12/3/2003","7/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","https://www.hcbonline.us","16537","3987","0","8721","8721","0","0","3829","14295","0","0","",""
"15282","0","499743","3575723","Heritage Community Bank","Chamois","MO","65024","6/30/2019","11/18/2019","NM","First And Main","HERITAGE MANAGEMENT COMPANY, INC.","4","0","0","4","1","Osage","27620","Jefferson City, MO","8/19/1935","9/19/1935","3/4/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.hcbanks.com","16075","2863","0","6287","6287","0","0","6925","737","0","0","",""
"20761","17927","318947","3347274","Heritage First Bank","Rome","GA","30161","6/30/2019","11/18/2019","NM","501 Broad Street","HERITAGE FIRST BANCSHARES, INC.","3","0","0","4","1","Floyd","40660","Rome, GA","1/1/1904","7/12/1972","4/6/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.heritagefirstbank.com","14725","2504","0","8752","8752","0","0","3469","11154","0","0","",""
"29224","3125","912578","2398215","Heritage State Bank","Lawrenceville","IL","62439","6/30/2019","11/18/2019","SM","2201 James Street","HBANCORPORATION, INC.","3","0","1","2","1","Lawrence","","","1/1/1899","8/7/1935","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","1324","0","0","132","132","0","","1192","0","0","0","",""
"5568","10917","610164","1109496","Herring Bank","Amarillo","TX","79101","6/30/2019","11/18/2019","NM","2201 Civic Circle","HERRING BANCORP, INC.","14","0","1","4","1","Potter","11100","Amarillo, TX","1/1/1899","1/1/1934","8/20/2013","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","51995","0","3345","20558","20558","0","","28092","0","0","7657","",""
"31345","6776","971379","0","Hertford Savings Bank, SSB","Hertford","NC","27944","6/30/2019","11/18/2019","SB","121 North Church Street","","1","0","0","5","0","Perquimans","","","1/1/1923","5/27/1963","3/31/2006","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Raleigh","Richmond","Northeastern","Southeast","0","1","","1186","523","0","533","533","0","","130","0","0","0","",""
"34488","15421","2536633","1203910","Hiawatha Bank and Trust Company","Hiawatha","IA","52233","6/30/2019","11/18/2019","NM","777 North Center Point Road","COUNTRY BANCORPORATION","1","0","0","4","0","Linn","16300","Cedar Rapids, IA","9/15/1997","9/15/1997","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","3678","1652","0","1731","1731","0","","295","0","0","0","",""
"13058","0","505550","4465559","Hiawatha National Bank","Hager City","WI","54014","6/30/2019","11/18/2019","N","N 1555 770th Street","LAKE SHORE III CORPORATION","5","0","0","4","0","Pierce","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1917","1/1/1934","7/22/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","28747","5502","0","10179","10179","0","","13066","11889","0","0","",""
"27752","221","872579","0","Hibernia Bank","New Orleans","LA","70130","6/30/2019","11/18/2019","SA","325 Carondelet St","","5","0","0","5","0","Orleans","35380","New Orleans-Metairie, LA","1/1/1886","1/16/1936","10/9/2018","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","15144","8480","0","2216","2216","0","","4448","9464","0","0","",""
"22874","14792","550635","4305477","Hickory Point Bank and Trust","Decatur","IL","62523","6/30/2019","11/18/2019","NM","225 North Water Street","FIRST ILLINOIS CORPORATION","9","0","0","4","0","Macon","19500","Decatur, IL","6/4/1979","6/4/1979","3/31/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","140838","15707","0","49599","49599","0","","75532","55020","0","0","",""
"29783","4082","479370","3833834","High Country Bank","Salida","CO","81201","6/30/2019","11/18/2019","SM","7360 West Us Highway 50","HIGH COUNTRY BANCORP, INC.","4","0","0","4","0","Chaffee","","","1/1/1886","5/3/1937","4/1/2009","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","48536","4448","0","28518","28518","0","","15570","17403","0","0","",""
"3017","9798","247551","1062760","High Plains Bank","Flagler","CO","80815","6/30/2019","11/18/2019","SM","329 Main Avenue","HIGH PLAINS BANKING GROUP, INC.","4","0","0","2","1","Kit Carson","","","1/1/1908","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","https://www.highplainsbank.com","21428","5799","0","7184","7184","0","0","8445","7488","0","0","",""
"418","9403","881852","1060711","High Plains Bank","Okeene","OK","73763","6/30/2019","11/18/2019","NM","202 North Main Street","FIRST KEYES BANCSHARES, INC.","5","0","0","2","1","Blaine","","","2/11/1930","1/1/1934","5/31/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","14098","0","0","802","802","0","","13296","423","0","959","",""
"16111","9639","764058","1124659","Highland Bank","Saint Michael","MN","55376","6/30/2019","11/18/2019","NM","701 Central Avenue East","HIGHLAND BANCSHARES, INC.","5","0","0","4","0","Wright","33460","Minneapolis-St. Paul-Bloomington, MN-WI","12/28/1943","1/3/1944","2/28/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","66084","8711","0","18834","18834","0","","38539","50409","0","0","",""
"31232","6581","652070","0","Highland Federal Savings and Loan Association","Crossville","TN","38555","6/30/2019","11/18/2019","SA","106 S. Main St, Suite 103","","2","0","0","8","0","Cumberland","","","2/16/1961","2/16/1961","7/21/2011","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","7424","2322","0","3982","3982","0","","1120","0","0","0","",""
"6198","0","681249","1881699","Highland State Bank","Highland","WI","53543","6/30/2019","11/18/2019","NM","541 North Main Street","SOUTHWESTERN WISCONSIN BANCSHARES, INC.","1","0","0","8","1","Iowa","31540","Madison, WI","6/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","558","0","190","0","0","0","","368","0","0","0","",""
"57420","0","3125315","0","Highlands Community Bank","Covington","VA","24426","6/30/2019","11/18/2019","SM","307 Thacker Avenue","","3","0","0","8","0","Covington City","","","9/16/2002","9/16/2002","5/29/2018","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","8146","3783","0","2323","2323","0","","2040","7455","0","0","",""
"26191","12009","969424","2391270","Highlands Union Bank","Abingdon","VA","24210","6/30/2019","11/18/2019","SM","340 West Main Street","HIGHLANDS BANKSHARES, INC.","14","0","1","4","0","Washington","28700","Kingsport-Bristol-Bristol, TN-VA","4/27/1985","4/27/1985","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","","52777","21709","7499","3425","3425","0","","20144","33252","0","0","",""
"11407","10657","750341","1136287","Highpoint Community Bank","Hastings","MI","49058","6/30/2019","11/18/2019","NM","150 West Court Street","HCB FINANCIAL CORP.","8","0","0","8","0","Barry","","","1/1/1886","1/1/1934","1/21/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","20630","5928","0","615","615","0","","14087","15727","0","0","",""
"11902","12151","554268","2100119","Hill Bank & Trust Co.","Weimar","TX","78962","6/30/2019","11/18/2019","NM","201 East Main Street","CENTRAL TEXAS BANKSHARE HOLDINGS, INC.","1","0","0","2","0","Colorado","","","11/4/1931","1/1/1934","6/15/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","2046","0","0","341","341","0","","1705","113","0","0","",""
"14650","9204","731247","1245291","Hills Bank and Trust Company","Hills","IA","52235","6/30/2019","11/18/2019","NM","131 Main Street","HILLS BANCORPORATION","20","0","0","4","0","Johnson","26980","Iowa City, IA","1/1/1904","8/1/1934","2/7/2012","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.hillsbank.com","428828","67035","55331","108663","108663","0","0","197799","123434","0","0","",""
"34747","0","2710554","0","Hillsboro Bank","Plant City","FL","33566","6/30/2019","11/18/2019","NM","509 West Alexander Street","","3","0","0","4","0","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","7/6/1998","7/6/1998","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","13134","0","0","7693","7630","63","","5441","0","0","0","",""
"14084","0","592859","1063132","Hillsboro State Bank","Hillsboro","KS","67063","6/30/2019","11/18/2019","NM","200 North Main Street","RAMONA BANKSHARES, INC.","1","0","0","2","0","Marion","","","3/6/1903","3/21/1934","3/31/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","1549","0","0","167","167","0","","1382","260","0","0","",""
"14073","11305","682143","3340015","Hillsdale County National Bank","Hillsdale","MI","49242","6/30/2019","11/18/2019","N","1 South Howell Street","CNB COMMUNITY BANCORP, INC.","14","0","0","4","0","Hillsdale","","","3/19/1934","3/19/1934","9/5/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","163019","37896","0","18736","18736","0","","106387","44136","0","0","",""
"19184","10647","1454","1054840","Hilltop National Bank","Casper","WY","82601","6/30/2019","11/18/2019","N","300 Country Club","MIDLAND FINANCIAL CORPORATION","6","0","0","7","1","Natrona","16220","Casper, WY","7/27/1964","7/27/1964","3/2/2018","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","","48859","11118","0","5238","5238","0","","32503","0","0","0","",""
"90211","8328","673909","0","Hingham Institution for Savings","Hingham","MA","2043","6/30/2019","11/18/2019","SB","55 Main Street","","12","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","4/2/1834","7/1/1985","12/1/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.hinghamsavings.com","254209","62586","0","132606","132606","0","0","59017","151420","0","0","",""
"33849","14285","2119773","2260406","Hinsdale Bank & Trust Company","Hinsdale","IL","60521","6/30/2019","11/18/2019","SM","25 East First Street","WINTRUST FINANCIAL CORPORATION","12","0","0","4","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/28/1993","10/28/1993","7/18/2015","Stock","0","0","FED","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.hinsdalebank.com","429183","68105","0","64352","64352","0","0","296726","237904","0","89963","",""
"2805","11114","117038","2081834","HNB First Bank","Headland","AL","36345","6/30/2019","11/18/2019","NM","40 Main Street","HNB HOLDING COMPANY, INC.","3","0","0","2","1","Henry","20020","Dothan, AL","8/16/1933","1/1/1934","4/1/2014","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.hnbfirst.com","15251","1561","0","3461","3461","0","0","10229","3683","0","0","",""
"4540","0","908553","0","HNB National Bank","Hannibal","MO","63401","6/30/2019","11/18/2019","N","100 North Main Street","","14","0","0","2","1","Marion","","","1/1/1888","1/1/1934","8/1/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","56208","1236","0","23807","23807","0","","31165","4847","0","0","",""
"19354","0","931355","1130678","Hodge Bank & Trust Company","Hodge","LA","71247","6/30/2019","11/18/2019","NM","4619 Quitman Highway","HODGE BANCSHARES, INC.","1","0","0","4","1","Jackson","","","1/26/1965","1/26/1965","5/14/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","1560","0","0","885","885","0","","675","0","0","0","",""
"9080","0","568135","2391784","Holcomb Bank","Rochelle","IL","61068","6/30/2019","11/18/2019","NM","233 E. Il Route 38","HOLCOMB BANCORP, INC., EMPLOYEE STOCK OWNERSHIP PLAN","5","0","0","4","1","Ogle","","","7/5/1892","1/1/1934","8/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","10594","2121","0","3116","3116","0","","5357","10014","0","0","",""
"21448","0","617275","0","Holladay Bank & Trust","Salt Lake City","UT","84117","6/30/2019","11/18/2019","NM","2020 East 4800 South Street","","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","2/20/1974","2/20/1974","8/18/2015","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","1","http://www.holladaybank.com","9846","3053","238","5967","5967","0","0","588","753","0","0","",""
