cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"30260","5066","1007873","0","Cross County Savings Bank","Middle Village","NY","11379","6/30/2019","11/18/2019","SB","79-21 Metropolitan Avenue","","6","0","0","5","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1888","10/26/1950","3/24/2012","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","324484","1292","325776","0","325776","325602","325602","0","66775","4229","62546","9585","249242","0","","0","0","","164","0","0","0","164","10","","0","10","0","0","0","","506","0","0","0","1292",""
"9322","15355","755252","1132382","Cross Keys Bank","Saint Joseph","LA","71366","6/30/2019","11/18/2019","NM","307 Plank Rd.","BSJ BANCSHARES, INC.","8","0","0","4","1","Tensas","","","4/2/1902","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","246071","2556","248627","0","248627","180723","180723","36351","69495","24007","45488","5674","58700","10503","","26365","32324","","3688","0","34","955","2699","5527","","5437","64","26","0","10303","","1325","1097","6664","29687","2556",""
"58410","0","3783313","4389329","Cross River Bank","Teaneck","NJ","7666","6/30/2019","11/18/2019","NM","885 Teaneck Road","CRB GROUP, INC.","1","0","0","9","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","6/23/2008","6/23/2008","10/18/2010","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","0","http://www.crossriverbank.com","1381952","28700","1410652","6314","1416966","450739","450739","13624","213338","60173","153165","141997","81780","0","","0","58248","0","743337","3","0","0","743334","164642","","0","164642","0","0","0","0","0","0","1733","11891","16196",""
"58648","0","3594005","3903661","CrossFirst Bank","Leawood","KS","66211","6/30/2019","11/18/2019","NM","11440 Tomahawk Creek Pkwy.","CROSSFIRST BANKSHARES, INC.","7","0","1","4","0","Johnson","28140","Kansas City, MO-KS","10/1/2007","10/1/2007","6/14/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","http://www.crossfirstbank.com","3424352","42852","3467204","9110","3476314","1812027","1812027","462612","961238","324287","636951","85713","295139","7325","","393","1611129","0","24260","0","35","32","24193","28505","","0","28505","0","0","0","0","12372","12372","133173","329439","42852",""
"10709","0","564463","1107812","Crossroads Bank","Yoakum","TX","77995","6/30/2019","11/18/2019","NM","406 West Grand Avenue","FIRST STATE BANCSHARES OF YOAKUM, INC.","3","0","0","8","1","De Witt","","","1/1/1931","1/1/1934","12/3/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","111527","1424","112951","68","113019","74265","74265","3099","22660","18408","4252","812","46447","1247","","3078","18858","","15988","0","0","6816","9172","830","","527","303","0","0","0","","0","0","2280","819","1418",""
"21486","13726","158741","1139859","Crossroads Bank","Effingham","IL","62401","6/30/2019","11/18/2019","NM","2000 South Banker Street","OMNI BANCORP, INC.","2","0","0","4","0","Effingham","","","3/12/1974","3/12/1974","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","","123173","1085","124258","0","124258","101259","101259","4281","74457","29412","45045","278","19134","3109","","56","20810","","2073","0","62","1222","789","60","","0","60","0","0","0","","0","0","1600","2681","1085",""
"29839","4175","228279","3848258","Crossroads Bank","Wabash","IN","46992","6/30/2019","11/18/2019","NM","1205 N Cass Street","FFW CORPORATION","6","0","0","8","0","Wabash","","","1/1/1920","6/28/1937","10/30/2017","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","281138","3857","284995","0","284995","212841","212841","10061","35594","23160","12434","2019","142962","22205","","7352","28553","","17231","0","0","11955","5276","19018","","5957","0","13061","0","0","","1820","53","4366","5695","3702",""
"10352","14754","701857","1894998","Crowell State Bank","Crowell","TX","79227","6/30/2019","11/18/2019","SM","100 East Commerce St.","CROWELL BANCSHARES, INC.","1","0","0","2","1","Foard","","","12/28/1931","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","21531","236","21767","0","21767","9207","9207","0","2187","21","2166","0","3133","3887","","4927","4509","","2781","0","0","1006","1775","343","","31","312","0","0","0","","23","23","0","0","235",""
"35480","0","2860271","2860262","Crown Bank","Edina","MN","55435","6/30/2019","11/18/2019","NM","6600 France Ave South, # 125","CROWN BANKSHARES, INC.","2","0","0","4","1","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/22/2000","5/22/2000","11/7/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","157974","1907","159881","0","159881","80732","80732","6392","39025","15800","23225","11999","23316","0","","0","76866","","2278","0","37","128","2113","5","","0","5","0","0","17638","","306","306","1556","4836","1907",""
"34259","0","2686211","0","Crown Bank","Elizabeth","NJ","7208","6/30/2019","11/18/2019","NM","400 Westminster Avenue","","14","0","0","4","1","Union","35620","New York-Newark-Jersey City, NY-NJ-PA","4/13/1998","4/13/1998","6/10/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.crownbank.net","379757","10148","389905","1186","391091","367932","367932","46834","291411","144679","146732","12203","15842","1642","","0","22422","0","496","0","428","0","68","241","","0","241","0","0","0","0","0","0","6641","40193","5546",""
"34681","0","2624400","2260406","Crystal Lake Bank and Trust Company, National Association","Crystal Lake","IL","60014","6/30/2019","11/18/2019","N","70 North Williams Street","WINTRUST FINANCIAL CORPORATION","7","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","12/19/1997","12/19/1997","7/26/2008","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","crystallakebank.com","925540","4787","930327","0","930327","359215","359215","53667","224460","90468","133992","32653","46775","1660","","0","397311","0","172064","0","44","107","171913","1737","","291","483","963","0","2977","0","669","553","8367","45300","4814",""
"19416","13441","996260","3080209","CTBC Bank Corp. (USA)","Los Angeles","CA","90017","6/30/2019","11/18/2019","NM","801 S Figueroa St, # 2300","CTBC FINANCIAL HOLDING CO., LTD.","14","0","1","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","4/27/1965","4/27/1965","2/12/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (West)","San Francisco","Western","Western","0","0","http://www.ctbcbankusa.com","2914147","35008","2949155","2165","2951320","2601897","2601897","39490","1053948","208915","845033","149871","1358588","0","","0","298693","0","22","0","0","0","22","50708","","0","14","0","50694","0","0","0","0","1145","38345","32686",""
"30167","4877","934673","4096485","Cullman Savings Bank","Cullman","AL","35055","6/30/2019","11/18/2019","SA","316 Second Avenue S.W.","CULLMAN SAVINGS BANK, MHC","4","0","0","4","0","Cullman","","","1/1/1937","9/24/1941","7/21/2011","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","242698","2193","244891","0","244891","214297","214297","12513","57727","32841","24886","4844","135157","4056","","256","26681","","2281","0","0","963","1318","1376","","0","1376","0","0","2483","","2525","2525","5491","7022","2193",""
"29293","3234","28675","0","Cumberland Federal Bank, FSB","Cumberland","WI","54829","6/30/2019","11/18/2019","SA","1390 Second Avenue","","1","0","0","5","0","Barron","","","1/1/1934","2/13/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.cumberlandfederal.com","75896","629","76525","0","76525","67006","67006","5949","9498","5365","4133","115","37116","14328","","3320","2571","","2100","0","59","682","1359","1528","","1523","5","0","0","0","","374","95","1702","4247","629",""
"11358","13586","202514","2909170","Cumberland Security Bank, Inc.","Somerset","KY","42501","6/30/2019","11/18/2019","NM","107 South Main Street","FIRST COMMERCE BANCORP, INC.","4","0","0","4","1","Pulaski","","","8/13/1909","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","168849","4530","173379","0","173379","147330","147330","10397","57364","41640","15724","1248","65794","12527","","715","17429","","7889","0","0","6243","1646","16","","0","0","0","16","0","","79","0","4498","5899","2112",""
"2691","11866","647218","1071463","Cumberland Valley National Bank & Trust Company","East Bernstadt","KY","40729","6/30/2019","11/18/2019","N","1112 Highway 490","CUMBERLAND VALLEY FINANCIAL CORPORATION","14","0","0","4","0","Laurel","","","1/1/1904","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","345699","4404","350103","0","350103","285928","285928","24624","152283","76630","75653","16675","84128","8218","","1185","39964","","9443","2417","798","2397","3831","13583","","8062","5521","0","0","0","","475","108","7579","17045","4571",""
"8833","13638","343958","1125151","Currie State Bank","Currie","MN","56123","6/30/2019","11/18/2019","NM","141 Mill Street","CURRIE BANCORPORATION, INC.","2","0","0","2","0","Murray","","","2/1/1931","1/1/1934","12/16/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","77217","1061","78278","0","78278","40856","40856","579","5832","5491","341","0","5823","28622","","29097","6087","","1205","0","0","501","704","1033","","1010","23","0","0","0","","0","0","403","176","946",""
"18443","10771","900146","1200496","CUSB Bank","Cresco","IA","52136","6/30/2019","11/18/2019","SM","111 North Elm Street","HOW-WIN DEVELOPMENT CO.","5","0","0","2","1","Howard","","","4/1/1888","10/3/1961","10/1/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.cusb.com","341995","7380","349375","0","349375","198844","198844","6952","25627","19398","6229","730","53357","112178","","91127","36254","0","22178","141","288","17696","4053","972","","770","202","0","0","0","0","1261","1261","6016","936","5192",""
"28543","1806","481579","4843755","Custer Federal State Bank","Broken Bow","NE","68822","6/30/2019","11/18/2019","NM","341 South 10th Avenue","CFSB HOLDING CO.","2","0","0","2","1","Custer","","","1/1/1925","3/21/1935","7/31/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","www.custerfederal.com","78444","1169","79613","0","79613","56414","56414","1555","3357","2937","420","0","20506","30996","","11756","6409","","3250","0","8","951","2291","1784","","8","1776","0","0","0","","0","0","1315","240","938",""
"34444","0","2354985","4284536","Customers Bank","Phoenixville","PA","19460","6/30/2019","11/18/2019","SM","99 Bridge St","CUSTOMERS BANCORP, INC","15","0","1","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/26/1997","6/26/1997","7/24/2019","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","http://www.customersbank.com","9672955","48388","9721343","0","9721343","5582569","5582569","78391","1652719","577271","1075448","3011507","832338","7614","","0","1240463","0","592098","39","48","0","592011","2306213","","9530","2231482","65201","0","0","0","13703","8255","3657","74734","48668",""
"31905","7589","729178","3823974","Cypress Bank, SSB","Pittsburg","TX","75686","6/30/2019","11/18/2019","SB","120 South Greer Blvd","CYPRESS BANCSHARES, INC.","4","0","0","8","0","Camp","","","1/1/1976","9/27/1977","1/1/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.cypressbanktx.com","125111","1486","126597","0","126597","96902","96902","5251","18506","12245","6261","4042","61603","7500","","2449","12825","","14366","0","0","4092","10274","55","","12","43","0","0","0","","0","0","3283","1968","1431",""
"11666","14224","543262","2242523","D. L. Evans Bank","Burley","ID","83318","6/30/2019","11/18/2019","NM","375 North Overland Avenue","D.L. EVANS BANCORP","34","0","1","2","0","Minidoka","","","8/29/1904","1/1/1934","2/23/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","Western","0","1","dlevans.com","1108970","18982","1127952","0","1127952","803028","803028","98362","363204","253988","109216","32786","166567","142109","","148538","136408","0","34041","5712","2149","15578","10602","5937","","5878","59","0","0","0","0","625","625","23551","74811","14905",""
"17437","14405","256553","1121229","Dacotah Bank","Aberdeen","SD","57401","6/30/2019","11/18/2019","SM","308 South Main Street","DACOTAH BANKS, INC.","32","0","1","2","0","Brown","","","4/30/1955","4/30/1955","9/14/2013","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.dacotahbank.com","2078573","31697","2110270","0","2110270","1312134","1312134","61623","452840","160138","292702","107381","121270","569020","","400544","320611","0","72635","0","14722","17268","40645","4346","","0","4346","0","0","265","0","27451","27084","9861","51762","28269",""
"17162","10201","57451","1126121","Dairy State Bank","Rice Lake","WI","54868","6/30/2019","11/18/2019","NM","16 South Main Street","DAIRY STATE BANCORP, INC.","12","0","0","4","0","Barron","","","1/2/1953","1/2/1953","2/22/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","","228024","4852","232876","0","232876","156982","156982","12385","74592","41089","33503","7845","50670","11490","","5757","51085","","4949","222","163","1367","3197","14103","","14085","18","0","0","0","","3117","3117","4765","7620","3253",""
"15728","0","815156","2265782","Dakota Community Bank & Trust, National Association","Hebron","ND","58638","6/30/2019","11/18/2019","N","609 Main Street","DAKOTA COMMUNITY BANSHARES, INC.","12","0","0","2","1","Morton","13900","Bismarck, ND","1/1/1940","3/11/1940","3/15/2011","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","524586","7681","532267","0","532267","310723","310723","28043","92047","30940","61107","8210","30355","152068","","120341","82698","","11758","0","135","5024","6599","6747","","342","6333","72","0","0","","0","0","8723","19320","7008",""
"16231","0","860352","1125674","Dakota Heritage Bank of North Dakota","Hunter","ND","58048","6/30/2019","11/18/2019","NM","109 Main Street","HUNTER HOLDING COMPANY","9","0","0","2","1","Cass","22020","Fargo, ND-MN","2/8/1945","2/8/1945","10/14/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","155794","2308","158102","0","158102","48716","48716","455","7029","7029","0","1431","5453","34348","","85738","16753","","6198","185","51","2488","3474","697","","438","259","0","0","0","","186","186","455","0","2161",""
"504","0","464255","1246355","Dakota Prairie Bank","Fort Pierre","SD","57532","6/30/2019","11/18/2019","NM","1204 Yellowstone Street","DRAPER HOLDING COMPANY, INC.","3","0","0","2","1","Stanley","","","6/28/1906","1/1/1934","6/16/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","65557","1074","66631","0","66631","17889","17889","1161","6761","3006","3755","629","1640","7698","","38005","8215","","2479","0","17","916","1546","43","","0","43","0","0","0","","178","178","0","1161","863",""
"8637","12179","827458","1124798","Dakota Western Bank","Bowman","ND","58623","6/30/2019","11/18/2019","SM","202 South Main Street","DAKOTA WESTERN BANKSHARES, INC.","5","0","0","2","1","Bowman","","","1/1/1910","1/1/1934","9/12/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","202198","3287","205485","6","205491","86609","86609","810","10476","8029","2447","0","3382","71941","","85764","24171","","6388","0","0","1972","4416","2559","","581","1978","0","0","0","","118","118","810","0","2919",""
"29208","3101","971070","3823451","Dalhart Federal Savings & Loan Association, SSB","Dalhart","TX","79022","6/30/2019","11/18/2019","SB","502 Denrock Avenue","DALHART FEDERAL MUTUAL HOLDING COMPANY","2","0","0","5","0","Dallam","","","10/1/1934","11/26/1934","7/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","64396","258","64654","0","64654","61563","61563","1088","4032","1683","2349","797","55599","47","","0","602","","2488","0","8","616","1864","1","","0","1","0","0","0","","0","0","754","334","258",""
"20727","13287","384652","4517298","Dallas Capital Bank, National Association","Dallas","TX","75240","6/30/2019","11/18/2019","N","14185 Dallas Parkway","PARK CITIES FINANCIAL GROUP, INC.","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","6/26/1972","6/26/1972","6/27/2016","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","696661","3535","700196","0","700196","277732","277732","33031","110771","29226","81545","53992","79158","780","","0","125537","","2328","0","0","14","2314","294599","","0","294593","0","6","15369","","0","0","3828","29203","3535",""
"20931","9758","530703","1143285","Damariscotta Bank & Trust Co.","Damariscotta","ME","4543","6/30/2019","11/18/2019","NM","25 Main Street","DAMARISCOTTA BANKSHARES, INC.","6","0","0","8","0","Lincoln","","","1/22/1973","1/22/1973","5/3/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","122090","1154","123244","0","123244","109292","109292","4635","26451","18347","8104","511","77504","191","","4117","6875","","2219","0","103","794","1322","741","","506","235","0","0","0","","0","0","2231","2404","1214",""
"14772","0","223845","1250464","Danville State Savings Bank","New London","IA","52645","6/30/2019","11/18/2019","NM","102 South Walnut","DANVILLE BANCSHARES, INC.","2","0","0","8","1","Henry","","","1/1/1899","10/1/1934","8/15/2016","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","60888","845","61733","0","61733","44851","44851","892","3914","3914","0","488","30652","8905","","6160","4691","","5808","258","0","1092","4458","223","","0","223","0","0","0","","0","0","0","892","845",""
"35510","16693","644954","0","Davidson Trust Co.","Great Falls","MT","59401","6/30/2019","11/18/2019","SA","8 3rd St. North, Suite 200","","7","0","1","5","0","Cascade","24500","Great Falls, MT","1/1/2001","1/1/2001","7/21/2011","Stock","0","1","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0",""
"2453","0","357526","2878294","Davis Trust Company","Elkins","WV","26241","6/30/2019","11/18/2019","NM","227 Davis Avenue","DAVIS TRUST FINANCIAL CORPORATION","2","0","0","4","0","Randolph","","","6/17/1901","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","93406","1061","94467","0","94467","77082","77082","9455","36120","22933","13187","4096","27411","0","","0","10437","","5758","0","311","1262","4185","1190","","1190","0","0","0","0","","7253","7012","628","8827","1061",""
"1522","0","460341","4928344","De Witt Bank and Trust Company","De Witt","AR","72042","6/30/2019","11/18/2019","NM","2nd And Jefferson Streets","STONE BANCSHARES, INC.","2","0","0","2","0","Arkansas","","","1/1/1929","1/1/1934","9/19/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","27000","0","27000","0","27000","15835","15835","39","3466","366","3100","0","1833","10497","","9467","1069","","298","0","0","92","206","331","","331","0","0","0","0","","787","23","35","4","0",""
"29535","3613","324975","0","De Witt Savings Bank","Clinton","IL","61727","6/30/2019","11/18/2019","SB","302 West Main Street","","2","0","0","6","0","Dewitt","","","1/1/1887","8/1/1936","4/1/2017","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","66141","311","66452","0","66452","41359","41359","1149","4242","0","4242","14","35902","52","","0","29","","25064","0","0","19048","6016","0","","0","0","0","0","0","","70","70","871","278","311",""
"27269","5366","271275","0","Dean Co-operative Bank","Franklin","MA","2038","6/30/2019","11/18/2019","SB","21 Main Street","","4","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1889","5/11/1988","2/4/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.deanbank.com","247307","2498","249805","0","249805","231163","231163","10188","40376","26181","14195","2640","177104","855","","0","15238","0","3404","0","42","2503","859","0","","0","0","0","0","6","0","3177","1956","792","9396","2518",""
"29874","4241","1005075","0","Dearborn Federal Savings Bank","Dearborn","MI","48124","6/30/2019","11/18/2019","SA","22315 W Michigan Ave","","5","0","0","5","0","Wayne","19820","Detroit-Warren-Dearborn, MI","1/1/1936","8/31/1938","7/21/2011","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","199387","2392","201779","110","201889","201872","201872","0","11245","9077","2168","1384","189243","0","","0","0","","17","0","0","0","17","0","","0","0","0","0","0","","3707","706","0","0","1671",""
"29926","4354","738572","3254925","Dearborn Savings Bank","Lawrenceburg","IN","47025","6/30/2019","11/18/2019","SA","595 West Eads Parkway","DSA FINANCIAL CORPORATION","1","0","0","4","0","Dearborn","17140","Cincinnati, OH-KY-IN","1/1/1891","2/12/1938","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","100757","896","101653","0","101653","100560","100560","6430","26478","16327","10151","2563","65089","0","","20","537","","489","0","268","146","75","47","","0","47","0","0","0","","605","0","5484","946","896",""
"6101","14562","66154","2201883","Decatur County Bank","Decaturville","TN","38329","6/30/2019","11/18/2019","SM","56 N. Pleasant St.","DECATUR BANCSHARES, INC","4","0","0","4","1","Decatur","","","11/16/1899","1/1/1934","12/31/2015","Stock","0","0","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","","94979","732","95711","0","95711","65091","65091","5353","19501","9601","9900","2412","28083","9742","","4280","15732","","10442","0","2126","5700","2616","166","","122","44","0","0","0","","26","0","2928","2425","732",""
"15200","11743","872047","1201738","Decorah Bank & Trust Company","Decorah","IA","52101","6/30/2019","11/18/2019","NM","202 East Water Street","SECURITY AGENCY, INCORPORATED","3","0","0","2","1","Winneshiek","","","6/10/1935","6/28/1935","10/26/2007","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","http://www.decorahbank.com","350558","6896","357454","5","357459","225925","225925","13253","59732","30474","29258","15803","58868","78269","","48477","68337","0","11419","0","33","5188","6198","3301","","3140","161","0","0","0","0","0","0","3798","9455","4823",""
"23620","14280","193809","5164989","Dedham Institution for Savings","Dedham","MA","2026","6/30/2019","11/18/2019","SB","55 Elm Street","1831 BANCORP MHC","14","0","0","4","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","3/19/1831","1/2/1982","2/23/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.dedhamsavings.com","1145642","7647","1153289","0","1153289","1111143","1111143","185729","150887","30772","120115","96088","678439","0","","0","30717","0","1046","0","359","83","604","10383","","9597","786","0","0","0","0","1594","313","147338","38391","7647",""
"26588","0","513322","2798440","Dedicated Community Bank","Darlington","SC","29532","6/30/2019","11/18/2019","NM","202 Cashua Street","DARLINGTON COUNTY BANCSHARES, INC.","2","0","0","4","0","Darlington","22500","Florence, SC","3/10/1986","3/10/1986","2/12/2009","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","47718","309","48027","0","48027","33896","33896","1859","13322","829","12493","1952","14564","2199","","1571","9253","","2076","0","253","941","882","1231","","434","797","0","0","0","","1038","805","152","1707","310",""
"5123","12699","314257","2499082","Deerwood Bank","Waite Park","MN","56387","6/30/2019","11/18/2019","NM","131 6th Ave South, # 100","DEERWOOD BANCSHARES, INC.","13","0","0","4","0","Stearns","41060","St. Cloud, MN","3/21/1910","1/1/1934","4/28/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","546694","2596","549290","0","549290","397752","397752","29113","162900","100676","62224","29551","172445","3743","","2970","120424","","12073","0","249","3906","7918","16072","","15962","110","0","0","496","","369","0","7677","21436","2596",""
"17450","0","902645","1416475","Defiance State Bank","Defiance","IA","51527","6/30/2019","11/18/2019","NM","201 Main Ave.","UNION BANCORPORATION","2","0","0","2","1","Shelby","","","9/1/1951","6/8/1955","3/5/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","23538","169","23707","0","23707","11326","11326","0","1373","418","955","83","2658","7212","","6493","3289","","2392","0","0","1716","676","206","","184","22","0","0","0","","0","0","0","0","169",""
"29066","2853","705378","4097969","Del Norte Bank","Del Norte","CO","81132","6/30/2019","11/18/2019","SA","705 Grand Avenue","DEL NORTE M.H.C.","2","0","0","2","0","Rio Grande","","","1/1/1921","10/7/1935","7/21/2011","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.truelocalbank.com","80298","769","81067","218","81285","67064","67064","3974","19388","17780","1608","338","25301","18063","","6498","6179","","1129","0","0","1117","12","415","","0","415","0","0","0","","149","0","2345","1629","768",""
"26564","10035","975256","1109571","Delta Bank","Vidalia","LA","71373","6/30/2019","11/18/2019","NM","1617 Carter Street","CENTRAL LOUISIANA CAPITAL CORPORATION","5","0","1","2","1","Concordia","","","1/10/1986","1/10/1986","6/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","241802","2509","244311","0","244311","164923","164923","6973","45017","22577","22440","221","64832","47880","","53838","16597","","6760","0","278","1608","4874","2193","","1970","223","0","0","0","","1247","402","4031","2942","2509",""
"26633","0","65513","1135468","Delta National Bank and Trust Company","New York","NY","10019","6/30/2019","11/18/2019","N","650 5th Avenue, 26th Floor","DELTA INVESTMENT COMPANY (CAYMAN)","2","0","1","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/17/1986","3/17/1986","4/20/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","www.deltabank.net","99604","47","99651","0","99651","0","0","0","0","0","0","0","0","0","0","0","76490","71940","22900","0","0","0","22900","261","0","0","261","0","0","0","0","0","0","0","0","47","0"
"15883","13950","539340","1130164","DeMotte State Bank","Demotte","IN","46310","6/30/2019","11/18/2019","SM","210 South Halleck Street","DEMOTTE BANCORP","12","0","0","2","0","Jasper","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/2/1942","3/2/1942","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","236485","2837","239322","0","239322","153819","153819","19410","27784","23066","4718","1408","62362","42855","","34564","46519","","4158","321","0","2490","1347","262","","143","119","0","0","0","","655","158","15390","4020","2837",""
