cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,lnlsnet,lnatres,lnlsgr,lncontra,idlnls,lnre,lnredom,lnrecons,lnrenres,LNRENROW,LNRENROT,lnremult,lnreres,lnreag,lnrefor,lnag,lnci,lncinus,lncon,lncrcd,lnconrp,LNAUTO,lnconoth,lnotci,lnfg,lnmuni,idothlns,ls,lndepac,lncomre,lnrenus,rslnltot,rslnls,LNRECNFM,LNRECNOT,RB2LNRES,lnlsgrf
"26530","0","571265","1989241","Denali State Bank","Fairbanks","AK","99701","6/30/2019","11/18/2019","NM","119 North Cushman Street","DENALI BANCORPORATION, INC.","5","0","0","4","0","Fairbanks North St","21820","Fairbanks, AK","2/3/1986","2/3/1986","7/29/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","Western","0","1","www.denalistatebank.com","182740","3240","185980","37","186017","118374","118374","9180","73934","40504","33430","1943","32310","1007","","0","44865","","22765","0","0","10700","12065","13","","0","13","0","0","116","","341","232","5217","3963","2586",""
"13240","11945","222446","1209789","Denmark State Bank","Denmark","WI","54208","6/30/2019","11/18/2019","NM","103 Main Street","DENMARK BANCSHARES, INC.","7","0","0","2","0","Brown","24580","Green Bay, WI","3/21/1909","1/1/1934","5/12/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","http://www.denmarkstate.com","400785","6575","407360","0","407360","275429","275429","16744","110836","62925","47911","9766","61029","77054","","37095","79598","0","9064","0","190","7008","1866","6174","","6174","0","0","0","0","0","24","0","2299","14445","5098",""
"12857","13743","220844","1210468","Denver Savings Bank","Denver","IA","50622","6/30/2019","11/18/2019","NM","121 South State Street","PSB CORPORATION","2","0","0","4","0","Bremer","47940","Waterloo-Cedar Falls, IA","1/1/1902","1/1/1934","1/1/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","122786","1322","124108","0","124108","96040","96040","3017","47525","14229","33296","4037","29296","12165","","2978","22297","","2663","0","161","1661","841","130","","122","8","0","0","0","","0","0","409","2608","1322",""
"58180","0","3382547","1951350","Department Stores National Bank","Sioux Falls","SD","57104","6/30/2019","11/18/2019","N","701 E 60th St N","CITIGROUP INC.","1","0","0","7","0","Minnehaha","43620","Sioux Falls, SD","10/24/2005","10/24/2005","9/8/2019","Stock","7213","0","OCC","DIF","Kansas City","WASHINGTON","Sioux Falls","Minneapolis","Western","West","0","0","","56391","2692","59083","0","59083","0","0","0","0","0","0","0","0","0","","0","0","0","59083","59083","0","0","0","0","","0","0","0","0","0","0","403","403","0","0","1524",""
"33565","9702","1940747","3196801","Desjardins Bank, National Association","Hallandale","FL","33009","6/30/2019","11/18/2019","N","1001 E Hallandale Beach Blvd","DESJARDINS GROUP, THE","4","0","0","5","0","Broward","33100","Miami-Fort Lauderdale-West Palm Beach, FL","2/28/1992","2/28/1992","3/31/2006","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","South Florida","Atlanta","Southern","Southeast","0","1","","164614","2307","166921","0","166921","154048","154048","0","1647","0","1647","6540","145861","0","","0","4764","","8085","0","0","0","8085","24","","0","24","0","0","0","","757","0","0","0","1347",""
"623","0","214807","1242423","Deutsche Bank Trust Company Americas","New York","NY","10005","6/30/2019","11/18/2019","SM","60 Wall Street","DEUTSCHE BANK AKTIENGESELLSCHAFT","4","14","0","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/30/1903","1/1/1934","5/5/2016","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","http://www.db.com","10674000","9000","10683000","0","10683000","5083000","5083000","194000","1292000","14000","1278000","1102000","2495000","0","","0","2156000","544000","104000","0","0","0","104000","3340000","","0","2260000","403000","677000","140000","159000","13000","0","0","194000","10000",""
"26392","0","304913","1242423","Deutsche Bank Trust Company Delaware","Wilmington","DE","19805","6/30/2019","11/18/2019","NM","1011 Centre Road, Suite 200","DEUTSCHE BANK AKTIENGESELLSCHAFT","1","0","0","8","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10/7/1985","10/7/1985","6/27/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","http://www.db.com","194942","68","195010","0","195010","1199","1199","0","1199","0","1199","0","0","0","","0","35227","0","600","0","0","0","600","157984","","0","157984","0","0","3276","0","0","0","0","0","70",""
"16249","0","347639","1131602","Devon Bank","Chicago","IL","60645","6/30/2019","11/18/2019","NM","6445 North Western Avenue","DEVON BANCORP, INC.","8","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","9/15/1945","9/15/1945","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.DevonBank.com","196347","3966","200313","0","200313","162238","162238","12463","83388","48232","35156","16183","50204","0","","0","30481","","4460","0","0","63","4397","3134","","3108","26","0","0","0","","1619","544","1336","11127","2740",""
"10803","0","846132","1201390","Dewey Bank","Dewey","IL","61840","6/30/2019","11/18/2019","NM","2994 County Road 900 East","ARTHUR R. MURRAY, INC.","1","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1902","1/1/1934","4/28/2010","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.deweybank.com","10472","40","10512","0","10512","5203","5203","71","1099","0","1099","380","865","2788","","3106","1721","","461","0","0","404","57","21","","20","1","0","0","0","","0","0","0","71","40",""
"14705","10949","668147","1205576","DeWitt Bank & Trust Co.","Dewitt","IA","52742","6/30/2019","11/18/2019","NM","815 Sixth Avenue","DE WITT BANCORP, INC.","2","0","0","2","1","Clinton","","","6/15/1933","8/27/1934","1/26/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","","122135","1442","123577","0","123577","74756","74756","1488","20659","13368","7291","1172","17009","34428","","29088","15775","","3260","0","0","2954","306","698","","599","99","0","0","0","","0","0","873","615","1442",""
"1527","14755","27847","1491333","Diamond Bank","Murfreesboro","AR","71958","6/30/2019","11/18/2019","SM","319 East Main Street","BAINUM BANCORP","16","0","1","2","1","Pike","","","12/16/1904","1/1/1934","12/11/2013","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","444641","4599","449240","0","449240","389141","389141","21642","93326","70394","22932","13763","119735","140675","","10392","35315","","13921","0","0","3655","10266","471","","275","196","0","0","0","","4161","3063","6269","15373","4599",""
"3787","14052","771140","1842355","Dieterich Bank","Dieterich","IL","62424","6/30/2019","11/18/2019","SM","101 South Main Street","PRIME BANC CORP.","9","0","0","4","0","Effingham","","","1/1/1909","1/1/1934","7/9/2019","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.dieterichbank.com","486349","6146","492495","0","492495","393788","393788","22747","210246","89425","120821","24582","79470","56743","","15742","62561","0","12932","0","0","3808","9124","7472","","6116","65","1291","0","0","0","841","224","7435","15312","6146",""
"1490","0","575656","0","Dilley State Bank","Dilley","TX","78017","6/30/2019","11/18/2019","NM","731 W. Leona","","1","0","0","2","0","Frio","","","2/2/1907","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","16283","131","16414","0","16414","13190","13190","0","1556","669","887","0","228","11406","","136","2301","","752","0","0","78","674","34","","0","34","0","0","0","","10","10","0","0","131",""
"18200","8347","311603","0","Dime Bank","Norwich","CT","6360","6/30/2019","11/18/2019","SB","290 Salem Turnpike","","12","0","1","4","0","New London","35980","Norwich-New London, CT","1/1/1869","7/1/1960","12/31/2011","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","633360","6633","639993","0","639993","562671","562671","19438","175147","86647","88500","38822","328480","784","","0","54548","","725","0","61","5","659","22050","","17541","4509","0","0","3784","","7144","2430","10708","8730","6633",""
"16012","13383","924405","2487650","Dime Community Bank","Brooklyn","NY","11249","6/30/2019","11/18/2019","NM","149 Kent Avenue","DIME COMMUNITY BANCSHARES, INC.","29","0","0","4","0","Kings","35620","New York-Newark-Jersey City, NY-NJ-PA","6/1/1864","7/1/1943","4/25/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.dime.com","5514211","21134","5535345","0","5535345","5215358","5215358","77483","1279400","248486","1030914","3737590","120885","0","","0","319022","0","965","0","0","0","965","0","","0","0","0","0","0","0","4300","4289","0","77483","21579",""
"5649","0","30810","3846375","Discover Bank","Greenwood","DE","19950","6/30/2019","11/18/2019","NM","502 E. Market Street","DISCOVER FINANCIAL SERVICES","2","0","0","3","0","Sussex","41540","Salisbury, MD-DE","8/30/1911","1/1/1934","5/15/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.discover.com","87018634","3200433","90219067","0","90219067","995108","995108","1243","0","0","0","0","993865","0","0","0","161817","0","89017743","72228036","0","0","16789707","44399","0","0","44399","0","0","0","0","2852095","2852006","0","1243","1173875","0"
"9668","13993","724548","0","Dixon Bank","Dixon","KY","42409","6/30/2019","11/18/2019","NM","42 Us Highway 41-A South","","1","0","0","7","0","Webster","","","1/1/1895","1/1/1934","7/31/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","19185","544","19729","0","19729","12684","12684","3307","5663","578","5085","0","3369","345","","465","3627","","2672","0","0","1020","1652","281","","30","251","0","0","0","","0","0","516","2791","459",""
"14769","10002","56548","1135628","DMB Community Bank","De Forest","WI","53532","6/30/2019","11/18/2019","NM","321 North Main Street","DMB CORPORATION, INC.","1","0","0","4","0","Dane","31540","Madison, WI","6/29/1922","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","411585","5451","417036","0","417036","395696","395696","2978","112719","26981","85738","131351","105054","43594","","10635","6033","","2567","787","0","108","1672","2105","","2105","0","0","0","0","","0","0","1401","1577","4481",""
"7464","14199","71318","1117455","DNB First, National Association","Downingtown","PA","19335","6/30/2019","11/18/2019","N","4 Brandywine Avenue","DNB FINANCIAL CORPORATION","15","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1861","1/1/1934","10/1/2016","Stock","0","1","OCC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","https://www.dnbfirst.com/","924350","6672","931022","0","931022","836904","836904","76104","333534","170520","163014","102284","288130","36852","","0","77090","0","4877","0","23","71","4783","12151","","11507","644","0","0","0","0","2883","832","31432","44672","7092",""
"3977","0","401559","2359962","DNB NATIONAL BANK","Clear Lake","SD","57226","6/30/2019","11/18/2019","N","305 4th St W","DCNB HOLDING COMPANY","2","0","0","2","1","Deuel","","","1/1/1926","1/1/1934","8/26/2014","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","24839","461","25300","0","25300","12921","12921","583","2147","2147","0","0","5764","4427","","2877","4545","","821","0","34","408","379","4136","","689","44","3403","0","0","","0","0","360","223","417",""
"32245","8043","961624","5218097","Dollar Bank, Federal Savings Bank","Pittsburgh","PA","15222","6/30/2019","11/18/2019","SA","340 Fourth Ave","DOLLAR MUTUAL BANCORP","74","0","1","5","0","Allegheny","38300","Pittsburgh, PA","9/21/1984","9/21/1984","12/3/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","0","WWW.DOLLAR.BANK","7142502","47691","7190193","0","7190193","6217103","6217103","318022","649943","218263","431680","116703","5132435","0","","0","694500","0","255878","59268","81069","11615","103926","22712","","19361","2779","572","0","0","0","14915","3144","41261","276761","50249",""
"11934","0","404653","5307638","Dominion Bank","Grapeland","TX","75844","6/30/2019","11/18/2019","NM","122 South Main St","DOMINION BANCSHARES, INC.","2","0","0","7","0","Houston","","","8/1/1911","1/1/1934","4/23/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","25964","16","25980","0","25980","14764","14764","721","2504","1726","778","0","8756","2783","","1585","4807","","2535","0","0","1836","699","2289","","0","2","2287","0","0","","182","0","0","721","16",""
"57230","0","3049635","3049626","Douglas National Bank","Douglas","GA","31533","6/30/2019","11/18/2019","N","211 East Ward Street","DNB FINANCIAL SERVICES, INC.","1","0","0","4","1","Coffee","","","11/19/2001","11/19/2001","7/26/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","148612","1708","150320","0","150320","117893","117893","4020","47028","11658","35370","2003","38679","26163","","4555","19861","","5675","0","358","1700","3617","2336","","2082","254","0","0","0","","12","0","784","3236","1708",""
"57336","0","3090833","3090842","Drake Bank","Saint Paul","MN","55107","6/30/2019","11/18/2019","NM","60 Plato Blvd, # 100","PLATO HOLDINGS, INC.","1","0","0","4","1","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","5/1/2002","5/1/2002","7/26/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","105968","1071","107039","0","107039","74438","74438","7322","34734","22475","12259","1626","30595","161","","0","31426","","1137","0","150","204","783","38","","0","38","0","0","0","","271","271","3399","3923","1071",""
"32737","12643","1436071","1493579","Drummond Community Bank","Chiefland","FL","32626","6/30/2019","11/18/2019","NM","1627 North Young Boulevard","DRUMMOND BANKING COMPANY","18","0","0","4","0","Levy","23540","Gainesville, FL","1/12/1990","1/12/1990","1/1/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","http://www.drummondbank.com","371307","8076","379383","119","379502","322015","322015","65248","123378","61400","61978","5075","111973","16341","","6861","30909","0","15574","1081","567","2599","11327","4143","","2752","1391","0","0","1756","1496","2723","2457","20914","44334","5184",""
"34331","0","2502825","0","DSRM National Bank","Albuquerque","NM","87109","6/30/2019","11/18/2019","N","5600 Wyoming Blvd, N.E, # 27","","1","0","0","7","0","Bernalillo","10740","Albuquerque, NM","10/1/1996","10/1/1996","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","0","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","0","0","","0","0","0","0","0","0","","0","0","0","0","0","","0","0","0","0","0",""
"10804","13759","823142","1099748","Du Quoin State Bank","Du Quoin","IL","62832","6/30/2019","11/18/2019","SM","15 East Main Street","PERRY COUNTY BANCORP INC.","3","0","0","7","1","Perry","","","4/17/1915","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","1","http://www.duquoinstatebank.com","30660","580","31240","0","31240","24528","24528","193","5113","497","4616","350","15934","2938","","570","4415","","1652","0","0","618","1034","75","","74","1","0","0","0","","76","0","193","0","514",""
"15219","9365","642549","1206546","Dubuque Bank and Trust Company","Dubuque","IA","52001","6/30/2019","11/18/2019","NM","1398 Central Avenue","HEARTLAND FINANCIAL USA, INC.","8","0","0","4","0","Dubuque","20220","Dubuque, IA","7/3/1935","7/3/1935","11/3/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","0","http://www.dubuquebank.com","909065","10304","919369","0","919369","452473","452473","72657","165967","93841","72126","24193","114563","75093","","103536","240212","0","14214","990","3682","6597","2945","108934","","108723","211","0","0","0","0","3227","0","9827","62830","10352",""
