cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"1125","0","289757","1363908","Merchants State Bank","Freeman","SD","57029","6/30/2019","11/18/2019","SM","305 S. Main St","H & W HOLDING COMPANY","4","0","0","2","1","Hutchinson","","","8/8/1899","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","","23333","7159","1959","7148","16061","5324","8601","1999","1500","3134","1968"
"17180","7994","576608","4436559","Meredith Village Savings Bank","Meredith","NH","3253","6/30/2019","11/18/2019","SB","24 State Route 25","NEW HAMPSHIRE MUTUAL BANCORP","16","0","0","4","0","Belknap","","","1/1/1869","1/28/1953","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","www.mvsb.com","97670","53977","55399","44873","48832","2542","51766","5159","7693","38117","797"
"57777","0","3271799","5033580","Meridian Bank","Paoli","PA","19301","6/30/2019","11/18/2019","NM","1776 E. Lancaster Avenue","MERIDIAN CORPORATION","6","0","0","4","0","Chester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/8/2004","7/8/2004","5/13/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","252056","45661","169693","108121","18274","1629","43118","7199","29141","6521","257"
"15270","0","290838","5335378","Merit Bank","Valley Head","AL","35989","6/30/2019","11/18/2019","NM","85 Winston Dr","MERIT HOLDINGS LLC","3","0","0","7","0","De Kalb","","","8/12/1935","8/21/1935","7/2/2019","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","2211","559","713","1585","472","0","421","421","0","0","0"
"34519","0","2615190","0","Merrick Bank","South Jordan","UT","84095","6/30/2019","11/18/2019","NM","10705 S Jordan Gateway, # 20","","1","0","0","3","0","Salt Lake","41620","Salt Lake City, UT","9/22/1997","9/22/1997","8/4/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.merrickbank.com","1748832","314824","281227","836786","674858","270785","88184","32202","55726","256","0"
"17960","13444","74403","4436559","Merrimack County Savings Bank","Concord","NH","3301","6/30/2019","11/18/2019","SB","89 North Main Street","NEW HAMPSHIRE MUTUAL BANCORP","9","0","0","4","0","Merrimack","","","1/1/1867","1/22/1959","1/1/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","http://www.mcsbnh.com","103444","50966","52100","48880","50985","2445","16488","1395","4193","10900","0"
"30776","5902","435077","2390013","MetaBank","Sioux Falls","SD","57108","6/30/2019","11/18/2019","SA","5501 South Broadband Lane","META FINANCIAL GROUP, INC.","11","0","1","4","0","Minnehaha","43620","Sioux Falls, SD","1/1/1954","9/6/1955","8/1/2018","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux City","Minneapolis","Western","West","0","0","http://www.metabank.com","1351594","135073","407756","823719","252742","2450","41434","5524","28834","7076","0"
"16539","0","55336","5164541","Metairie Bank & Trust Company","Metairie","LA","70004","6/30/2019","11/18/2019","NM","3344 Metairie Road","MBT BANCSHARES, INC.","9","0","0","4","0","Jefferson","35380","New Orleans-Metairie, LA","2/15/1947","2/15/1947","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","21225","13974","6439","7026","19695","2039","6532","541","1311","3621","1059"
"26512","0","157379","0","Methuen Co-operative Bank","Methuen","MA","1844","6/30/2019","11/18/2019","SB","243 Broadway","","1","0","0","5","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1923","1/23/1986","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.methuencoop.com","14329","7773","3324","9158","8961","659","4112","0","1729","2383","0"
"34308","0","2496081","2496063","Metro Bank","Louisville","KY","40210","6/30/2019","11/18/2019","NM","900 S. 12th Street","LOUISVILLE DEVELOPMENT BANCORP, INC.","1","0","0","4","0","Jefferson","31140","Louisville-Jefferson County, KY-IN","1/6/1997","1/6/1997","6/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Elizabethtown","St. louis","Central","Southeast","0","1","","2649","16507","1933","12084","4647","492","2000","0","2000","0","0"
"27510","0","1394621","0","Metro Bank","Pell City","AL","35128","6/30/2019","11/18/2019","NM","800 Martin Street South","","9","0","0","4","0","Saint Clair","13820","Birmingham-Hoover, AL","5/30/1989","5/30/1989","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","100116","86131","28004","91945","46083","20215","43045","6606","20787","10837","4816"
"58181","0","3437456","4750086","Metro City Bank","Doraville","GA","30340","6/30/2019","11/18/2019","NM","5114 Buford Hwy","METROCITY BANKSHARES, INC.","19","0","1","4","0","Dekalb","12060","Atlanta-Sandy Springs-Roswell, GA","4/4/2006","4/4/2006","12/4/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","https://www.metrocitybank.com","293392","315499","189169","405351","12850","1521","180780","45489","133998","1293","0"
"58402","0","3634394","0","Metro Phoenix Bank","Phoenix","AZ","85008","6/30/2019","11/18/2019","NM","4686 E Van Buren, Suite 150","","1","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","9/13/2007","9/13/2007","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","","11892","14268","4473","13548","7564","575","6030","1021","4386","623","0"
"25869","8804","534466","1139439","Metropolitan Bank","Oakland","CA","94606","6/30/2019","11/18/2019","NM","250 East 18th Street","MET FINANCIAL CORPORATION","4","0","0","4","0","Alameda","41860","San Francisco-Oakland-Hayward, CA","9/1/1983","12/17/1984","8/18/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","","77944","21384","22793","66667","9863","5","11734","6277","3183","2274","0"
"33656","0","449515","0","Metropolitan Bank and Trust Company","New York","NY","10022","6/30/2019","11/18/2019","OI","10 East 53rd Street","","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/5/1962","6/1/1983","3/31/2006","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","0","","","","","","","","","","","",""
"57488","0","3153233","3153224","Metropolitan Capital Bank & Trust","Chicago","IL","60611","6/30/2019","11/18/2019","NM","9 East Ontario Street","METROPOLITAN CAPITAL BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/25/2005","1/25/2005","12/19/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","52965","52657","8025","25731","29011","42855","9314","254","2585","4396","2079"
"34699","0","2705895","2820211","Metropolitan Commercial Bank","New York","NY","10016","6/30/2019","11/18/2019","SM","99 Park Avenue","METROPOLITAN BANK HOLDING CORP.","8","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","6/21/1999","6/21/1999","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","6634","51189","17687","32801","6990","345","59758","11492","25310","22231","725"
"1945","0","772754","0","Metz Banking Company","Nevada","MO","64772","6/30/2019","11/18/2019","NM","123 North Osage Boulevard","","2","0","0","2","1","Vernon","","","9/14/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","11471","13441","5723","9703","7323","2163","555","555","0","0","0"
"59138","0","5332603","5332591","Mi Bank","Bloomfield Towns","MI","48301","6/30/2019","11/18/2019","NM","3707 West Maple Road","MICOMMUNITY BANCORP, INC.","1","0","0","8","0","Oakland","19820","Detroit-Warren-Dearborn, MI","4/15/2019","4/15/2019","4/15/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","195","0","0","125","70","0","0","0","0","0","0"
"32293","8104","367178","0","Miami Savings Bank","Miamitown","OH","45041","6/30/2019","11/18/2019","NM","8008 Ferry Street","","3","0","0","4","0","Hamilton","17140","Cincinnati, OH-KY-IN","12/27/1909","3/26/1985","1/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","","21362","18021","5669","15339","15919","2456","14559","1139","4899","4431","4090"
"11459","0","873259","1978151","Mid America Bank","Jefferson City","MO","65101","6/30/2019","11/18/2019","NM","1511 Friendship Road","FRIENDSHIP BANCSHARES, INC.","5","0","0","4","1","Cole","27620","Jefferson City, MO","4/12/1914","1/1/1934","7/10/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","","28179","16222","5057","21654","12039","5651","31408","650","16652","9440","4666"
"9889","10447","786612","1944204","Mid Penn Bank","Millersburg","PA","17061","6/30/2019","11/18/2019","NM","349 Union Street","MID PENN BANCORP, INC.","38","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","2/21/1868","1/1/1934","8/1/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","www.midpennbank.com","223150","159364","64704","148672","131934","37204","69367","13851","37933","13374","4209"
"17374","0","919456","2521059","Mid-America Bank","Baldwin City","KS","66006","6/30/2019","11/18/2019","NM","802 Ames Street","MID-AMERICA BANKSHARES, INC.","4","0","0","4","0","Douglas","29940","Lawrence, KS","12/11/1900","12/16/1954","12/1/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","26036","43684","7431","20542","25745","16002","10622","397","2895","3514","3816"
"30943","6149","773171","3800667","Mid-Central Federal Savings Bank","Wadena","MN","56482","6/30/2019","11/18/2019","SA","520 South Jefferson St","MID-CENTRAL FINANCIAL CORPORATION","3","0","0","5","1","Wadena","","","3/11/1957","3/11/1957","7/21/2011","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","29969","11556","6298","22801","11609","819","2387","0","2025","362","0"
"15584","10756","950141","1133455","Mid-Missouri Bank","Springfield","MO","65809","6/30/2019","11/18/2019","NM","3546 East Sunshine","MID-MISSOURI BANCSHARES, INC.","15","0","0","4","0","Greene","44180","Springfield, MO","6/20/1872","2/24/1938","6/26/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.midmobank.com","96308","44794","17784","48001","49845","25472","28262","3519","20214","4529","0"
"30133","4817","857875","5213074","Mid-Southern Savings Bank, FSB","Salem","IN","47167","6/30/2019","11/18/2019","SA","300 N Water Street","MID-SOUTHERN BANCORP, INC","3","0","0","8","0","Washington","31140","Louisville-Jefferson County, KY-IN","1/1/1891","2/6/1941","2/6/2017","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.mid-southern.com","29307","15660","3221","10666","24940","6139","18455","515","5300","12640","0"
"3612","0","510938","1206573","MidAmerica National Bank","Canton","IL","61520","6/30/2019","11/18/2019","N","100 West Elm Street","MIDAMERICA NATIONAL BANCSHARES, INC.","6","0","0","2","0","Fulton","37900","Peoria, IL","11/22/1933","1/1/1934","5/1/2017","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","50831","22062","15595","26897","27064","3338","8496","4745","1993","1506","252"
"58498","0","3592609","4144265","MidCoast Community Bank","Wilmington","DE","19808","6/30/2019","11/18/2019","NM","4900 Kirkwood Highway","MIDCOAST COMMUNITY BANCORP, INC","3","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","3/15/2007","3/15/2007","12/8/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","71179","47046","20889","59208","35564","2564","15490","1831","9570","3808","281"
"28865","2518","3971","5281989","MidCountry Bank","Minneapolis","MN","55439","6/30/2019","11/18/2019","SA","7825 Washington Ave South, S","MIDCOUNTRY ACQUISITION CORP.","14","0","1","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","1/1/1933","10/11/1934","2/15/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","147934","64865","55102","90662","44586","22449","25787","6930","12928","2021","3908"
"28368","1452","87579","0","Middlesex Federal Savings, F.A.","Somerville","MA","2144","6/30/2019","11/18/2019","SA","1 College Ave","","3","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","2/8/1937","8/22/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexfederal.com","65651","84194","37619","61882","43027","7315","24306","7853","7377","8297","779"
"90183","11307","888002","3932072","Middlesex Savings Bank","Natick","MA","1760","6/30/2019","11/18/2019","SB","6 Main Street","MIDDLESEX BANCORP MHC","33","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","3/5/1835","11/8/1985","5/1/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.middlesexbank.com","622869","429672","240639","455251","227187","129464","311093","66307","139579","45062","60145"
"10463","15586","770545","2513250","Middletown State Bank","Middletown","IL","62666","6/30/2019","11/18/2019","NM","6th And Madison Streets","BARKER BROTHERS, INC.","3","0","0","4","1","Logan","","","6/5/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","6908","4547","2989","5778","2062","626","3393","297","2589","507","0"
"14017","0","41825","5292707","Middletown Valley Bank","Middletown","MD","21769","6/30/2019","11/18/2019","NM","24 West Main Street","COMMUNITY HERITAGE FINANCIAL, INC.","7","0","0","4","0","Frederick","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","1/4/1908","3/8/1934","10/30/2013","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.mvbbank.com","26677","37482","10073","20658","21759","11668","34113","9789","10408","7435","6481"
"4063","14191","595270","3839096","MidFirst Bank","Oklahoma City","OK","73118","6/30/2019","11/18/2019","SA","501 Nw Grand Boulevard","G. JEFFREY RECORDS, JR. 2003 FAMILY TRUST","80","0","1","4","1","Oklahoma","36420","Oklahoma City, OK","2/28/1911","1/1/1934","7/1/2016","Stock","0","1","OCC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","0","www.midfirst.com","1280084","756658","370113","1091551","457372","117706","483607","74792","268228","114896","25691"
"19796","0","822631","2609489","Midland Community Bank","Kincaid","IL","62540","6/30/2019","11/18/2019","NM","112 Market Street","MIDLAND BANCSHARES, INC.","2","0","0","5","0","Christian","","","3/29/1968","3/29/1968","12/31/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","8532","8539","3397","8542","3842","1290","3394","0","2832","563","0"
"29980","4475","820477","2693992","Midland Federal Savings and Loan Association","Bridgeview","IL","60455","6/30/2019","11/18/2019","SA","8929 South Harlem Avenue","MIDLAND CAPITAL HOLDINGS CORPORATION","4","0","0","7","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1914","7/25/1950","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","11859","9729","4964","10429","5786","408","1301","0","1051","0","250"
"1040","15512","773247","1491351","Midland States Bank","Effingham","IL","62401","6/30/2019","11/18/2019","SM","1201 Network Centre Drive","MIDLAND STATES BANCORP, INC.","77","0","1","4","0","Effingham","","","1/1/1881","1/1/1934","10/18/2019","Stock","0","1","FED","DIF","Chicago","CHICAGO","Mount Vernon","St. louis","Central","Central","0","0","www.midlandsb.com","576604","243080","125306","377178","292305","24895","105624","12565","58609","31546","2904"
"2777","0","929932","1136689","MidSouth Bank","Dothan","AL","36301","6/30/2019","11/18/2019","NM","2526 West Main Street","MIDSOUTH BANCORPORATION","10","0","1","4","1","Houston","20020","Dothan, AL","1/1/1912","1/1/1934","11/10/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","25403","24096","7976","19478","18506","3539","24940","1037","18419","5200","284"
"25884","11275","223331","1086654","MidSouth Bank, National Association","Lafayette","LA","70501","6/30/2019","11/18/2019","N","102 Versailles Blvd","MIDSOUTH BANCORP, INC.","43","0","1","4","0","Lafayette","29180","Lafayette, LA","2/7/1985","2/7/1985","9/20/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","0","","119609","32730","16345","44994","84442","6558","22599","4953","13205","3431","1010"
