cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,NTRCDSM,NTRTMMED,IDcd3less,IDcd3t12s,IDcd1t3s,IDcdov3s,NTRTMLGJ,IDcd3les,IDcd3t12,Idcd1t3,IDcdov3
"29065","2849","615776","0","Elberton Federal Savings and Loan Association","Elberton","GA","30635","6/30/2019","11/18/2019","SA","6 Church Street","","1","0","0","5","0","Elbert","","","1/1/1922","11/19/1951","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","3386","2002","2082","1466","766","1074","500","0","0","0","500"
"12985","11053","282824","3631012","Elderton State Bank","Elderton","PA","15736","6/30/2019","11/18/2019","NM","143 Main Street","KEYSTRONG FINANCIAL, INC.","3","0","0","2","0","Armstrong","38300","Pittsburgh, PA","10/1/1919","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","40918","30961","6032","26703","34000","5144","10185","406","2503","6403","874"
"10489","0","609645","1206210","Elgin State Bank","Elgin","IA","52141","6/30/2019","11/18/2019","NM","241 Center","KELLONTO BANKSHARES CORP.","2","0","0","2","1","Fayette","","","10/25/1930","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.elginstatebankia.com","2912","1043","615","1412","1444","484","335","0","0","335","0"
"29904","4307","17978","0","Elizabethton Federal Savings Bank","Elizabethton","TN","37643","6/30/2019","11/18/2019","SA","112-114 N. Sycamore Street","","5","0","0","8","0","Carter","27740","Johnson City, TN","6/15/1937","6/15/1937","5/11/2015","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","47549","25952","9792","33330","15296","15084","12380","3332","5658","570","2820"
"15259","15817","679451","1248041","Elk State Bank","Clyde","KS","66938","6/30/2019","11/18/2019","NM","328 Washington Street","ELKCORP, INC.","3","0","0","2","0","Cloud","","","1/1/1896","8/21/1935","6/4/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","16499","15350","10995","8836","7506","4512","572","0","0","280","292"
"16553","0","439356","1891979","Elkhorn Valley Bank & Trust","Norfolk","NE","68702","6/30/2019","11/18/2019","NM","800 West Benjamin Avenue","FEO INVESTMENTS, INC.","10","0","0","2","0","Madison","","","7/6/1943","3/18/1947","2/7/2015","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","97261","43164","25044","81712","25312","8357","18470","1301","8341","7555","1273"
"12162","9733","998648","1099841","Elkton Bank & Trust Company","Elkton","KY","42220","6/30/2019","11/18/2019","NM","30 Public Square","ELKTON BANCORP, INC.","4","0","0","8","0","Todd","","","1/1/1866","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Hopkinsville","St. louis","Central","Southeast","0","1","","13313","12715","4374","14750","6904","0","9920","2724","6144","1052","0"
"16001","7788","861304","0","Elmira Savings Bank","Elmira","NY","14901","6/30/2019","11/18/2019","SM","333 East Water Street","","13","0","0","5","0","Chemung","21300","Elmira, NY","1/1/1869","7/1/1943","3/21/2012","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","132822","84522","18513","94467","99851","4513","41579","3720","16156","21703","0"
"10185","0","13251","1128947","Elysian Bank","Elysian","MN","56028","6/30/2019","11/18/2019","NM","121 East Main Street","ELYSIAN, INC.","1","0","0","8","1","Le Sueur","33460","Minneapolis-St. Paul-Bloomington, MN-WI","9/24/1907","1/1/1934","4/1/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","5819","528","1163","4106","1078","0","0","0","0","0","0"
"57228","0","3068579","3806511","Embassy Bank for the Lehigh Valley","Bethlehem","PA","18017","6/30/2019","11/18/2019","NM","100 Gateway Drive","EMBASSY BANCORP, INC","9","0","0","4","0","Northampton","10900","Allentown-Bethlehem-Easton, PA-NJ","11/6/2001","11/6/2001","11/11/2008","Stock","0","0","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.embassybank.com","81143","93285","18853","80585","50927","24063","84426","7691","52876","18045","5814"
"58413","0","3482045","3482054","Embassy National Bank","Lawrenceville","GA","30043","6/30/2019","11/18/2019","N","1817 North Brown Road","EMBASSY BANCSHARES, INC.","1","0","0","4","0","Gwinnett","12060","Atlanta-Sandy Springs-Roswell, GA","3/5/2007","3/5/2007","1/1/2013","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","5535","10915","4337","8810","3053","250","10278","1303","8062","913","0"
"14944","0","12656","0","Emerald Bank","Burden","KS","67019","6/30/2019","11/18/2019","SM","333 N Main Street","","2","0","0","8","0","Cowley","","","10/1/1884","12/21/1934","3/31/2006","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","2527","2494","697","2550","1663","111","0","0","0","0","0"
"12054","7209","137915","3212091","Emigrant Bank","New York","NY","10017","6/30/2019","11/18/2019","SB","5 East 42nd Street","NEW YORK PRIVATE BANK & TRUST CORPORATION","5","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","9/30/1850","1/1/1934","11/23/2013","Stock","0","1","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.emigrant.com","230419","165668","230156","108842","34633","22457","65576","47154","10905","4053","3464"
"57834","0","3268173","3212091","Emigrant Mercantile Bank","New York","NY","10017","6/30/2019","11/18/2019","NM","6 East 43rd Street","NEW YORK PRIVATE BANK & TRUST CORPORATION","1","0","0","7","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","7/9/2004","7/9/2004","3/31/2006","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","0","0","0"
"58632","0","3706013","4504533","Empire National Bank","Islandia","NY","11749","6/30/2019","11/18/2019","N","1707 Veterans Highway","EMPIRE BANCORP, INC.","4","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/25/2008","2/25/2008","2/28/2008","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.empirenb.com","7645","20872","5008","9536","10690","3283","2862","808","822","1232","0"
"57672","0","3277241","3439610","Empire State Bank","Newburgh","NY","12550","6/30/2019","11/18/2019","SM","68 North Plank Road","ES BANCSHARES, INC.","6","0","0","4","0","Orange","39100","                                        39100","6/28/2004","6/28/2004","3/9/2009","Stock","0","0","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","56927","63695","43955","62017","14040","610","25317","8804","15512","1001","0"
"4789","14120","65858","1135824","Emprise Bank","Wichita","KS","67202","6/30/2019","11/18/2019","NM","257 North Broadway Street","EMPRISE FINANCIAL CORPORATION","38","0","0","4","1","Sedgwick","48620","Wichita, KS","5/21/1910","1/1/1934","3/26/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","103543","43348","25257","47465","53242","20927","48926","645","25471","21103","1707"
"34562","0","2594240","2777016","ENCORE BANK","Little Rock","AR","72211","6/30/2019","11/18/2019","SM","12224 Chenal Parkway","CAPITAL BANCSHARES, INC","1","0","0","4","0","Pulaski","30780","Little Rock-North Little Rock-Conway, AR","9/8/1997","9/8/1997","5/6/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","3574","32219","5471","12014","16661","1647","51238","4493","17069","15619","14057"
"59099","0","5192496","0","Endeavor Bank","San Diego","CA","92101","6/30/2019","11/18/2019","NM","750 B Street Suite 3110","","1","0","0","4","0","San Diego","41740","San Diego-Carlsbad, CA","1/22/2018","1/22/2018","8/10/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","1221","4140","657","4577","0","128","11244","815","10429","0","0"
"57293","0","3121072","0","EnerBank USA","Salt Lake City","UT","84106","6/30/2019","11/18/2019","NM","1245 E Brickyard Rd, # 600","","1","0","0","6","0","Salt Lake","41620","Salt Lake City, UT","6/3/2002","6/3/2002","3/2/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.enerbank.com","1694705","180419","253402","559569","757289","304865","2500","0","2500","0","0"
"27205","0","1186965","1081239","Englewood Bank & Trust","Englewood","FL","34223","6/30/2019","11/18/2019","NM","1111 South Mccall Road","CREWS BANKING CORPORATION","4","0","0","4","1","Charlotte","39460","Punta Gorda, FL","4/4/1988","4/4/1988","1/1/2012","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.englewoodbankandtrust.com","7510","5144","2688","6373","3140","453","2072","0","1207","865","0"
"13000","0","435059","1131956","Ennis State Bank","Ennis","TX","75119","6/30/2019","11/18/2019","NM","815 West Ennis Avenue","ENNIS BANCSHARES, INC.","4","0","0","4","1","Ellis","19100","Dallas-Fort Worth-Arlington, TX","1/1/1933","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","9580","8153","4779","10528","2266","160","5689","1510","4179","0","0"
"31445","6981","239275","2427665","Entegra Bank","Franklin","NC","28734","6/30/2019","11/18/2019","NM","50 West Main Street","ENTEGRA FINANCIAL CORP.","18","0","1","4","0","Macon","","","1/1/1922","12/14/1964","10/1/2017","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.entegrabank.com","206246","134627","44130","132510","99457","64776","52674","9084","19050","15923","8617"
"34786","0","2730431","2730048","Enterprise Bank","Allison Park","PA","15101","6/30/2019","11/18/2019","NM","4091 Mount Royal Boulvard","SEED MONEY LIMITED PARTNERSHIP","1","0","0","4","0","Allegheny","38300","Pittsburgh, PA","10/23/1998","10/23/1998","11/27/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","107357","6153","21044","41225","28893","22348","2681","0","1296","1125","260"
"33380","0","1836701","3306356","Enterprise Bank","Omaha","NE","68144","6/30/2019","11/18/2019","SM","12800 West Center Road","ENTERPRISE HOLDING COMPANY","3","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","4/10/1991","4/10/1991","12/16/2013","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","45178","100582","10144","30941","67477","37198","24215","2144","14390","3835","3846"
"27237","12507","1190476","2303910","Enterprise Bank & Trust","Clayton","MO","63105","6/30/2019","11/18/2019","NM","150 North Meramec","ENTERPRISE FINANCIAL SERVICES CORP","36","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","5/9/1988","5/9/1988","3/8/2019","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","http://www.enterprisebank.com","427996","196645","112394","344720","11666","155861","197929","54674","91265","9565","42425"
"27408","11801","1356768","2461016","Enterprise Bank and Trust Company","Lowell","MA","1852","6/30/2019","11/18/2019","NM","222 Merrimack Street","ENTERPRISE BANCORP, INC.","24","0","1","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/3/1989","1/3/1989","3/31/2006","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.enterprisebanking.com","106920","115960","34083","108328","76667","3801","71982","7093","39814","23431","1644"
"11539","0","457426","0","Enterprise Bank of South Carolina","Ehrhardt","SC","29081","6/30/2019","11/18/2019","NM","13497 Broxton Bridge Road","","12","0","0","4","0","Bamberg","","","1/1/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","39919","20810","10567","32912","15958","1292","7893","2564","2776","2269","284"
"90270","13264","332402","3122846","Envision Bank","Randolph","MA","2368","6/30/2019","11/18/2019","SB","129 North Main Street","RANDOLPH BANCORP INC.","6","0","0","5","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1851","1/2/1986","3/12/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","57316","86611","27969","73539","38754","3665","19527","1342","11700","5910","575"
"31485","7056","81175","4841041","Equitable Bank","Grand Island","NE","68801","6/30/2019","11/18/2019","SM","113 N Locust St","EQUITABLE FINANCIAL CORP.","5","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1890","12/30/1965","3/30/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","27622","38901","12166","22688","27761","3908","18107","2840","6415","8591","261"
"30707","5778","206473","3835155","Equitable Savings and Loan Association","Sterling","CO","80751","6/30/2019","11/18/2019","SA","221 N 3rd St","FARMERS REALTY CO.","10","0","0","5","0","Logan","","","1/1/1921","8/10/1954","7/21/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","32340","17116","9831","27656","7982","3987","7043","919","4630","685","809"
"25858","0","139656","3180547","Equity Bank","Andover","KS","67002","6/30/2019","11/18/2019","SM","345 North Andover Road","EQUITY BANCSHARES, INC.","54","0","1","4","0","Butler","48620","Wichita, KS","1/21/1985","1/21/1985","2/8/2019","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","0","http://www.equitybank.com","322378","332900","121639","315379","183909","34351","338081","83973","156421","93134","4553"
"10004","13641","599643","1249691","Ergo Bank","Markesan","WI","53946","6/30/2019","11/18/2019","NM","86 East Water Street","FS BANCSHARES, INC.","2","0","0","4","0","Green Lake","","","1/20/1910","1/1/1934","3/6/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","","21049","9722","5850","11403","10417","3102","1582","500","829","253","0"
"18265","0","145956","1066919","Ericson State Bank","Ericson","NE","68637","6/30/2019","11/18/2019","NM","427 Central Avenue","WHEELER COUNTY BANCSHARES, INC.","1","0","0","2","0","Wheeler","","","10/20/1959","6/15/1960","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","17349","59893","9060","35749","27644","4789","6417","252","1319","4348","498"
"10980","11844","40855","1127687","ESB Bank","Caledonia","MN","55921","6/30/2019","11/18/2019","NM","115 North Highway 44/76","EITZEN INDEPENDENTS, INC.","3","0","0","2","1","Houston","29100","La Crosse-Onalaska, WI-MN","1/2/1909","1/1/1934","2/16/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","12770","12272","4317","6649","10449","3627","1530","0","872","355","302"
"16629","11230","918954","1051670","ESB Financial","Emporia","KS","66801","6/30/2019","11/18/2019","NM","8th And Merchant Streets","NAMYAW CORPORATION, INC.","4","0","0","4","1","Lyon","","","3/16/1901","10/1/1947","9/5/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","22340","12283","3549","7438","17115","6520","5843","1276","1234","2116","1217"
"1746","0","305433","0","Escambia County Bank","Flomaton","AL","36441","6/30/2019","11/18/2019","NM","2151 Ringold St","","1","0","0","5","1","Escambia","","","1/1/1924","1/1/1934","6/6/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","8902","11426","8123","6765","5414","26","7259","5154","1118","987","0"
"58140","18006","3447820","4267427","Esquire Bank, National Association","Jericho","NY","11753","6/30/2019","11/18/2019","N","100 Jericho Quadrangle, # 10","ESQUIRE FINANCIAL HOLDINGS, INC.","2","0","0","4","0","Nassau","35620","New York-Newark-Jersey City, NY-NJ-PA","10/12/2006","10/12/2006","3/1/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","1826","2761","666","1646","2276","0","15283","15000","0","283","0"
"28262","1254","952677","3854268","ESSA Bank & Trust","Stroudsburg","PA","18360","6/30/2019","11/18/2019","SB","200 Palmer Street","ESSA BANCORP, INC.","23","0","0","4","0","Monroe","20700","East Stroudsburg, PA","1/1/1916","1/30/1947","12/4/2015","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","0","","352552","106884","84758","275257","84271","15150","35095","10183","15663","7086","2163"
"8675","12790","781028","3687046","Essex Bank","Richmond","VA","23233","6/30/2019","11/18/2019","SM","9954 Mayland Drive","COMMUNITY BANKERS TRUST CORPORATION","25","0","1","4","0","Henrico","40060","Richmond, VA","1/1/1926","1/1/1934","7/7/2014","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.essexbank.com","280847","227751","120459","237347","133089","17702","138759","25890","69775","38271","4823"
"17262","13145","961400","0","Essex Savings Bank","Essex","CT","6426","6/30/2019","11/18/2019","SB","35 Plains Road","","8","0","0","4","0","Middlesex","25540","Hartford-West Hartford-East Hartford, CT","8/6/1851","10/2/1953","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","36723","20500","3775","27329","20150","5969","16338","505","8701","6111","1021"
"29268","3193","794475","0","Eureka Homestead","Metairie","LA","70005","6/30/2019","11/18/2019","SA","1922 Veterans Boulevard","","1","0","0","5","0","Jefferson","35380","New Orleans-Metairie, LA","1/1/1884","8/3/1935","7/8/2019","Non-Stock","0","0","OCC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","11361","44496","10743","24669","13272","7173","1655","0","888","768","0"
"28401","1520","587677","0","Eureka Savings Bank","La Salle","IL","61301","6/30/2019","11/18/2019","SB","250 Marquette Street","","4","0","0","5","0","La Salle","","","1/1/1885","3/16/1942","2/1/2018","Non-Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","73619","24443","12644","31170","36491","17757","2597","305","255","1146","891"
"26799","15503","498531","0","EvaBank","Eva","AL","35621","6/30/2019","11/18/2019","NM","4113 Eva Road","","7","0","0","4","0","Morgan","19460","Decatur, AL","10/13/1986","10/13/1986","12/20/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","44997","57770","8588","45244","32292","16642","52527","9719","16397","12648","13763"
"6947","13454","292908","1401190","Evans Bank, National Association","Angola","NY","14006","6/30/2019","11/18/2019","N","8599 Erie Rd","EVANS BANCORP, INC.","16","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","1/1/1920","1/1/1934","3/1/2013","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","https://www.evansbank.com","107324","107518","71958","81766","55641","5477","75409","21242","37254","11413","5500"
"57109","16425","3029253","0","Everence Trust Company","Goshen","IN","46527","6/30/2019","11/18/2019","SA","1110 North Main Street","","1","0","0","7","0","Elkhart","21140","Elkhart-Goshen, IN","6/1/2001","6/1/2001","7/21/2011","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","0","","0","0","0","0","0","0","500","500","0","0","0"
"26444","12018","952172","0","Everett Co-operative Bank","Everett","MA","2149","6/30/2019","11/18/2019","SB","419 Broadway","","2","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1890","11/26/1985","4/5/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.everettbank.com","55409","57883","16163","65362","30189","1578","83302","12736","36614","32394","1558"
"35230","0","2834759","3477425","Evergreen Bank Group","Oak Brook","IL","60523","6/30/2019","11/18/2019","NM","1515 W 22nd St, Suite 100w","BANCORP FINANCIAL, INC.","3","0","0","6","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/5/1999","10/5/1999","7/2/2008","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.evergreenbankgroup.com","242073","219648","88876","242640","126980","3225","85194","23496","47077","14621","0"
"28914","2610","55970","0","Evergreen Federal Bank","Grants Pass","OR","97526","6/30/2019","11/18/2019","SA","969 S E Sixth Street","","5","0","0","4","0","Josephine","24420","Grants Pass, OR","6/1/1934","11/5/1934","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","","26161","18218","5092","21548","10773","6966","11350","1052","6877","2056","1365"
"23404","0","427858","1129627","Evergreen National Bank","Evergreen","CO","80439","6/30/2019","11/18/2019","N","28145 Colorado Highway 74","EVERGREEN BANCORPORATION","4","0","0","4","0","Jefferson","19740","Denver-Aurora-Lakewood, CO","4/15/1981","4/15/1981","9/20/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","www.enbcolorado.com","848","250","552","457","89","0","0","0","0","0","0"
"34010","0","2297998","3462494","EverTrust Bank","Pasadena","CA","91101","6/30/2019","11/18/2019","NM","2 N. Lake Ave., Suite 1030","O-BANK CO., LTD.","8","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","5/3/1995","5/3/1995","3/19/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","92030","164753","45388","206610","4785","0","220519","21936","197009","1574","0"
"1299","13695","592448","1142411","Evolve Bank & Trust","West Memphis","AR","72301","6/30/2019","11/18/2019","SM","301 Shoppingway Boulevard","EVOLVE BANCORP, INC","19","0","1","4","0","Crittenden","32820","Memphis, TN-MS-AR","6/5/1925","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","www.getevolved.com","31960","58852","19739","64212","6794","67","19434","5689","13493","252","0"
"8468","0","507068","1025998","Exchange Bank","Santa Rosa","CA","95401","6/30/2019","11/18/2019","NM","545 Fourth Street","FRANK P. DOYLE TRUST, ARTICLE IX","20","0","0","4","0","Sonoma","42220","Santa Rosa, CA","5/1/1890","1/1/1934","3/2/2018","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","http://www.exchangebank.com","44459","69356","32698","53838","24093","3185","49440","13777","25619","9765","279"
"160","12322","613839","1085862","Exchange Bank","Milledgeville","GA","31061","6/30/2019","11/18/2019","NM","250 West Hancock Street","EXCHANGE BANKSHARES, INC.","5","0","0","4","0","Baldwin","","","6/1/1903","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","33454","25292","9293","20018","25509","3926","5484","844","2650","1990","0"
"1435","13868","492650","1061893","Exchange Bank","Gibbon","NE","68840","6/30/2019","11/18/2019","NM","14 La Barre","EXCHANGE COMPANY","8","0","1","4","1","Buffalo","","","1/1/1930","1/1/1934","10/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","https://www.eb-us.com","112243","149593","30063","89393","118370","24010","108602","23736","46618","32405","5843"
"4619","14175","144052","1054000","Exchange Bank & Trust","Atchison","KS","66002","6/30/2019","11/18/2019","NM","600 Commercial Street","EXCHANGE BANKSHARES CORPORATION OF KANSAS","9","0","1","2","0","Atchison","","","1/1/1856","1/1/1934","2/21/2017","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","48274","17559","9024","22471","25211","9127","7374","835","2304","3315","920"
"13366","0","456755","1064175","Exchange Bank and Trust Company","Perry","OK","73077","6/30/2019","11/18/2019","SM","523 Delaware Street","PERRY BANCSHARES, INC.","3","0","0","4","1","Noble","","","2/20/1896","1/1/1934","6/17/2015","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.easybanking.net","18671","46663","21679","24218","16086","3351","39171","7146","14146","17629","250"
"10528","11399","985451","1106525","Exchange Bank and Trust Company, Natchitoches, Louisiana","Natchitoches","LA","71457","6/30/2019","11/18/2019","NM","700 Front Street","EXCHANGE BANCSHARES, INC.","3","0","0","5","1","Natchitoches","","","9/28/1892","1/1/1934","1/25/2008","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","http://www.exchange-bank.com","5177","2710","2005","4965","918","0","10249","301","9948","0","0"
"1616","0","686459","1249495","Exchange Bank of Missouri","Fayette","MO","65248","6/30/2019","11/18/2019","SM","101 South Church Street","NORTHERN MISSOURI BANCSHARES, INC.","5","0","0","2","0","Howard","17860","Columbia, MO","11/19/1927","1/1/1934","11/16/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","1","www.ebmo.com","23712","18364","7387","20422","11373","2894","8093","1545","5767","781","0"
"8274","0","2747466","1097173","Exchange Bank of Northeast Missouri","Kahoka","MO","63445","6/30/2019","11/18/2019","SM","268 North Johnson Street","LINCOLN COUNTY BANCORP, INC.","6","0","0","2","1","Clark","","","9/8/1903","1/1/1934","4/20/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","29018","11558","4005","16936","10424","9211","1367","850","254","0","263"
"18838","11764","787141","3403732","Exchange State Bank","Adair","IA","50002","6/30/2019","11/18/2019","SM","322 Audubon","EXCHANGE FINANCIAL, INC.","1","0","0","2","1","Adair","","","1/1/1879","7/18/1963","7/31/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","4097","2114","513","2617","1770","1312","2800","0","2800","0","0"
"12402","13579","769334","1204430","Exchange State Bank","Lanark","IL","61046","6/30/2019","11/18/2019","NM","126 North Broad Street","LANARK BANCSHARES, INC.","1","0","0","2","1","Carroll","","","4/6/1878","1/1/1934","2/1/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","15172","7361","3022","9791","7216","2504","8017","1800","4965","1252","0"
"15064","11978","618544","2668468","Exchange State Bank","Carsonville","MI","48419","6/30/2019","11/18/2019","NM","3992 Chandler Street","EXCHANGE STATE BANK CORP.","6","0","0","2","0","Sanilac","","","6/1/1901","3/23/1935","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","","21708","8322","2756","7845","12456","6973","6105","0","0","5137","968"
"10132","9819","805045","1247905","Exchange State Bank","Collins","IA","50055","6/30/2019","11/18/2019","NM","104 Main Street","MID AMERICA BANKS, INC.","3","0","0","2","1","Story","11180","Ames, IA","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","13122","8011","2883","8088","6772","3390","13197","4568","6455","1503","671"
