cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,Lnrenr4,Lnrenr1,Lnrenr2,Lnrenr3,Lnci4,Lnci1,Lnci2,Lnci3,Lnreag4,Lnreag1,Lnreag2,Lnreag3,Lnag4,Lnag1,Lnag2,Lnag3,Lnrenr4N,Lnrenr1N,Lnrenr2N,Lnrenr3N,Lnci4N,Lnci1N,Lnci2N,Lnci3N,Lnreag4N,Lnreag1N,Lnreag2N,Lnreag3N,Lnag4N,Lnag1N,Lnag2N,Lnag3N
"28729","2246","147679","0","Glen Rock Savings Bank","Glen Rock","NJ","7452","6/30/2019","11/18/2019","SB","175 Rock Road","","4","0","0","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1922","5/18/1937","10/30/2017","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","","7453","75","1648","5730","370","98","272","0","0","0","0","0","0","0","0","0","28","1","11","16","4","1","3","0","0","0","0","0","0","0","0","0"
"9244","0","439132","3348897","Glennville Bank","Glennville","GA","30427","6/30/2019","11/18/2019","NM","102 East Barnard Street","GB BANK GROUP, INC.","7","0","0","2","0","Tattnall","","","1/18/1905","1/1/1934","1/1/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","http://www.glennvillebank.com","31662","31662","0","0","8480","8480","0","0","18600","3481","5294","9825","3463","1608","414","1441","490","490","0","0","373","373","0","0","190","120","39","31","90","76","6","8"
"7074","10436","866000","1048812","Glens Falls National Bank and Trust Company","Glens Falls","NY","12801","6/30/2019","11/18/2019","N","250 Glen Street","ARROW FINANCIAL CORPORATION","30","0","0","6","0","Warren","24020","Glens Falls, NY","1/1/1851","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.gfnational.com","93187","3044","15149","74994","39359","21422","6282","11655","35","35","0","0","10","10","0","0","375","67","124","184","1115","1007","75","33","1","1","0","0","3","3","0","0"
"12406","12925","750239","1201112","Glenview State Bank","Glenview","IL","60025","6/30/2019","11/18/2019","NM","800 Waukegan Road","CUMMINS-AMERICAN CORP.","7","0","0","9","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1920","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.gsb.com","11413","187","528","10698","19936","1185","2679","16072","0","0","0","0","0","0","0","0","44","3","5","36","130","55","26","49","0","0","0","0","0","0","0","0"
"956","16057","566243","1204421","Glenwood State Bank","Glenwood","IA","51534","6/30/2019","11/18/2019","SM","32 North Walnut Street","GLENWOOD BANCORPORATION","4","0","0","8","0","Mills","36540","Omaha-Council Bluffs, NE-IA","1/1/1899","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","10160","3540","2577","4043","6179","2410","918","2851","3618","1047","1583","988","9498","2511","2481","4506","94","62","21","11","139","127","7","5","48","29","15","4","151","115","18","18"
"8853","0","975854","0","Glenwood State Bank (Incorporated)","Glenwood","MN","56334","6/30/2019","11/18/2019","NM","5 East Minnesota Street","","3","0","0","4","1","Pope","","","5/9/1907","1/1/1934","7/10/2007","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","20750","1082","4706","14962","21944","3312","5140","13492","13907","546","5414","7947","5781","1099","2731","1951","104","27","38","39","250","151","52","47","81","15","40","26","70","39","23","8"
"58263","0","3561771","0","Global Bank","New York","NY","10038","6/30/2019","11/18/2019","NM","8 Catherine Street","","1","0","0","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","3/12/2007","3/12/2007","1/9/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","30916","0","1021","29895","1536","302","0","1234","0","0","0","0","0","0","0","0","59","0","6","53","6","4","0","2","0","0","0","0","0","0","0","0"
"29399","3395","250476","0","GN Bank","Chicago","IL","60653","6/30/2019","11/18/2019","SA","4619 S Martin L King Drive","","2","0","0","7","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1934","3/30/1935","5/31/2018","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.gnbank.net","7209","587","2740","3882","321","95","226","0","0","0","0","0","0","0","0","0","42","10","21","11","6","4","2","0","0","0","0","0","0","0","0","0"
"14079","10194","724744","1205950","GNB Bank","Grundy Center","IA","50638","6/30/2019","11/18/2019","SM","529 G Ave","GNB BANCORPORATION","11","0","0","2","1","Grundy","47940","Waterloo-Cedar Falls, IA","3/16/1934","3/16/1934","1/1/2016","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","25760","2691","5161","17908","35798","7660","7569","20569","30487","3472","11954","15061","51873","12127","17479","22267","155","68","46","41","457","342","61","54","244","82","99","63","724","472","155","97"
"4673","0","928056","1064915","GNBank, National Association","Girard","KS","66743","6/30/2019","11/18/2019","N","100 East Forest Avenue","GN BANKSHARES, INC.","16","0","1","2","0","Crawford","","","7/1/1929","1/1/1934","4/2/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","Western","0","1","","24394","3732","7262","13400","38196","11320","9789","17087","44676","7290","17838","19548","48781","11699","16931","20151","232","116","67","49","986","661","171","154","496","201","183","112","1160","759","154","247"
"57192","0","3025929","3025910","Gogebic Range Bank","Ironwood","MI","49938","6/30/2019","11/18/2019","NM","155 East Cloverland Drive","WEST END FINANCIAL CORP.","4","0","0","4","0","Gogebic","","","5/20/2002","5/20/2002","4/22/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Minneapolis","Central","Central","0","1","","22257","3146","5864","13247","21634","12852","5384","3398","0","0","0","0","0","0","0","0","146","60","50","36","270","210","42","18","0","0","0","0","0","0","0","0"
"58654","0","3614369","5124714","Gold Coast Bank","Islandia","NY","11749","6/30/2019","11/18/2019","NM","2929 Expressway Drive North","GOLD COAST BANCORP, INC.","7","0","0","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","3/10/2008","3/10/2008","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","50692","19","1233","49440","3946","1043","961","1942","0","0","0","0","0","0","0","0","106","1","8","97","69","32","19","18","0","0","0","0","0","0","0","0"
"58556","0","3593307","3593295","Gold Coast Bank","Chicago","IL","60610","6/30/2019","11/18/2019","NM","1165 N. Clark St. Suite 200","GC BANCORP, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/4/2007","6/4/2007","6/1/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","22096","289","3546","18261","4255","267","860","3128","0","0","0","0","0","0","0","0","71","5","22","44","20","6","5","9","0","0","0","0","0","0","0","0"
"26223","0","536059","0","Golden Bank, National Association","Houston","TX","77036","6/30/2019","11/18/2019","N","9315 Bellaire Boulevard","","8","0","1","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","5/3/1985","5/3/1985","7/11/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","http://www.goldenbank-na.com","101687","554","4391","96742","17329","1020","3573","12736","0","0","0","0","0","0","0","0","250","11","37","202","93","29","25","39","0","0","0","0","0","0","0","0"
"28735","2253","148171","3835230","Golden Belt Bank, FSA","Ellis","KS","67637","6/30/2019","11/18/2019","SA","901 Washington St","MID-AMERICA FINANCIAL CORPORATION","3","0","1","4","1","Ellis","","","1/1/1920","7/22/1936","10/2/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","17479","1562","6013","9904","15171","4849","3597","6725","15560","2009","6855","6696","8881","3905","2875","2101","114","43","43","28","230","170","38","22","126","48","53","25","215","184","24","7"
"58579","0","3602889","3831139","Golden Eagle Community Bank","Woodstock","IL","60098","6/30/2019","11/18/2019","NM","975 Country Club Road","GOLDEN EAGLE BANCORP, INC.","3","0","0","4","0","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/31/2007","10/31/2007","7/21/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","34453","1316","7504","25633","8445","1038","2549","4858","436","0","0","436","0","0","0","0","126","29","49","48","89","47","28","14","1","0","0","1","0","0","0","0"
"26881","13877","962966","2930419","Golden Pacific Bank, National Association","Sacramento","CA","95814","6/30/2019","11/18/2019","N","1409 28th St","GOLDEN PACIFIC BANCORP, INC.","4","0","0","4","0","Sacramento","40900","Sacramento-Roseville-Arden-Arcade, CA","12/29/1986","12/29/1986","6/24/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","18411","177","626","17608","14262","1054","2711","10497","1041","41","481","519","0","0","0","0","54","2","5","47","258","150","63","45","13","1","6","6","0","0","0","0"
"57585","0","3224375","4725589","Golden State Bank","Glendale","CA","91203","6/30/2019","11/18/2019","NM","500 N Brand Blvd Suite 2300","GOLDEN STATE BANCORP","3","0","0","4","0","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","12/1/2003","12/1/2003","6/27/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","32467","74","1779","30614","18812","216","2527","16069","0","0","0","0","0","0","0","0","66","1","9","56","71","4","21","46","0","0","0","0","0","0","0","0"
"58278","0","3440803","0","Golden Valley Bank","Chico","CA","95926","6/30/2019","11/18/2019","NM","190 Cohasset Rd., Suite 170","","2","0","0","4","0","Butte","17020","Chico, CA","4/24/2006","4/24/2006","8/11/2015","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","1","","34178","317","7303","26558","14576","1257","2847","10472","1930","0","56","1874","34","34","0","0","120","8","47","65","152","68","34","50","8","0","2","6","1","1","0","0"
"33124","0","2182786","2380443","Goldman Sachs Bank USA","New York","NY","10282","6/30/2019","11/18/2019","SM","200 West Street","GOLDMAN SACHS GROUP, INC., THE","6","0","1","9","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","8/30/1990","11/28/2008","4/15/2016","Stock","0","1","FED","DIF","New York","WASHINGTON","New York City","New York","Northeastern","Northeast","0","0","www.marcus.com","1000","0","0","1000","14000","0","1000","13000","0","0","0","0","0","0","0","0","1","0","0","1","31","3","4","24","0","0","0","0","0","0","0","0"
"58405","0","3592047","0","Goldwater Bank, N.A.","Phoenix","AZ","85016","6/30/2019","11/18/2019","N","2525 E Camelback Rd, # 1100","","1","0","0","5","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","4/2/2007","4/2/2007","10/1/2016","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","goldwaterbank.com","10024","0","0","10024","2891","75","305","2511","456","0","0","456","536","0","0","536","23","0","0","23","10","2","3","5","1","0","0","1","2","0","0","2"
"11699","0","936837","3154333","Goodfield State Bank","Goodfield","IL","61742","6/30/2019","11/18/2019","NM","201 South Eureka Street","GOODFIELD FINANCIAL CORPORATION","3","0","0","4","1","Woodford","37900","Peoria, IL","12/14/1920","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","22598","1608","5557","15433","13115","4030","2715","6370","4944","386","1505","3053","2949","603","1628","718","125","39","41","45","210","153","32","25","34","10","14","10","49","30","16","3"
"8569","0","815053","1051380","Goppert Financial Bank","Lathrop","MO","64465","6/30/2019","11/18/2019","NM","710 Oak Street","GOPPERT FINANCIAL CORP.","6","0","0","2","0","Clinton","28140","Kansas City, MO-KS","9/28/1879","1/1/1934","1/2/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","7120","1690","1968","3462","9689","2377","2894","4418","17129","2599","6128","8402","7961","3061","2704","2196","69","42","17","10","136","97","28","11","152","67","51","34","179","146","24","9"
"17317","0","850456","1051380","Goppert State Service Bank","Garnett","KS","66032","6/30/2019","11/18/2019","NM","106 East 5th Street","GOPPERT FINANCIAL CORP.","9","0","0","2","0","Anderson","","","7/11/1899","4/12/1954","4/24/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","3883","3883","0","0","32607","32607","0","0","20800","4668","9010","7122","30570","15388","8931","6251","53","53","0","0","502","502","0","0","236","140","75","21","812","723","65","24"
"17748","15348","241607","3444717","Gorham Savings Bank","Gorham","ME","4038","6/30/2019","11/18/2019","SB","64 Main Street","GORHAM BANCORP, MHC","14","0","0","4","0","Cumberland","38860","Portland-South Portland, ME","1/1/1868","4/18/1957","7/22/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","132896","3146","31878","97872","70744","13278","17052","40414","0","0","0","0","356","0","0","356","530","69","221","240","854","518","169","167","0","0","0","0","1","0","0","1"
"30976","6199","905673","3793077","Gouverneur Savings and Loan Association","Gouverneur","NY","13642","6/30/2019","11/18/2019","SA","42 Church Street","CAMBRAY MUTUAL HOLDING COMPANY","2","0","0","5","0","Saint Lawrence","","","1/1/1892","7/21/1958","3/13/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","5286","5286","0","0","2178","2178","0","0","56","0","56","0","0","0","0","0","64","64","0","0","90","90","0","0","1","0","1","0","0","0","0","0"
"29206","3099","839974","3799006","Graham Savings and Loan, SSB","Graham","TX","76450","6/30/2019","11/18/2019","SB","745 Elm Street","GRAHAM SAVINGS FINANCIAL CORP","3","0","0","5","1","Young","","","11/27/1934","11/27/1934","7/1/2011","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","5140","651","1694","2795","2325","665","747","913","12143","1615","3832","6696","33","33","0","0","39","18","14","7","31","21","7","3","76","27","28","21","1","1","0","0"
"22065","13633","76854","1065967","Grand Bank","Tulsa","OK","74135","6/30/2019","11/18/2019","NM","4200 East Skelly Drive","GRAND CAPITAL CORPORATION","3","0","0","4","0","Tulsa","46140","Tulsa, OK","7/21/1975","7/21/1975","5/18/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","","52388","895","6264","45229","19104","2777","2472","13855","3850","75","1956","1819","0","0","0","0","156","16","42","98","163","82","33","48","19","1","13","5","0","0","0","0"
"31864","7547","68671","3842032","Grand Bank for Savings, FSB","Hattiesburg","MS","39402","6/30/2019","11/18/2019","SA","204 Westover Drive","GRAND FINANCIAL CORP","2","0","0","5","1","Lamar","25620","Hattiesburg, MS","1/1/1968","4/13/1977","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","284","149","135","0","0","0","0","0","0","0","0","0","0","0","0","0","7","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"57274","0","3093964","0","Grand Bank, National Association","Hamilton","NJ","8619","6/30/2019","11/18/2019","N","One Edinburg Road","","2","0","0","4","1","Mercer","45940","Trenton, NJ","3/1/2002","3/1/2002","9/29/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","47920","721","7351","39848","12138","1837","4074","6227","0","0","0","0","0","0","0","0","187","17","53","117","179","97","53","29","0","0","0","0","0","0","0","0"
"8842","0","945950","1020920","Grand Marais State Bank","Grand Marais","MN","55604","6/30/2019","11/18/2019","SM","211 East Highway 61","CENTRAL TRUST COMPANY","2","0","0","4","1","Cook","","","9/16/1916","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","12473","267","2450","9756","9249","3760","1279","4210","0","0","0","0","114","0","114","0","51","10","17","24","171","144","12","15","0","0","0","0","1","0","1","0"
"57531","17950","3148033","3835203","Grand Mountain Bank, FSB","Granby","CO","80446","6/30/2019","11/18/2019","SA","337 East Agate Avenue","GRAND MOUNTAIN BANCSHARES, INC.","4","0","0","4","0","Grand","","","11/26/2003","11/26/2003","7/21/2011","Stock","0","0","OCC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","20723","324","4405","15994","4331","558","907","2866","0","0","0","0","105","105","0","0","72","6","33","33","39","30","6","3","0","0","0","0","3","3","0","0"
