cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,nclnlsr,ncrer,ncreconr,ncrenrer,ncremulr,ncreresr,ncrelocr,ncrereor,idnccir,idncconr,idnccrdr,idnccoor,idncator,idnccotr,nccomrer,idncgtpr
"15142","0","997650","1094314","Central Bank of Moberly","Moberly","MO","65270","6/30/2019","11/18/2019","SM","500 West Coates Street","CENTRAL BANCOMPANY, INC","4","0","0","4","0","Randolph","","","5/16/1935","5/16/1935","6/12/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","0","www.centralbank.net","0.227976048781381","0.106295598395903","0","0","0","0.122669283611384","0","0.140042946503594","1.4461749101489","5.42951328291642E-02","0.632339656729901","2.83653456519977E-02","0","0.171526586620926","21.501272264631","0"
"35348","0","2826316","1094314","Central Bank of Oklahoma","Tulsa","OK","74137","6/30/2019","11/18/2019","SM","8908 S Yale Ave, Suite 100","CENTRAL BANCOMPANY, INC","10","0","1","4","0","Tulsa","46140","Tulsa, OK","1/20/2000","1/20/2000","6/12/2015","Stock","0","1","FED","DIF","Dallas","KANSAS CITY","Tulsa","Kansas City","Southern","West","0","0","www.centralbank.net","0.384911470361817","0.355371345786681","0.127816316333763","0.233364609002581","0","0.979849934553767","0","1.12283592652449","0.575397059343717","0","0","0","0","0","0","20.3846153846154"
"4569","0","611451","1094314","Central Bank of Sedalia","Sedalia","MO","65301","6/30/2019","11/18/2019","SM","301 West Broadway","CENTRAL BANCOMPANY, INC","6","0","0","4","0","Pettis","","","1/1/1883","1/1/1934","6/12/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Columbia Mo","Kansas City","Western","West","0","0","www.centralbank.net","0.363272999492019","0.309903540342696","0","0","0","0.283130679074667","0","0.393760874210189","6.73874190618499E-02","0.729038416312753","0.145666423889294","0.752074315871213","0.789219458680595","0.484175720358999","0","0"
"4534","11325","506249","1094314","CENTRAL BANK OF ST. LOUIS","Clayton","MO","63105","6/30/2019","11/18/2019","SM","7707 Forsyth Boulevard","CENTRAL BANCOMPANY, INC","16","0","1","4","0","Saint Louis","41180","St. Louis, MO-IL","10/30/1902","1/1/1934","11/14/2014","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","0","www.centralbank.net","0.147239719939166","0.190112964833455","0.467191164910173","0","0","0.480495915395338","0.1116777724007","0.5780631437969","6.96028613615607E-02","7.34830988872559E-02","0.151821862348178","0.017940437746681","0.394477317554241","0","0","0"
"26247","0","704559","1094314","Central Bank of the Midwest","Lees Summit","MO","64086","6/30/2019","11/18/2019","SM","609 North 291 Highway","CENTRAL BANCOMPANY, INC","37","0","1","4","0","Jackson","28140","Kansas City, MO-KS","5/20/1985","5/20/1985","1/14/2015","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.centralbankmidwest.net","0.885160728491781","1.14290371169713","0","1.04931333462435","0","3.1450802115662","8.12512695510867E-02","4.2724948798828","0.473277265976093","0.867023410674184","1.03971719692244","0.857912376647669","0.829994580061001","0.887694714645262","0.88529312097594","27.7762367082755"
"17633","11292","290052","1094314","Central Bank of The Ozarks","Springfield","MO","65804","6/30/2019","11/18/2019","SM","1800 South Glenstone Avenue","CENTRAL BANCOMPANY, INC","23","0","0","4","0","Greene","44180","Springfield, MO","7/30/1956","7/30/1956","6/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","0","www.centralbank.net","0.138755439735947","0.114855127564506","1.81630200910945E-02","7.19450339940286E-02","0","0.269371930482801","1.08846135484795","6.26517346699037E-02","0.1289701904576","0.259970161882919","0.673013788575181","0.229916632826123","0.200309939027279","0.452212794065342","3.42036025096134","0"
"25268","0","386852","1094314","Central Bank of Warrensburg","Warrensburg","MO","64093","6/30/2019","11/18/2019","SM","401 North Maguire Street","CENTRAL BANCOMPANY, INC","7","0","0","4","0","Johnson","","","7/16/1984","7/16/1984","6/12/2015","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.centralbank.net","2.49472425955167","3.66620664690844","0","7.41675712518618","0","0.601561500063996","0","0.68486496988537","0.878875039948866","0.526131182041389","1.75182481751825","0.138504155124654","0","0.224887556221889","0","0"
"28425","1567","467470","0","Central Federal Savings and Loan Association","Cicero","IL","60804","6/30/2019","11/18/2019","SA","5953 W Cermak Road","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1892","4/5/1935","6/25/2014","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","0.566270513992562","0.566506837151483","","2.37974683544304","0","0.592499022526993","10.9988776655443","0.403205226356352","","0","","0","","0","","0"
"30664","5710","544577","4900694","Central Federal Savings and Loan Association of Rolla","Rolla","MO","65401","6/30/2019","11/18/2019","SA","210 W 10th St","CENTRAL FEDERAL BANCSHARES, INC","1","0","0","4","0","Phelps","","","1/1/1952","10/30/1953","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","0.187246255074899","0.195369558866491","0","0","0","0.359966358284272","0","0.371334374457748","0","0","","0","0","0","0","0"
"22396","11820","428060","1106132","Central National Bank","Waco","TX","76710","6/30/2019","11/18/2019","N","8320 West Highway 84","CENTRABANC CORPORATION","4","0","0","4","1","Mclennan","47380","Waco, TX","1/10/1977","1/10/1977","3/31/2006","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","5.76859251610728E-02","7.20394432474588E-02","0","0","0","0.137761501979532","","0.137761501979532","0","0.021703743895822","","0.021703743895822","0","3.03260045489007E-02","","0"
"4702","14145","234355","1064429","Central National Bank","Junction City","KS","66441","6/30/2019","11/18/2019","N","802 North Washington Street","CENTRAL OF KANSAS, INC.","36","0","1","2","0","Geary","31740","Manhattan, KS","1/1/1884","1/1/1934","3/31/2006","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","http://www.centralnational.com","0.231200813344881","0.101367228057137","0","2.41941692052215E-02","0","0.202186502606762","0","0.249647818256388","2.51707415300455E-02","0","","0","0","0","0","74.6742671009772"
"17308","9334","701062","1022764","Central Pacific Bank","Honolulu","HI","96813","6/30/2019","11/18/2019","NM","220 South King Street","CENTRAL PACIFIC FINANCIAL CORP.","35","0","0","4","0","Honolulu","46520","Urban Honolulu, HI","2/15/1954","2/15/1954","12/31/2016","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.centralpacificbank.com","2.93608709623807E-02","3.10541328560315E-02","0","0","0","0.049175361241102","5.15691607964476E-02","4.84320612370257E-02","0","5.32715091200026E-02","","5.32715091200026E-02","0.079153535770035","2.26498593095278E-02","0","0"
"1095","13474","382050","1246805","Central Savings Bank","Sault Sainte Mar","MI","49783","6/30/2019","11/18/2019","SM","511 Bingham Avenue","CENTRAL BANK CORPORATION","9","0","0","4","0","Chippewa","","","12/2/1902","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Grand Rapids","Minneapolis","Central","Central","0","1","www.centralsavingsbank.com","2.85499196578818","3.6503934861854","0","6.93261770827958","0","0.467955982890359","0","0.516681131047289","0.798908025211771","0.20536893061464","0","0.209926525715999","0.236499802916831","0.174611489436005","","0"
"27910","529","615879","0","Central Savings, f.s.b.","Chicago","IL","60657","6/30/2019","11/18/2019","SA","1601 West Belmont Avenue","","3","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1893","1/26/1938","12/31/2017","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1.37502415147807","1.36522803927045","","1.64835164835165","0","2.62181548355182","0","2.63755404186495","100","0","","0","","0","","0"
"72","9282","353238","1084593","Central State Bank","Calera","AL","35040","6/30/2019","11/18/2019","SM","11025 Hwy 25","CENTRAL STATE BANCORPORATION","5","0","0","4","1","Shelby","13820","Birmingham-Hoover, AL","2/5/1916","1/1/1934","2/24/2011","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","","4.89171094784093E-02","5.37274810583217E-02","0.098292978604895","0","0","9.54801387270251E-02","0","0.124287176487791","0","0","","0","0","0","","0"
"10903","0","607146","1203769","Central State Bank","State Center","IA","50247","6/30/2019","11/18/2019","NM","109 West Main Street","STATE CENTER FINANCIAL, INC.","2","0","0","4","1","Marshall","","","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","","2.02997427580808","3.1005739667157","0","6.0675330539446","0","0","0","0","0.106360752882186","0","","0","0","0","0","0"
"1550","0","678744","2253734","Central State Bank","Elkader","IA","52043","6/30/2019","11/18/2019","SM","102 North Main Street","AJJ BANCORP, INC.","9","0","0","4","1","Clayton","","","11/12/1931","1/1/1934","1/1/2019","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.centralstate.bank","0.664043082021541","0.59732762751719","4.05265875064533","0","0","1.36372631919832","0","1.42006069916445","0.796422712599884","0.501558899281551","","0.501558899281551","0","0.806451612903226","","0"
"8487","0","152440","1095861","Central State Bank","Clayton","IL","62324","6/30/2019","11/18/2019","NM","100 West Main Street","CLAYTON BANCSHARES, INC.","4","0","0","2","1","Adams","","","5/1/1928","1/1/1934","4/20/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","St. louis","Central","Central","0","1","","4.56824644925183","2.98150111374492","9.44287063267233E-02","7.46309458720612","0","3.58658025558939","0","3.61016505108724","7.66290846550736","3.51344386221115","","3.51344386221115","5.56689805362733","0","","0"
"23030","0","703767","2935405","Central Valley Community Bank","Fresno","CA","93720","6/30/2019","11/18/2019","NM","7100 N Financial Drive, Suit","CENTRAL VALLEY COMMUNITY BANCORP","23","0","0","4","0","Fresno","23420","Fresno, CA","1/10/1980","1/10/1980","10/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Sacramento","San Francisco","Western","Western","0","0","www.cvcb.com","0.254319102780535","0.277164207614196","0","0.22772724988694","0","1.43739174163268","0.389936253899363","2.17122767008742","0.22467564755389","8.32697245159947E-02","","8.32697245159947E-02","0","0.212101573086667","0","0"
"15532","10392","163343","1416989","CentreBank","Veedersburg","IN","47987","6/30/2019","11/18/2019","NM","126-128 North Main Street","LAWRENCE L. OSBORN SCHOLARSHIP TRUST","5","0","0","4","0","Fountain","","","10/13/1917","8/7/1937","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","1.15203351370222","1.28455284552846","0","0.258076849550755","0","2.66707230504006","0","2.7977235253444","0.905106707317073","0.480192076830732","","0.480192076830732","1.02389078498294","0.185185185185185","","0"
"17764","0","876700","0","Centreville Bank","West Warwick","RI","2893","6/30/2019","11/18/2019","SB","1218 Main Street","","7","0","0","5","0","Kent","39300","Providence-Warwick, RI-MA","1/1/1888","5/24/1957","1/20/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.centrevillebank.com","0.145126156296902","0.147245544887603","0","0","0","0.228581633108621","0","0.245762162707032","0","0","","0","0","0","","0"
"7461","13498","411512","1144086","Centric Bank","Harrisburg","PA","17112","6/30/2019","11/18/2019","NM","4320 Linglestown Rd","CENTRIC FINANCIAL CORPORATION","6","0","0","4","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/1/1919","1/1/1934","3/4/2009","Stock","0","0","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.CentricBank.com","1.04206626079186","0.630214882318119","0","0.609405456269931","0.246557675530099","1.1830303030303","0","1.67283696695461","2.08032195335004","0.925925925925926","","0.925925925925926","0","3.57142857142857","","65.3674029161253"
"58158","0","3377235","4087894","CenTrust Bank, National Association","Northbrook","IL","60062","6/30/2019","11/18/2019","N","385 Waukegan Road","UNITED COMMUNITY BANCSHARES, INC.","1","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/14/2006","4/14/2006","3/1/2010","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1.52409790562705","1.07933664803434","0","2.45487111048676","0","0","0","0","2.39579332959145","0","","0","0","0","","0"
"28362","1441","83375","3632756","Century Bank","Santa Fe","NM","87501","6/30/2019","11/18/2019","NM","100 South Federal Place","CENTURY FINANCIAL SERVICES CORPORATION","9","0","0","4","1","Santa Fe","42140","Santa Fe, NM","1/1/1910","3/14/1952","12/14/2018","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Albuquerque","Kansas City","Western","West","0","1","","0.124630672185936","9.77851383546661E-02","5.63008406297928E-02","4.90242969198393E-02","0","0.426382997428515","0","0.560240267991221","0.181112872801108","0.148128784908291","","0.148128784908291","0.410396716826265","0.13950139501395","","0"
"14051","0","305648","1205491","Century Bank","Shenandoah","IA","51601","6/30/2019","11/18/2019","NM","116 South Blossom Street","CNB CORP","1","0","0","2","0","Page","","","3/12/1934","3/12/1934","12/11/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","","0","0","0","0","","0","0","0","0","0","","0","0","0","",""
"11448","11294","58636","2468275","Century Bank","Lucedale","MS","39452","6/30/2019","11/18/2019","NM","4282 Main Street","BANCORP OF LUCEDALE, INC.","10","0","1","4","0","George","","","6/1/1903","1/1/1934","6/8/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Jackson Ms","Atlanta","Southern","West","0","1","","0.905439975060286","1.0807822805078","3.844256735927","0.236171325427217","0","0.314378571276844","0","0.35233900726104","0.214890092671352","0.61343032408664","1.2035010940919","0.598419060342908","0.562759040267691","0.695814726347492","0","0"
"5015","9914","694847","1491856","Century Bank and Trust","Coldwater","MI","49036","6/30/2019","11/18/2019","NM","100 West Chicago Street","CENTURY FINANCIAL CORPORATION","11","0","0","4","0","Branch","","","1/1/1909","1/1/1934","8/9/2013","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","1.03414818846582","1.15543872857079","0","2.08656581329196","0","0.783958992914217","0","0.943618778013683","1.03813136354562","0.133654103180968","","0.133654103180968","0.138339920948617","0.123864574731627","0","0"
"147","0","944337","2043850","Century Bank and Trust","Milledgeville","GA","31061","6/30/2019","11/18/2019","NM","141 South Wayne Street","CENTURY BANCORP, INC.","2","0","0","4","0","Baldwin","","","1/1/1898","1/1/1934","1/29/2013","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","0.604716333581044","0.667295464315733","3.42770960444231E-03","0.753413479845509","0","1.22264797821922","0","1.41358204605071","0.235763511062749","0","0","0","0","0","2.30700976042591","0"
"19943","12351","377908","1111088","Century Bank and Trust Company","Somerville","MA","2145","6/30/2019","11/18/2019","NM","102 Fellsway West","CENTURY BANCORP, INC.","28","0","0","5","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","5/1/1969","5/1/1969","5/11/2010","Stock","0","1","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.centurybank.com","0.125227376890344","0.268018098076952","0","0.407897467457654","0","0.227435486611803","0.345724435422482","0.138009676663043","0.12917826600709","3.86922035209905E-02","","3.86922035209905E-02","0","3.94088669950739E-02","","0"
"35558","0","2939001","3492790","Century Bank of Florida","Tampa","FL","33612","6/30/2019","11/18/2019","SM","716 West Fletcher Avenue","CENTURY BANCSHARES OF FLORIDA, INC.","1","0","0","4","1","Hillsborough","45300","Tampa-St. Petersburg-Clearwater, FL","9/11/2000","9/11/2000","3/31/2006","Stock","0","0","FED","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","","1.02855445397497","1.1720721133997","14.4878706199461","0","0","0.384670180937455","0","0.417654944828297","0.456100342075257","0.205198358413133","","0.205198358413133","0","0.350058343057176","","0"
"35236","0","2921211","3236640","Century Bank of Georgia","Cartersville","GA","30120","6/30/2019","11/18/2019","NM","215 East Main Street","CBB BANCORP","3","0","0","4","0","Bartow","12060","Atlanta-Sandy Springs-Roswell, GA","6/29/2000","6/29/2000","11/10/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","3.27338939012664E-02","3.30481401241141E-02","0","0","0","0.150947615586739","0","0.1628861003861","3.71443429165738E-02","0","","0","0","0","","0"
"35450","0","2920287","3097458","Century Bank of Kentucky, Inc.","Lawrenceburg","KY","40342","6/30/2019","11/18/2019","NM","201 West Woodford Street","CENTURY BANCSHARES, INC.","2","0","0","4","1","Anderson","","","7/5/2000","7/5/2000","2/10/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","St. louis","Central","Southeast","0","1","","1.41315589562416","1.51790717565057","0","4.11998701087839","0","0.989932257943785","0","1.01670158174934","0","0","","0","0","0","","0"
"8296","14022","904359","1095469","Century Bank of the Ozarks","Gainesville","MO","65655","6/30/2019","11/18/2019","SM","42 Court Square","CENTURY BANCSHARES, INC.","4","0","0","2","0","Ozark","","","7/24/1894","1/1/1934","6/3/2010","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","","0.254346746150025","0.317392094953135","0","0","0","1.06127938252836","0","1.06255305447414","0","0","","0","0","0","","0"
"29700","3912","345877","4211831","Century Next Bank","Ruston","LA","71270","6/30/2019","11/18/2019","SA","505 North Vienna Street","CENTURY NEXT FINANCIAL CORPORATION","7","0","1","4","0","Lincoln","","","1/1/1905","9/14/1935","1/15/2019","Stock","0","0","OCC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","","0.307020280811232","0.293555369472138","0","0.175697270953445","0","0.479370645443024","0","0.493023381465022","0.453527229995226","0.277634961439589","0","0.315015750787539","0.304878048780488","0.335570469798658","","0"
"28860","2505","401072","0","Century Savings and Loan Association","Trinidad","CO","81082","6/30/2019","11/18/2019","SA","233 East Main St","","1","0","0","5","0","Las Animas","","","1/1/1903","9/14/1937","7/21/2011","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","centurysavings.org","2.27981846546589","2.31253371695738","0","0.276919799765683","0","3.97496504427725","","3.97496504427725","","0","","0","0","0","","0"
"30428","5322","392778","2560508","Century Savings Bank","Vineland","NJ","8360","6/30/2019","11/18/2019","SB","1376 W. Sherman Avenue","CENTURY BANCORP MHC","6","0","0","5","0","Cumberland","47220","Vineland-Bridgeton, NJ","1/1/1865","10/5/1953","12/31/2007","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","","1.79064269095636","2.11730375122516","6.67825501850398","3.79807784903989","0","0.609308401590495","0","0.633118330707725","0","0","","0","0","0","","0"
"1993","14597","75651","2696984","CerescoBank","Ceresco","NE","68017","6/30/2019","11/18/2019","NM","130 West Elm Street","CERESCO BANCORP, INC.","1","0","0","2","0","Saunders","36540","Omaha-Council Bluffs, NE-IA","9/1/1911","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","0.582202111613876","0","0","0","0","0","0","0","0.853889943074004","1.57752981916122","","1.57752981916122","1.8418688230009","0","","0"
"28263","1260","767974","3828577","Cf Bank, National Association","Worthington","OH","43085","6/30/2019","11/18/2019","N","7000 North High Street","CENTRAL FEDERAL CORPORATION","7","0","0","4","0","Franklin","18140","Columbus, OH","1/1/1892","12/24/1936","12/1/2016","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","0.367528590623613","0.493985067840616","0","1.02318368237083","0","0.36098624165645","0.445284037241938","0.348812284428162","6.78431000649251E-02","0","","0","","0","","0"
"34294","13813","2471239","3927078","CFG Community Bank","Lutherville","MD","21093","6/30/2019","11/18/2019","NM","11 W. Ridgely Road","CAPITAL FUNDING BANCORP, INC.","3","0","0","4","1","Baltimore","12580","Baltimore-Columbia-Towson, MD","12/1/1997","12/1/1997","6/18/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","1.48280354351225","1.60291113666045","0","1.60099452450376","0","5.20439636821756","0","5.87917750404868","1.22419123949363","0","","0","","0","","0"
"29672","3866","100777","3831269","CFSBANK","Charleroi","PA","15022","6/30/2019","11/18/2019","SA","101 Mckean Avenue","CHARLEROI FINANCIAL MHC","10","0","0","5","0","Washington","38300","Pittsburgh, PA","1/1/1935","4/22/1936","3/2/2015","Stock","0","0","OCC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","2.12654535812535","2.2339265622333","6.41239792130661","14.8499109641313","","0.429810548335301","0","0.438344291940632","0","4.79769710538941E-02","0.35799522673031","0","","0","","0"
"58595","0","3597211","3597220","Chain Bridge Bank, National Association","Mclean","VA","22101","6/30/2019","11/18/2019","N","1445-A Laughlin Avenue","CHAIN BRIDGE BANCORP, INC.","1","0","0","7","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","8/6/2007","8/6/2007","8/6/2007","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.chainbridgebank.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
"5615","10237","517049","1141487","Chambers Bank","Danville","AR","72833","6/30/2019","11/18/2019","NM","901 Main Street","CHAMBERS BANCSHARES, INC.","20","0","0","4","1","Yell","","","10/7/1930","1/1/1934","11/1/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","0.131623757226015","0.151831592905685","0.512441528066528","2.27000850352392E-02","0","0.192177842414169","0","0.194499688975723","0","0","","0","0","0","0","0"
"13251","0","416357","1056125","Chambers State Bank","Chambers","NE","68725","6/30/2019","11/18/2019","NM","104 E Main St","CHAMBANCO, INC.","2","0","0","2","0","Holt","","","11/1/1901","1/1/1934","9/21/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Kansas City","Western","West","0","1","","0.142453083386667","0","","0","","0","","0","0.693354264782836","0.694745983499783","","0.694745983499783","0.786627335299902","0","","0"
"57031","0","2901558","0","Champion Bank","Parker","CO","80134","6/30/2019","11/18/2019","NM","16790 Centre Court","","2","0","0","4","0","Douglas","19740","Denver-Aurora-Lakewood, CO","6/17/2002","6/17/2002","11/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.thechampionbank.com","0.780471604118233","0.781737286373654","0","1.04642101747746","","0","0","0","0","0","","0","0","0","","0"
"7356","10385","126012","1138955","Champlain National Bank","Elizabethtown","NY","12932","6/30/2019","11/18/2019","N","7558 Us Route 9","CHAMPLAIN BANK CORPORATION","10","0","0","4","0","Essex","","","1/1/1934","1/1/1934","2/4/2014","Stock","0","0","OCC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","0.292412343895458","0.343459167640305","0","0.432302829948778","0","0.420054025410037","0.194552529182879","0.441369944404363","0.140269317088811","0.120221207020918","","0.120221207020918","2.16296387850323E-02","3.63036303630363","","0"
"11570","0","748357","0","Chappell Hill Bank","Chappell Hill","TX","77426","6/30/2019","11/18/2019","NM","5060 Main Street","","1","0","0","4","0","Washington","","","1/1/1907","1/1/1934","6/17/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","0","0","0","0","","0","0","0","0","0","","0","0","0","",""
"12308","12893","866055","5193091","Charis Bank","Justin","TX","76247","6/30/2019","11/18/2019","NM","412 South Highway 156","CHARIS HOLDINGS, INC.","2","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","1/24/1907","1/1/1934","6/14/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","3.83241703118103","5.03562945368171","34.400419837313","3.58623175346909","","0","0","0","0","0.664451827242525","","0.664451827242525","0","0.775193798449612","","0"
"26602","14064","947776","3966022","Charles River Bank","Medway","MA","2053","6/30/2019","11/18/2019","SM","70 Main Street","CHARLES RIVER BANCORP, MHC","4","0","0","8","0","Norfolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1915","3/25/1986","1/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","0.52774065316473","0.572771058944589","0","0","0","0.862141357592722","0","0.984036038722457","0","0","","0","0","0","","0"
"57450","18077","3150447","1026632","Charles Schwab Bank","Henderson","NV","89074","6/30/2019","11/18/2019","SA","2360 Corp Circle Suite 400","CHARLES SCHWAB CORPORATION, THE","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","4/28/2003","4/28/2003","11/20/2017","Stock","0","1","OCC","DIF","San Francisco","WASHINGTON","Phoenix","San Francisco","Western","West","0","0","www.schwabbank.com","0.107507615122738","0.152619976259115","","","","0.152619976259115","0.275482093663912","0.144560896277557","0","0","","0","","0","0","0"
"33497","15846","1893049","1026632","Charles Schwab Premier Bank","Henderson","NV","89074","6/30/2019","11/18/2019","SA","2360 Corp Circle, # 400","CHARLES SCHWAB CORPORATION, THE","1","0","0","9","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","8/30/1991","8/30/1991","1/1/2019","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","","","","","","","","","","","","","","","","",""
"59108","0","5278251","1026632","Charles Schwab Trust Bank","Henderson","NV","89074","6/30/2019","11/18/2019","SB","2360 Corp Circle, # 400","CHARLES SCHWAB CORPORATION, THE","1","0","0","5","0","Clark","29820","Las Vegas-Henderson-Paradise, NV","7/2/2018","7/2/2018","7/7/2019","Stock","0","1","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","West","0","0","","","","","","","","","","","","","","","","",""
"33926","0","2232757","2336794","Charlevoix State Bank","Charlevoix","MI","49720","6/30/2019","11/18/2019","NM","111 State Street","CHARLEVOIX FIRST CORPORATION","7","0","0","4","1","Charlevoix","","","8/16/1994","8/16/1994","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","0.910157499911118","1.10471012147496","0","1.57627073514924","0","0.945957782254533","0","1.20643431635389","0","0","0","0","0","0","","0"
"27086","13920","1158878","1081239","Charlotte State Bank & Trust","Port Charlotte","FL","33953","6/30/2019","11/18/2019","NM","1100 Tamiami Trail","CREWS BANKING CORPORATION","7","0","0","4","1","Charlotte","39460","Punta Gorda, FL","11/3/1987","11/3/1987","8/18/2011","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Tampa","Atlanta","Southern","Southeast","0","1","www.charlottestatebankandtrust.com","0","0","0","0","0","0","0","0","0","0","","0","0","0","",""
