cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","6/30/2019","11/18/2019","NM","44 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/16/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","5174","1730","3444","96","376","0","113","","263","3058","1492","431","1135","666","0","142","524","0","524","0","524","51","0","0","524"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","6/30/2019","11/18/2019","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","2766","202","2564","60","689","0","92","0","597","2144","1033","347","764","1049","0","2","1047","0","1047","0","1047","0","592","0","1047"
"9751","0","340256","3304352","21st Century Bank","Loretto","MN","55357","6/30/2019","11/18/2019","NM","699 North Medina Street","DOLPHIN FAMILY MANAGEMENT CO.","7","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","10588","2688","7900","180","-620","0","78","","-698","5411","3377","595","1439","1689","0","492","1197","0","1197","0","1197","36","0","0","1197"
"16910","0","449430","3438051","22nd State Bank","Louisville","AL","36048","6/30/2019","11/18/2019","NM","1920 Main Street","FEB BANCSHARES, INC.","5","0","0","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","","3176","898","2278","849","61","0","203","","-142","2668","1640","193","835","-1178","0","0","-1178","0","-1178","0","-1178","354","0","0","-1178"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","6/30/2019","11/18/2019","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","5850","791","5059","439","344","0","171","0","173","3470","2162","341","967","1494","0","373","1121","0","1121","0","1121","0","0","0","1121"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","6/30/2019","11/18/2019","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","","4184","812","3372","0","518","0","140","","378","2637","1565","301","771","1253","0","274","979","0","979","0","979","64","600","32","979"
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","6/30/2019","11/18/2019","SA","6 Bowery","","6","0","1","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","7204","1694","5510","-8","906","0","130","","776","5083","2912","376","1795","1341","0","347","994","0","994","0","994","10","0","0","994"
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","6/30/2019","11/18/2019","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","1137","124","1013","0","444","0","1","","443","1398","767","110","521","59","0","16","43","0","43","0","43","0","0","0","43"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","6/30/2019","11/18/2019","SB","205 South Main St","","2","0","0","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","1545","340","1205","9","183","0","54","","129","1181","606","72","503","198","0","0","198","0","198","0","198","37","0","0","198"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","6/30/2019","11/18/2019","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/24/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","10962","3008","7954","540","779","0","323","","456","6014","3835","550","1629","2179","0","526","1653","0","1653","0","1653","0","800","0","1653"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","6/30/2019","11/18/2019","SM","6 Harrison Avenue","HOMETOWN FINANCIAL GROUP MHC","6","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","","6507","2256","4251","140","329","0","96","","233","3668","2220","301","1147","772","0","254","518","0","518","0","518","0","0","0","518"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","6/30/2019","11/18/2019","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","73","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/17/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","35465","10180","25285","4800","32191","0","21170","0","11021","39571","19361","4511","15699","13105","0","3193","9912","0","9912","0","9912","2416","0","0","9912"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","6/30/2019","11/18/2019","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","3167","751","2416","583","341","0","218","","123","1252","734","94","424","922","41","0","963","0","963","0","963","326","60","0","922"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","6/30/2019","11/18/2019","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","13164","2033","11131","375","2273","0","134","0","2139","9202","5893","863","2446","3827","0","720","3107","0","3107","0","3107","-380","398","219","3107"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","6/30/2019","11/18/2019","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","8719","1912","6807","200","806","0","145","","661","5894","3593","797","1504","1519","0","310","1209","0","1209","0","1209","-4","550","0","1209"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","6/30/2019","11/18/2019","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","","34308","4457","29851","275","5364","1031","1884","0","2449","20145","12256","3780","4109","14795","30","2858","11967","0","11967","0","11967","182","3383","0","11942.7"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","6/30/2019","11/18/2019","SM","315 North Spruce Street","ADAGE, LLC","20","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","21241","3657","17584","806","3177","394","935","","1848","14016","8345","1480","4191","5939","0","1009","4930","0","4930","0","4930","253","2500","0","4930"
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","6/30/2019","11/18/2019","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","11769","3041","8728","230","1082","0","376","","706","8031","4724","818","2489","1549","701","448","1802","0","1802","0","1802","130","0","0","1241.2"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","6/30/2019","11/18/2019","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","3634","1261","2373","0","106","0","34","","72","1112","647","106","359","1367","0","21","1346","0","1346","0","1346","-1","750","0","1346"
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","6/30/2019","11/18/2019","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","1052","215","837","0","68","0","35","","33","542","332","88","122","363","-1","8","354","0","354","0","354","-3","315","0","354.98"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","6/30/2019","11/18/2019","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","16206","2509","13697","0","2503","0","698","0","1805","12982","7107","2080","3795","3218","892","634","3476","0","3476","0","3476","239","247","0","2717.8"
"27015","13964","541307","1250138","Admirals Bank","Boston","MA","2116","6/30/2019","11/18/2019","SA","579 Boylston Street","ADMIRALS BANCORP, INC.","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","9/30/2019","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","","6338","2409","3929","-42","386","0","15","","371","8708","4047","1475","3186","-4351","0","0","-4351","0","-4351","0","-4351","256","0","0","-4351"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","6/30/2019","11/18/2019","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","3277","352","2925","5","391","0","282","","109","1346","859","103","384","1965","2","0","1967","0","1967","0","1967","-2","750","0","1965"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","6/30/2019","11/18/2019","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","","1230","195","1035","36","52","0","19","","33","572","340","91","141","479","3","1","481","0","481","0","481","-5","313","0","478"
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","6/30/2019","11/18/2019","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","8","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","10/8/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","1489","251","1238","37","227","0","171","","56","1485","781","202","502","-57","0","0","-57","0","-57","0","-57","114","0","0","-57"
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","6/30/2019","11/18/2019","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","8/4/2019","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","","8938","1528","7410","-221","230","0","56","","174","3399","1930","506","963","4462","-14","1136","3312","0","3312","0","3312","-218","0","84","3323.06"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","6/30/2019","11/18/2019","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","2760","364","2396","0","254","0","28","0","226","1500","934","256","310","1150","0","256","894","0","894","0","894","-1","1025","0","894"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","6/30/2019","11/18/2019","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","23411","5915","17496","1081","4145","0","139","0","4006","16369","11241","755","4373","4191","0","860","3331","0","3331","0","3331","-2","0","607","3331"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","6/30/2019","11/18/2019","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","6669","1821","4848","83","228","0","37","0","191","3393","1952","374","1067","1600","0","385","1215","0","1215","0","1215","-14","0","0","1215"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","6/30/2019","11/18/2019","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","395","6","389","0","2786","2786","0","","0","951","803","63","85","2224","-2","559","1663","0","1663","0","1663","0","0","0","1664.58"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","6/30/2019","11/18/2019","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","","34683","7235","27448","774","4585","0","1686","0","2899","17918","11702","1771","4445","13341","-14","3040","10287","0","10287","0","10287","466","0","0","10298.06"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","6/30/2019","11/18/2019","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","475","124","351","0","25","0","23","0","2","758","363","126","269","-382","0","0","-382","0","-382","0","-382","180","0","0","-382"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","6/30/2019","11/18/2019","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","5156","322","4834","92","239","0","160","","79","2220","1311","233","676","2761","0","0","2761","0","2761","0","2761","78","1646","0","2761"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","6/30/2019","11/18/2019","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","12060","2011","10049","60","321","86","152","","83","6334","3883","866","1585","3976","0","1210","2766","0","2766","0","2766","-25","600","0","2766"
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","6/30/2019","11/18/2019","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","","4385","330","4055","270","611","0","267","","344","2673","1550","271","852","1723","0","451","1272","0","1272","0","1272","49","546","0","1272"
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","6/30/2019","11/18/2019","SM","13216 Broadway","","2","0","0","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","","7710","861","6849","569","722","0","285","","437","3931","2326","270","1335","3071","0","662","2409","0","2409","0","2409","457","714","0","2409"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","6/30/2019","11/18/2019","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","17","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","46788","7561","39227","4017","54870","37199","874","0","16797","67659","44935","4792","17932","22421","309","5616","17114","0","17114","0","17114","4945","3000","0","16869.89"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","6/30/2019","11/18/2019","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","2491","219","2272","0","284","8","44","","232","2262","1056","302","904","294","82","0","376","0","376","0","376","-1","0","0","294"
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","6/30/2019","11/18/2019","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","12396","2922","9474","680","1064","0","876","","188","6258","3708","508","2042","3600","0","0","3600","0","3600","0","3600","192","3333","0","3600"
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","6/30/2019","11/18/2019","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","28","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","2/2/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","116091","25281","90810","2408","7126","0","991","0","6135","60529","39322","5681","15526","34999","0","7052","27947","0","27947","0","27947","798","7500","0","27947"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","6/30/2019","11/18/2019","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","5952","431","5521","0","902","10","301","","591","3951","2361","317","1273","2472","-8","0","2464","0","2464","0","2464","-45","1150","0","2472"
"11569","10383","176464","2127068","Alliance Bank","Sulphur Springs","TX","75482","6/30/2019","11/18/2019","NM","100 Jefferson Street","ALLIANCE BANCSHARES, INC.","16","0","0","4","1","Hopkins","","","6/16/1927","1/1/1934","3/6/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","alliancebank.com","16626","2643","13983","300","4831","0","1053","0","3778","14381","7242","2703","4436","4133","4","0","4137","0","4137","0","4137","68","14094","0","4133"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","6/30/2019","11/18/2019","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","2529","375","2154","90","119","0","44","","75","1445","841","137","467","738","0","212","526","0","526","0","526","42","225","0","526"
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","6/30/2019","11/18/2019","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","9/30/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","3854","832","3022","81","643","3","112","0","528","2456","1625","148","683","1128","0","38","1090","0","1090","0","1090","-2","1011","0","1090"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","6/30/2019","11/18/2019","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","0","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","14085","2002","12083","0","523","0","314","0","209","8647","5586","836","2225","3959","0","-1450","5409","0","5409","0","5409","-577","5148","0","5409"
"34566","0","2619714","3253629","Alliance Bank","Cape Girardeau","MO","63701","6/30/2019","11/18/2019","NM","217 North Kingshighway","ALLIANCE BANCSHARES, INC.","4","0","0","2","0","Cape Girardeau","16020","Cape Girardeau, MO-IL","10/23/1997","10/23/1997","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","5509","1334","4175","240","785","0","92","","693","3555","2280","445","830","1165","0","269","896","0","896","0","896","13","402","0","896"
"57733","0","3276543","5216570","Alliance Bank & Trust Company","Gastonia","NC","28054","6/30/2019","11/18/2019","NM","292 West Main Ave","PBD HOLDINGS, LLC","4","0","0","4","0","Gaston","16740","Charlotte-Concord-Gastonia, NC-SC","9/8/2004","9/8/2004","2/4/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","3436","360","3076","125","150","0","74","","76","2399","1416","179","804","702","0","161","541","0","541","0","541","364","40","0","541"
"15657","0","601658","3615441","Alliance Bank Central Texas","Waco","TX","76710","6/30/2019","11/18/2019","NM","4721 Bosque Blvd","ABCT HOLDINGS, INC.","5","0","0","4","0","Mclennan","47380","Waco, TX","3/16/1939","3/20/1939","4/5/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","6933","2100","4833","130","392","0","129","","263","4003","2323","466","1214","1092","100","379","813","0","813","0","813","-12","100","0","734"
"9631","0","924937","1406971","Alliance Community Bank","Petersburg","IL","62675","6/30/2019","11/18/2019","NM","321 North Sixth Street","AC BANCORP, INC.","4","0","0","2","1","Menard","44100","Springfield, IL","5/18/1910","1/1/1934","10/31/2018","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","","4989","616","4373","123","995","3","178","","814","3824","1887","265","1672","1421","198","16","1603","0","1603","0","1603","2","1703","0","1406.98"
"1946","11748","35057","2352253","Alliant Bank","Madison","MO","65263","6/30/2019","11/18/2019","NM","101 East Broadway","NEMO BANCSHARES, INC","5","0","0","2","1","Monroe","","","2/20/1888","1/1/1934","1/25/2013","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Columbia Mo","St. louis","Western","West","0","1","http://www.alliantbank.com","3782","615","3167","0","588","0","235","0","353","2919","1666","235","1018","836","0","0","836","0","836","0","836","-5","588","0","836"
"55130","0","2140348","3051580","Allied First Bank,sb","Oswego","IL","60543","6/30/2019","11/18/2019","SB","3201 Orchard Rd","ALLIED FIRST BANCORP, INC.","1","0","0","5","0","Kendall","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/3/1994","9/1/2001","4/27/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","1736","336","1400","0","21446","0","37","","21409","21604","13960","643","7001","1242","60","355","947","0","947","0","947","14","0","0","899.6"
"4051","0","146056","3176559","AllNations Bank","Calumet","OK","73014","6/30/2019","11/18/2019","SM","114 East Main Street","ALLNATIONS BANCORPORATION, INC.","2","0","0","2","0","Canadian","36420","Oklahoma City, OK","1/1/1901","1/1/1934","7/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","","833","52","781","635","56","0","24","","32","922","443","57","422","-720","0","-104","-616","0","-616","0","-616","238","0","0","-616"
"57803","0","3284070","1562859","Ally Bank","Sandy","UT","84070","6/30/2019","11/18/2019","SM","200 West Civic Centre Drive","ALLY FINANCIAL INC.","1","0","0","4","0","Salt Lake","41620","Salt Lake City, UT","8/2/2004","8/2/2004","9/11/2017","Stock","0","1","FED","DIF","San Francisco","WASHINGTON","Salt Lake City","San Francisco","Western","West","0","0","http://www.ally.com","4083000","1608000","2475000","495000","966000","0","5000","0","961000","1563000","536000","33000","994000","1383000","23000","339000","1067000","0","1067000","0","1067000","356000","900000","0","1048830"
"58424","0","3633173","0","Alma Bank","Astoria","NY","11102","6/30/2019","11/18/2019","NM","28-31 31st Street","","13","0","1","4","0","Queens","35620","New York-Newark-Jersey City, NY-NJ-PA","9/12/2007","9/12/2007","7/6/2017","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.almabank.com","25608","7557","18051","575","1389","0","824","0","565","16093","9637","2503","3953","2772","0","636","2136","0","2136","0","2136","138","0","0","2136"
"15426","0","224552","5188060","Almena State Bank","Almena","KS","67622","6/30/2019","11/18/2019","NM","500 Main Street","ALMENA INVESTMENTS LLC","3","0","0","2","1","Norton","","","1/1/1934","10/3/1936","7/30/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","www.almenastatebank.com","3069","1077","1992","3359","253","0","45","0","208","2236","1156","314","766","-3350","-78","-69","-3359","0","-3359","0","-3359","3274","0","0","-3282.56"
"23091","10415","260055","1061679","Alpine Bank","Glenwood Springs","CO","81601","6/30/2019","11/18/2019","NM","2200 Grand Avenue","ALPINE BANKS OF COLORADO","46","0","0","4","0","Garfield","","","4/1/1980","4/1/1980","7/12/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alpinebank.com","81646","2362","79284","0","19685","1593","4431","41","13620","61953","34119","8149","19685","37016","447","7078","30385","0","30466","-81","30385","635","9000","0","30022.93"
