cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,ntlnlsr,ntrer,ntrecosr,ntrenrsr,ntremulr,ntreresr,ntrelocr,ntreothr,idntcir,idntconr,idntcrdr,idntcoor,idntator,idntcotr,ntcomrer
"17453","0","594938","1143052","Apple River State Bank","Apple River","IL","61001","6/30/2019","11/18/2019","NM","103 North Main Street","FIRST APPLE RIVER CORPORATION","6","0","0","2","1","Jo Daviess","","","1/5/1948","6/1/1955","3/30/2008","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","-2.96308982710519E-03","-3.07574790462752E-03","-9.10678387097509E-02","0","0","0","0","0","-5.96967346184647E-03","0","","0","0","0",""
"34193","0","2467670","0","Applied Bank","Wilmington","DE","19803","6/30/2019","11/18/2019","NM","2200 Concord Pike","","2","0","0","4","1","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","7/1/1996","7/1/1996","7/14/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","6.33205251741037E-03","0","0","0","0","0","0","0","0","0.423132662668063","11.6516166618118","0","","0",""
"58296","0","3446636","4566232","Aquesta Bank","Cornelius","NC","28031","6/30/2019","11/18/2019","NM","19510 Jetton Road","AQUESTA FINANCIAL HOLDINGS, INC.","7","0","0","4","0","Mecklenburg","16740","Charlotte-Concord-Gastonia, NC-SC","8/1/2006","8/1/2006","7/13/2015","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.aquesta.com","-1.22653583617747E-02","-1.81251906921104E-03","0","-3.22306857615574E-03","0","0","0","0","-9.78891601040142E-02","0.575258147093508","","0.575258147093508","","0.575258147093508",""
"33450","12901","1872941","1203125","Arbor Bank","Nebraska City","NE","68410","6/30/2019","11/18/2019","NM","911 Central Avenue","OAKLAND FINANCIAL SERVICES, INC.","4","0","1","2","1","Otoe","","","7/1/1991","7/1/1991","5/1/2014","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","","0.044341662744135","0","0","0","0","0","0","0","0.230167801460908","8.07102502017756E-02","","8.07102502017756E-02","0.222304969071821","0",""
"3598","15820","659734","0","Arcola First Bank","Arcola","IL","61910","6/30/2019","11/18/2019","NM","127 South Oak Street","","3","0","0","2","1","Douglas","","","11/9/1874","1/1/1934","9/9/2011","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","www.arcolafb.com","0","0","0","0","0","0","0","0","0","0","","0","0","0",""
"28507","1735","120476","0","Argentine Federal Savings","Kansas City","KS","66106","6/30/2019","11/18/2019","SA","3004 Strong Ave","","2","0","0","5","0","Wyandotte","28140","Kansas City, MO-KS","1/1/1906","8/17/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","0","0","0","0","0","0","0","0","","0","","0","0","0",""
"57620","0","3187612","1206546","Arizona Bank & Trust","Phoenix","AZ","85016","6/30/2019","11/18/2019","NM","2036 East Camelback Road","HEARTLAND FINANCIAL USA, INC.","8","0","0","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","8/18/2003","8/18/2003","6/1/2018","Stock","0","1","FDIC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","Western","0","0","http://www.arizbank.com","7.93538139987731E-02","-4.92315266388714E-02","-0.2537460352182","0","0","-3.97170449399266E-02","0","-5.04324987939183E-02","0.277567811295144","1.34992014626782","18.3453237410072","0.357192759072433","2.45957080489455","-2.48292985723153E-02",""
"3858","9959","705444","1099243","Arkansas County Bank","De Witt","AR","72042","6/30/2019","11/18/2019","SM","220 W Cross Street","DEWITT FIRST BANKSHARES CORPORATION","3","0","0","2","1","Arkansas","","","4/12/1912","1/1/1934","8/24/2012","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","1","","0.247632149849198","0.320339734849705","0","0.741364785172704","0","0.331465513888236","","0.331465513888236","0","1.3116236996834","","1.3116236996834","0.903073157956526","1.44810795644815",""
"1391","16044","270353","1123728","Arlington State Bank","Arlington","MN","55307","6/30/2019","11/18/2019","NM","230 West Main Street","ARLCO, INC.","2","0","0","2","1","Sibley","","","6/4/1895","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Mankato","Minneapolis","Central","West","0","1","","-0.362494013184814","-2.34077876539135E-02","0","0","","0","0","0","0","0","","0","0","0",""
"4666","10192","983457","2107707","Armed Forces Bank, National Association","Fort Leavenworth","KS","66027","6/30/2019","11/18/2019","N","320 Kansas Avenue","DICKINSON FINANCIAL CORPORATION II","37","0","1","4","0","Leavenworth","28140","Kansas City, MO-KS","1/1/1907","1/1/1934","6/19/2015","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","0","","-0.452502664766972","-0.276075947619773","-4.2113375916292","-5.95517772654261E-02","0","-0.022762623154937","0.246117712828095","-5.01648272896661E-02","-1.66204573290458","3.74445087820884","2.08540218470705","4.7994947900221","0","5.33271586097048","0"
"28812","2407","168571","5046816","Armor Bank","Forrest City","AR","72335","6/30/2019","11/18/2019","NM","715 N Washington","BIG CREEK BANCSHARES, INC","5","0","0","4","0","Saint Francis","","","1/1/1919","12/14/1951","6/14/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","0.717405917594452","0.842809445084515","0","2.12612091408736","0","0","0","0","0","0.420757363253857","","0.420757363253857","0.506329113924051","0.314465408805031",""
"2315","0","470452","3488485","Armstrong Bank","Muskogee","OK","74401","6/30/2019","11/18/2019","NM","1215 West Okmulgee Street","IRONHORSE FINANCIAL GROUP, INC.","21","0","1","4","0","Muskogee","","","3/15/1910","1/1/1934","5/23/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.armstrong.bank","0.309170487969151","8.92307749506907E-03","0","1.88057119215676E-02","0","8.22922337115896E-03","0","8.6817140385197E-03","1.82243688691929","1.23245223779451","5.28915828335079","1.16610348251442","1.90979623156279","0.658099147586887",""
"29471","3506","269571","0","Armstrong County Building and Loan Association","Ford City","PA","16226","6/30/2019","11/18/2019","SB","935 Fifth Avenue","","1","0","0","5","0","Armstrong","38300","Pittsburgh, PA","1/1/1925","1/4/1937","2/25/2019","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","","0","0","0","0","0","0","0","0","","0","","0","","0",""
"29743","3995","351878","0","Aroostook County Federal Savings and Loan Association","Caribou","ME","4736","6/30/2019","11/18/2019","SA","43 High St","","2","0","0","5","0","Aroostook","","","7/29/1936","7/29/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Concord","Boston","Northeastern","Northeast","0","1","","0.147890133198416","0","0","0","0","0","0","0","0","1.19817121236008","","1.19817121236008","1.91959668263384","0",""
"1198","0","570558","1237447","Arrowhead Bank","Llano","TX","78643","6/30/2019","11/18/2019","NM","108 West Sandstone Street","ARROWHEAD COMPANY","5","0","0","4","1","Llano","","","3/16/1923","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","http://www.arrowheadbanktexas.com","-1.72126416180847E-03","0","0","0","","0","","0","0","-2.49854147641314E-02","","-2.49854147641314E-02","-6.38433029971239E-02","0",""
"15085","11451","591320","3137019","Arthur State Bank","Union","SC","29379","6/30/2019","11/18/2019","NM","100 East Main Street","HAO MANAGEMENT COMPANY, LLC","17","0","0","4","0","Union","","","4/1/1933","3/13/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://wwwarthurstatebank.com","9.63459789806139E-02","2.55215431014041E-03","0.236559516245252","0","0","-2.46472610173697E-02","-0.165154909406634","0","1.12438019414764","0.103999698400875","0.703676121337219","-6.68114247536329E-02","0","-0.108616845929719",""
"17123","13184","73116","0","Artisans' Bank","Wilmington","DE","19808","6/30/2019","11/18/2019","SB","2961 Centerville Road","","13","0","0","4","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","2/28/1861","7/3/1952","1/1/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","1","","-2.09648369107338E-02","-3.96631882529593E-02","0","-1.16829711291002E-02","0","-9.82359160499172E-02","-0.390304662486164","-2.69297021875308E-02","-0.073150659879911","4.55455275490513","","4.55455275490513","0","5.43377232493959","0"
"28780","2349","390372","0","Arundel Federal Savings Bank","Glen Burnie","MD","21061","6/30/2019","11/18/2019","SA","655 Crain Highway, S","","7","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","1/1/1906","7/31/1935","9/22/2019","Non-Stock","0","0","OCC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.arundelfederal.com","2.12531488237282E-02","2.12576667472785E-02","0","0","0","2.36088540154054E-02","0","2.44087927658576E-02","","0","","0","0","0",""
"8728","10375","311845","1095674","Arvest Bank","Fayetteville","AR","72701","6/30/2019","11/18/2019","SM","75 North East Street","ARVEST BANK GROUP, INC.","277","0","1","4","0","Washington","22220","Fayetteville-Springdale-Rogers, AR-MO","1/1/1871","1/1/1934","4/21/2018","Stock","0","1","FED","DIF","Dallas","DALLAS","Little Rock","St. louis","Southern","Western","0","0","www.arvest.com","0.262475904129964","1.19094002881374E-02","-1.81018226829693E-02","-2.63820582814281E-02","-0.117465390535716","4.49697136607286E-02","2.62365777592917E-02","4.76329074295106E-02","7.65091910521059E-02","1.98810223377013","4.37582579940943","1.73232962794641","0.581841043293885","2.6291661758002",""
"11343","10514","821643","1250419","Ashton State Bank","Ashton","IA","51232","6/30/2019","11/18/2019","NM","317 Third Street","ASHTON BANCSHARES, INC.","1","0","0","2","1","Osceola","","","3/1/1884","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Sioux City","Chicago","Western","Western","0","1","http://www.ashtonstatebank.com","0.065965691243984","0.030288757873184","","0.259291270527226","","0","","0","0.421310961721266","0","0","0","0","0",""
"1436","0","336950","0","Ashton State Bank","Ashton","NE","68817","6/30/2019","11/18/2019","NM","295 Center Ave.","","1","0","0","2","0","Sherman","","","12/2/1908","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","0.503819504819156","0","","0","","0","","0","0","-0.533333333333333","","-0.533333333333333","-1.76475778699374","0",""
"34759","0","2785477","2785459","Asian Bank","Philadelphia","PA","19107","6/30/2019","11/18/2019","SM","1023 Race Street","ASIAN FINANCIAL CORPORATION","2","0","0","4","0","Philadelphia","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/9/1999","6/9/1999","12/5/2016","Stock","0","0","FED","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","","-6.95208852326053E-03","-7.00941416893494E-03","0","-1.56784045655514E-03","0","-2.62276713997997E-02","0","-2.89555697051773E-02","0","0","0","","","","0"
"33013","0","1462986","0","Asian Pacific National Bank","San Gabriel","CA","91776","6/30/2019","11/18/2019","N","333 West Valley Boulevard","","2","0","0","4","1","Los Angeles","31080","Los Angeles-Long Beach-Anaheim, CA","7/25/1990","7/25/1990","2/15/2013","Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Los Angeles (North)","San Francisco","Western","Western","0","1","","0","0","0","0","0","0","0","0","0","0","","","0","",""
"3934","0","668053","3435957","Aspire Financial","Fargo","ND","58104","6/30/2019","11/18/2019","NM","5195 45th Street South","ASPIRE BANCSHARES, INC.","2","0","0","4","0","Cass","22020","Fargo, ND-MN","9/19/1905","1/1/1934","8/4/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","0.607562554960429","0.280400102906838","0","0.588033806063511","","0","0","0","1.6087331226659","0","0","0","0","0",""
