cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,IDdepsam,IDdepsmb,DEPSMRA,DEPSMRN,NTRCDSMJ,IDdeplam,IDdeplgb,DEPLGRA,DEPLGRN,TRNNIA,TRNNIN,NTRTMLGJ
"8851","0","286457","4792022","Park State Bank","Duluth","MN","55806","6/30/2019","11/18/2019","NM","2630 West Superior Street","PARK FINANCIAL GROUP, INC.","5","0","0","4","0","Saint Louis","20260","Duluth, MN-WI","6/28/1916","1/1/1934","7/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","","78733","5554","2899","251","22856","35397","61","555","2","","","3251"
"19381","10599","480059","0","Park State Bank & Trust","Woodland Park","CO","80863","6/30/2019","11/18/2019","NM","710 W Hwy 24","","1","0","0","4","1","Teller","17820","Colorado Springs, CO","3/1/1965","3/1/1965","6/5/2007","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.psbtrust.com","76856","6989","2869","183","9071","11045","27","0","0","","","511"
"34888","0","2764212","3347292","Parke Bank","Sewell","NJ","8080","6/30/2019","11/18/2019","NM","601 Delsea Drive","PARKE BANCORP, INC","8","0","1","4","0","Gloucester","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/28/1999","1/28/1999","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.parkebank.com","629356","15651","37930","1564","460604","584476","531","1483","5","","","81839"
"58796","0","3688043","3694026","Parkside Financial Bank & Trust","Clayton","MO","63105","6/30/2019","11/18/2019","NM","8112 Maryland Ave, # 101","PARKSIDE FINANCIAL, INC.","1","0","0","4","0","Saint Louis","41180","St. Louis, MO-IL","4/23/2008","4/23/2008","4/23/2008","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","","144972","2238","126","3","85494","256773","220","277","1","","","9148"
"19008","15641","1001639","1200692","Parkway Bank and Trust Company","Harwood Heights","IL","60656","6/30/2019","11/18/2019","NM","4800 North Harlem Avenue","PARKWAY BANCORP, INC.","32","0","1","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/22/1964","1/22/1964","7/22/2014","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.parkwaybank.com","1619281","53269","88775","4808","1208042","529497","770","1559","5","","","164091"
"15729","12410","335346","1129494","Partners Bank","Helena","AR","72342","6/30/2019","11/18/2019","NM","302 Cherry Street","HELENA BANCSHARES, INC.","6","0","0","2","0","Phillips","","","4/1/1940","4/1/1940","7/15/2019","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Western","0","1","","84336","5953","6284","187","24568","64017","81","334","1","","","15418"
"58588","0","3655933","0","Partners Bank of California","Mission Viejo","CA","92691","6/30/2019","11/18/2019","NM","27201 Puerta Real, # 160","","2","0","0","4","0","Orange","31080","Los Angeles-Long Beach-Anaheim, CA","11/16/2007","11/16/2007","7/15/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Orange","San Francisco","Western","Western","0","1","","78643","1390","0","0","30849","134254","163","0","0","","","2170"
"12513","10502","114149","1138713","Partners Bank of Wisconsin","Marshfield","WI","54449","6/30/2019","11/18/2019","NM","907 North Central","STRATFORD BANCSHARES, INC.","3","0","0","4","0","Wood","","","6/13/1908","1/1/1934","6/19/2017","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","","119362","9315","9956","484","44555","38017","73","3054","7","","","8854"
"10007","12896","284248","3552724","Partnership Bank","Cedarburg","WI","53012","6/30/2019","11/18/2019","NM","W61 N529 Washington Avenue","PARTNERSHIP COMMUNITY BANCSHARES, INC.","5","0","0","4","0","Ozaukee","33340","Milwaukee-Waukesha-West Allis, WI","3/1/1894","1/1/1934","7/11/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","174931","13204","7186","418","47953","87348","155","256","1","","","7329"
"14134","10324","300009","2337081","Passumpsic Savings Bank","Saint Johnsbury","VT","5819","6/30/2019","11/18/2019","SB","497 Railroad Street","PASSUMPSIC BANCORP","12","0","1","6","0","Caledonia","","","2/24/1853","3/31/1934","11/1/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","","369100","45742","32667","1534","104696","145666","186","2929","7","","","14099"
"57497","0","729310","2596776","Pathfinder Bank","Oswego","NY","13126","6/30/2019","11/18/2019","NM","214 West First Street","PATHFINDER BANCORP, INC.","11","0","0","4","0","Oswego","45060","Syracuse, NY","10/25/2002","10/25/2002","5/31/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","http://www.PATHFINDERBANK.com","510266","33786","19873","1190","251599","296849","380","4473","14","","","121539"
"1992","53533","73554","3304361","Pathway Bank","Cairo","NE","68824","6/30/2019","11/18/2019","NM","306 High Street","PATHWAY BANCORP","4","0","0","2","0","Hall","24260","Grand Island, NE","1/1/1910","1/1/1934","5/27/2010","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","","90549","6045","4520","185","44730","40108","60","0","0","","","4284"
"57416","0","3120646","1135374","Patriot Bank","Millington","TN","38053","6/30/2019","11/18/2019","SM","8376 Highway 51 North","SECURITY BANCORP OF TENNESSEE, INC.","9","0","0","4","0","Shelby","32820","Memphis, TN-MS-AR","10/9/2002","10/9/2002","4/1/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","Southeast","0","1","www.patriot-bank.com","129291","8932","8771","241","49189","151310","121","521","2","","","71134"
"33928","0","2236821","4132169","Patriot Bank, National Association","Stamford","CT","6901","6/30/2019","11/18/2019","N","900 Bedford Street","PNBK SPONSOR LLC","9","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","8/31/1994","8/31/1994","5/11/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","1","","539323","11284","24159","832","418366","206927","436","3196","9","","","65724"
"58133","0","3437166","0","Patriot Community Bank","Woburn","MA","1801","6/30/2019","11/18/2019","SM","237 Lexington Street","","1","0","0","4","0","Middlesex","14460","Boston-Cambridge-Newton, MA-NH","4/3/2006","4/3/2006","1/6/2012","Stock","0","1","FED","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","www.patriotcb.com","83574","1931","8876","246","75678","72403","103","1422","5","","","28003"
"18019","53341","297051","1057896","Patriots Bank","Garnett","KS","66032","6/30/2019","11/18/2019","NM","131 East Fourth Avenue","GARNETT BANCSHARES, INC.","6","0","0","4","1","Anderson","","","1/1/1899","6/4/1959","1/13/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","","78742","5887","3615","272","26110","26254","47","0","0","","","6820"
"12609","12689","85931","3631469","Patterson State Bank","Patterson","LA","70392","6/30/2019","11/18/2019","NM","1130 Highway 90 West","PATTERSON BANCSHARES, INC.","3","0","0","5","0","Saint Mary","","","1/1/1925","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","","108487","9319","8312","406","38160","79174","105","0","0","","","10286"
"24303","0","500658","1131899","Pavillion Bank","Richardson","TX","75080","6/30/2019","11/18/2019","NM","1200 W Campbell Road","AMTEX BANCSHARES, INC.","1","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/17/1983","1/17/1983","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","","28889","1334","1190","37","6147","36251","34","253","1","","","11308"
"9313","9854","148715","1134283","PBK BANK, INC.","Stanford","KY","40484","6/30/2019","11/18/2019","NM","120 Frontier Boulevard","COMMUNITY BANCSHARES, INC.","6","0","0","8","0","Lincoln","","","1/1/1906","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","","81618","8722","4636","274","21883","15202","32","264","1","","","1216"
"14522","0","188449","1200049","PCSB Bank","Clarinda","IA","51632","6/30/2019","11/18/2019","NM","120 East Washington St","WHITMORE COMPANY, INC.","7","0","0","2","1","Page","","","1/1/1866","6/28/1934","7/1/2013","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Chicago","Western","Western","0","1","www.wearepcsb.com","148877","12970","4999","187","30267","70511","136","508","2","","","10472"
"15995","0","24006","5079476","PCSB Bank","Brewster","NY","10509","6/30/2019","11/18/2019","NM","2477 Route 6","PCSB FINANCIAL CORPORATION","16","0","0","4","0","Putnam","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1871","7/1/1943","12/31/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","","896116","42431","57042","3156","385050","358296","520","2911","10","","","71192"
"57923","0","3348468","5010479","Peach State Bank & Trust","Gainesville","GA","30501","6/30/2019","11/18/2019","NM","325 Washington Street","PEACH STATE BANCSHARES, INC.","2","0","0","4","0","Hall","23580","Gainesville, GA","4/27/2005","4/27/2005","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Atlanta","Atlanta","Southern","Southeast","0","1","","102508","5538","5674","209","25667","100665","140","324","1","","","8347"
"11035","0","236706","2651590","Peapack-Gladstone Bank","Bedminster","NJ","7921","6/30/2019","11/18/2019","SM","500 Hills Drive Suite 300","PEAPACK-GLADSTONE FINANCIAL CORPORATION","20","0","0","4","0","Somerset","35620","New York-Newark-Jersey City, NY-NJ-PA","9/21/1921","1/1/1934","4/11/2013","Stock","0","1","FED","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.pgbank.com","1529683","54672","55763","2812","490092","2516017","1934","5155","15","","","172515"
"18132","0","723868","2184043","Pearland State Bank","Pearland","TX","77581","6/30/2019","11/18/2019","NM","2301 North Main Street","COASTAL BANCSHARES, INC.","1","0","0","5","1","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","1/6/1960","1/6/1960","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","","88752","3898","2217","89","22027","78944","77","0","0","","","26715"
"35005","0","2760102","2909554","PEDESTAL BANK","Houma","LA","70360","6/30/2019","11/18/2019","NM","1300 West Tunnell Boulevard","PEDESTAL BANCSHARES, INC.","23","0","0","4","1","Terrebonne","26380","Houma-Thibodaux, LA","1/11/1999","1/11/1999","2/20/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","http://WWW.PEDESTAL.BANK","601392","49837","22209","1160","218568","404284","649","1106","3","","","106877"
"29582","3697","515979","0","Pee Dee Federal Savings Bank","Marion","SC","29571","6/30/2019","11/18/2019","SA","106 East Court Street","","1","0","0","7","0","Marion","","","12/11/1935","12/11/1935","7/21/2011","Non-Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","","22641","2406","1233","133","6155","5849","15","0","0","","","2503"
"58483","0","3465392","0","Pegasus Bank","Dallas","TX","75209","6/30/2019","11/18/2019","NM","4515 W. Mockingbird Lane","","4","0","0","4","0","Dallas","19100","Dallas-Fort Worth-Arlington, TX","1/24/2007","1/24/2007","6/29/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://www.pegasusbankdallas.com","127807","3546","1725","36","11494","471954","449","1018","1","","","30730"
"6176","0","370020","3137082","Pendleton Community Bank, Inc.","Franklin","WV","26807","6/30/2019","11/18/2019","NM","128 North Main Street","ALLEGHENY BANCSHARES, INC.","6","0","1","4","0","Pendleton","","","10/5/1925","1/1/1934","9/30/2019","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","197269","18629","17123","722","70553","56522","127","603","2","","","11382"
"30401","5285","328777","3200463","Penn Community Bank","Doylestown","PA","18902","6/30/2019","11/18/2019","SB","3969 Durham Road","PENN COMMUNITY MUTUAL HOLDINGS INC","26","0","0","4","0","Bucks","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","1/1/1922","10/27/1949","3/22/2018","Stock","0","1","FDIC","DIF","New York","NEW YORK","Philadelphia","Philadelphia","Northeastern","Northeast","0","1","www.penncommunitybank.com","1039542","65084","118823","9038","473261","477404","712","4928","16","","","68955"
"30119","4779","805876","0","PennCrest Bank","Altoona","PA","16601","6/30/2019","11/18/2019","SB","1201 12th Street","","7","0","0","5","0","Blair","11020","Altoona, PA","1/1/1939","11/26/1940","2/29/2016","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","www.PennCrest.BANK","114494","13482","11704","538","42001","8564","21","784","2","","","2116"
"7613","9066","212018","1132896","Pennian Bank","Mifflintown","PA","17059","6/30/2019","11/18/2019","NM","2 North Main Street","FIRST COMMUNITY FINANCIAL CORPORATION","13","0","0","8","0","Juniata","","","4/19/1889","1/1/1934","6/29/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.pennianbank.com","288707","24114","32377","1117","145911","121291","141","3670","10","","","32846"
"90208","0","635907","4933320","Pentucket  Bank","Haverhill","MA","1830","6/30/2019","11/18/2019","SB","One Merrimack Street","PENTUCKET BANK HOLDINGS, MHC","6","0","1","4","0","Essex","14460","Boston-Cambridge-Newton, MA-NH","1/1/1891","10/8/1985","4/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","North Boston","Boston","Northeastern","Northeast","0","1","","360713","24745","29774","1176","166069","265158","402","10070","23","","","105252"
"22756","8951","942539","1426782","People's Bank and Trust Company of Pickett County","Byrdstown","TN","38549","6/30/2019","11/18/2019","NM","19 Courthouse Square","EMPLOYEE STOCK OWNERSHIP TRUST OF PEOPLE'S BANK AND TRUST COMPANY OF PICKETT COUNTY","1","0","0","4","0","Pickett","","","11/27/1978","11/27/1978","7/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Knoxville","Atlanta","Southern","Southeast","0","1","","79336","5543","9857","394","58932","15570","33","0","0","","","6306"
"34685","0","2661861","0","People's Bank of Commerce","Medford","OR","97504","6/30/2019","11/18/2019","NM","1528 Biddle Road","","6","0","0","4","0","Jackson","32780","Medford, OR","3/2/1998","3/2/1998","5/21/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Portland","San Francisco","Western","West","0","1","www.peoplesbank.bank","160041","8555","0","0","17915","148796","205","0","0","","","2682"
"34146","0","2396592","4096645","People's Bank of Seneca","Seneca","MO","64865","6/30/2019","11/18/2019","NM","1615 Cherokee Avenue","PBS BANCSHARES, INC.","4","0","0","4","0","Newton","27900","Joplin, MO","3/15/1996","3/15/1996","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","Kansas City","Western","West","0","1","","72375","3930","1979","62","30970","105899","85","520","1","","","7669"
"12773","10791","984379","2748995","People's Intermountain Bank","American Fork","UT","84003","6/30/2019","11/18/2019","NM","33 East Main Street","PEOPLE'S UTAH BANCORP","28","0","1","4","0","Utah","39340","Provo-Orem, UT","1/1/1913","1/1/1934","11/11/2019","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","","1079702","75899","37259","1751","138321","865719","1256","3067","8","","","40529"
"27334","18027","613307","3650152","People's United Bank, National Association","Bridgeport","CT","6604","6/30/2019","11/18/2019","N","850 Main Street","PEOPLE'S UNITED FINANCIAL, INC.","414","0","1","4","0","Fairfield","14860","Bridgeport-Stamford-Norwalk, CT","7/6/1988","7/6/1988","4/1/2019","Stock","0","1","OCC","DIF","New York","NEW YORK","Hartford","New York","Northeastern","Northeast","0","0","www.peoples.com","19998719","1474010","2482259","248879","6849550","17315989","15575","39619","117","","","1598379"
"58597","0","3548763","0","PeopleFirst Bank","Joliet","IL","60435","6/30/2019","11/18/2019","NM","3100 Theodore Street","","2","0","0","4","0","Will","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/8/2007","1/8/2007","10/1/2009","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.peoplefirstbank.com","65160","2067","1176","19","30420","45180","49","0","0","","","7916"
