cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,webaddr,numemp,asset,chbal,chbali,sc,frepo,lnlsnet,lnatres,trade,bkprem,ore,intan,idoa,liabeq,liab,dep,depi,depdom,iddepinr,frepp,tradel,idobrmtg,subnd,idoliab,eqtot,eq,eqpp,eqcs,eqsur,equptot,eqconsub,nclnls,NCGTYPAR,oaienc,ernast,asstlt,asset5,asset2,RWAJT,AVASSETJ,OALIFINS,OALIFGEN,OALIFSEP,Oalifhyb,voliab,lnexamt,othbfhlb,lnlssale,ucln,RBCT1J,RBCT2,uc,obsdir
"13130","0","427241","1401154","The Friendship State Bank","Friendship","IN","47021","6/30/2019","11/18/2019","SM","5908 E Main Street","FRIENDSHIP BANCORP","8","0","0","5","0","Ripley","","","10/26/1912","1/1/1934","1/1/2016","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","118","385691","17108","10516","51745","11313","284764","2716","0","7765","0","3092","9904","385691","344618","342348","303872","342348","68.2057389923438","0","0","0","0","2270","41073","41073","0","300","16988","23785","0","157","0","1554","358338","197186","376818.67","378674.5","225721","379851","4843","4843","0","0","29322","1005","0","0","26909","38023","2716","26909","0"
"8074","10656","465243","1210011","The Garrett State Bank","Garrett","IN","46738","6/30/2019","11/18/2019","SM","120 West King Street","G.S.B. FINANCIAL CORPORATION","4","0","0","5","1","De Kalb","","","11/1/1893","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","","40","252219","15248","13176","51923","0","179340","1978","0","2778","86","0","2844","252219","225379","209452","169574","209452","65.5118275567518","0","0","14721","0","1206","26840","26840","0","600","3300","22940","0","1680","0","1145","244439","123366","243034.67","244924","141684","241943","145","145","0","0","7022","620","14721","0","14578","25521","1773","14578","0"
"16472","0","999355","0","The Gary State Bank","Gary","MN","56545","6/30/2019","11/18/2019","NM","112 Main Ave","","1","0","0","2","1","Norman","","","8/17/1946","8/17/1946","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","","5","14733","3165","2708","0","0","11239","287","0","10","0","0","319","14733","12743","10534","7476","10534","100","50","0","2138","0","21","1990","1990","0","25","1825","140","0","19","0","173","13947","1064","14187","14301","11277","13990","0","0","0","0","1450","127","2138","0","192","1990","143","192","0"
"2285","12949","504311","1071388","The Genoa Banking Company","Genoa","OH","43430","6/30/2019","11/18/2019","SM","801 Main Street","GENBANC, INC.","8","0","0","4","0","Ottawa","45780","Toledo, OH","9/9/1902","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","105","386173","10289","3508","52889","5300","296057","2548","0","9662","127","0","11849","386173","354027","330787","262020","330787","82.5819573048377","4892","0","14162","0","4186","32146","32146","0","438","1001","30707","0","270","0","1513","357754","211550","382575.67","385517","266158","383977","7318","7318","0","0","32779","3637","14162","2767","59061","31928","2548","59061","0"
"2154","0","305237","0","The Geo. D. Warthen Bank","Sandersville","GA","31082","6/30/2019","11/18/2019","NM","216 North Harris Street","","1","0","0","8","0","Washington","","","1/1/1871","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Savannah","Atlanta","Southern","Southeast","0","1","","37","182905","23939","22065","34581","0","110048","1012","0","5431","1678","0","7228","182905","165995","164532","102564","164532","63.5411035044132","0","0","0","0","1463","16910","16910","0","400","10100","6410","0","2094","0","731","166694","73353","182707.33","185971.5","117524","185992","4613","4613","0","0","4922","742","0","0","6313","16415","1011","6313","0"
"899","0","663638","3420702","The Gerber State Bank","Argenta","IL","62501","6/30/2019","11/18/2019","NM","110 East Elm Street","GERBER BANCSHARES, INC.","2","0","0","2","1","Macon","19500","Decatur, IL","10/1/1887","1/1/1934","1/9/2007","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","19","76456","5998","5197","35873","0","33599","407","0","225","0","0","761","76456","66941","64933","58034","64933","82.443746729461","1904","0","0","0","104","9515","9515","0","1191","1509","6815","0","16","0","688","74669","27221","77181.67","76479.5","39369","76603","0","0","0","0","5285","1204","0","0","4732","9402","407","4732","0"
"10467","0","557438","1916920","The Gifford State Bank","Gifford","IL","61847","6/30/2019","11/18/2019","NM","304 South Main Street","GIFFORD BANCORP, INC. EMPLOYEE STOCK OWNERSHIP PLAN","4","0","0","2","1","Champaign","16580","Champaign-Urbana, IL","1/1/1885","1/1/1934","7/9/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Champaign","Chicago","Central","Central","0","1","","38","152982","3922","0","3085","9980","124248","2355","0","6655","504","0","4588","152982","137374","128800","107354","128800","91.6920784934472","0","0","7500","0","1074","15608","15608","0","200","1675","13733","0","4547","0","1280","137313","6513","153640.33","153635","127109","150504","2947","2947","0","0","12582","445","7500","0","15988","15618","1598","15988","0"
"27567","0","508270","0","The Glen Burnie Mutual Savings Bank","Glen Burnie","MD","21061","6/30/2019","11/18/2019","SB","1 Crain Highway, S","","1","0","0","5","0","Anne Arundel","12580","Baltimore-Columbia-Towson, MD","5/5/1896","8/8/1989","3/31/2006","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","4","99443","17425","10488","2240","1484","77759","364","0","70","0","0","465","99443","91850","91126","91126","91126","96.5139974064751","0","0","0","0","724","7593","7593","0","0","0","7593","0","865","0","257","91971","77808","98579.33","99113","46063","99484","0","0","0","0","0","1511","0","0","1342","7593","364","1342","0"
"10236","15739","821157","1123803","The Goose River Bank","Mayville","ND","58257","6/30/2019","11/18/2019","NM","44 Main Street West","GOOSE RIVER HOLDING COMPANY","3","0","0","2","1","Traill","","","10/27/1881","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.gooseriverbank.com","28","116480","5278","3547","14591","0","92967","1000","0","1351","20","0","2273","116479","103864","101748","77254","101748","84.0557655490648","1795","0","0","0","321","12615","12615","0","150","4050","8415","0","405","0","1601","111105","12414","118052","116269","110222","115808","445","0","0","445","5041","0","0","0","26669","12444","1000","26669","0"
"17114","0","745150","0","The Gorham State Bank","Gorham","KS","67640","6/30/2019","11/18/2019","NM","129 Market Street","","2","0","0","2","0","Russell","","","1/1/1905","6/2/1952","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","","7","29325","6082","4474","627","3243","18660","237","0","276","0","0","437","29325","25844","25793","18144","25793","92.6910556502868","0","0","0","0","51","3481","3481","200","50","300","2931","0","777","0","373","27004","525","29726","29633","19139","29560","0","0","0","0","0","69","0","0","464","3481","237","464","0"
"3232","0","272151","1137257","The Granger National Bank","Granger","TX","76530","6/30/2019","11/18/2019","N","201 West Davilla","GRANGER BANCSHARES, INC.","1","0","0","2","0","Williamson","12420","Austin-Round Rock, TX","3/8/1920","1/1/1934","6/1/2010","Stock","0","0","OCC","DIF","Dallas","DALLAS","Austin","Dallas","Southern","West","0","1","","7","31853","6009","5624","15589","0","8752","210","0","53","0","0","1450","31853","26070","25997","18900","25997","92.6575173951486","0","0","0","0","73","5783","5783","0","155","155","5473","0","89","0","210","29965","12164","31941.67","31842.5","15056","31215","1106","1106","0","0","788","198","0","0","917","5627","188","917","0"
"11953","12008","718538","1131750","The Grant County Bank","Petersburg","WV","26847","6/30/2019","11/18/2019","NM","3 North Main Street","HIGHLANDS BANKSHARES, INC.","7","0","0","4","0","Grant","","","8/6/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Atlanta","ATLANTA","Scott Depot","Richmond","Northeastern","Northeast","0","1","","76","258210","9352","6049","18007","4996","207624","2030","0","7708","1021","1572","7930","258210","224563","213270","157781","213270","90.2280756004086","0","0","5875","0","5418","33647","33647","0","500","7431","25716","0","4256","0","843","236676","48746","259220.33","258874.5","198767","259726","5048","5048","0","0","16295","337","5875","0","23921","35825","2030","23921","0"
"13983","0","560830","1206171","The Granville National Bank","Granville","IL","61326","6/30/2019","11/18/2019","N","328 South Mccoy Street","GRANVILLE BANCSHARES, INC.","2","0","0","8","0","Putnam","","","2/27/1934","2/27/1934","1/22/2016","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","","17","87424","16165","13427","32358","0","36944","506","0","294","102","774","787","87424","76906","76543","62088","76543","90.5898637972237","0","0","0","0","363","10518","10518","0","50","2174","8294","0","196","0","391","82729","34674","87606.67","87935.5","34974","86484","0","0","0","0","887","2779","0","0","1822","9431","440","1822","0"
"14863","12381","557317","1140640","The Gratz Bank","Gratz","PA","17030","6/30/2019","11/18/2019","NM","32 West Market Street","GNB FINANCIAL SERVICES, INC.","5","0","0","8","0","Dauphin","25420","Harrisburg-Carlisle, PA","11/3/1934","11/3/1934","10/31/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","www.gratzbank.com","53","344571","28397","18907","59427","6294","234631","2602","0","3322","100","2342","10058","344571","311665","305256","255581","305256","78.0865843642943","0","0","3560","0","2849","32906","32906","0","150","12842","19914","0","1864","0","1183","319259","114315","337610.67","339155.5","240802","334462","6688","5538","0","1150","23012","2617","3560","0","40270","29952","2631","40270","0"
"11623","13014","576644","3618536","The Greenwood's State Bank","Lake Mills","WI","53551","6/30/2019","11/18/2019","NM","365 West Tyranena Park Road","GREENWOODS FINANCIAL GROUP, INC.","8","0","0","4","0","Jefferson","","","10/22/1883","1/1/1934","5/17/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Milwaukee","Chicago","Central","Central","0","1","","61","292623","17783","13795","15799","2658","233055","2161","0","5974","0","8280","9074","292623","258132","251678","193219","251678","83.718059155813","0","0","4789","0","1665","34491","34491","0","325","14014","20152","0","977","0","814","265307","35704","219840.33","240071.5","237259","241273","3785","3785","0","0","7818","7418","4789","0","45680","25943","2161","45680","5448"
"18194","10540","831008","0","The Guilford Savings Bank","Guilford","CT","6437","6/30/2019","11/18/2019","SB","One Park Street","","6","0","0","4","0","New Haven","35300","New Haven-Milford, CT","12/6/1875","7/1/1960","3/20/2014","Non-Stock","0","0","FDIC","DIF","New York","NEW YORK","Hartford","Boston","Northeastern","Northeast","0","1","","123","821546","47878","42387","112820","0","611851","6156","0","12144","250","2409","34194","821546","722713","638869","571668","638869","82.4278960143856","0","0","76607","0","7237","98833","98833","0","0","0","98833","0","3709","0","2190","767058","438932","804564","813271.5","598032","805499","22650","19111","0","3539","135917","4982","76607","0","108174","98039","6156","108174","76000"
"11259","11014","502559","1052387","The Gunnison Bank and Trust Company","Gunnison","CO","81230","6/30/2019","11/18/2019","SM","232 West Tomichi Avenue","LINDOE, INC.","2","0","0","4","0","Gunnison","","","12/23/1910","1/1/1934","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","","36","107090","13087","8007","7908","0","82286","987","0","2629","0","0","1180","107090","96987","96321","49924","96321","86.9788099537181","0","0","8","0","658","10103","10103","0","510","2112","7481","0","0","0","299","98201","36186","101546.67","103256.5","78587","100269","0","0","0","0","1287","753","8","638","11770","10114","982","11770","643"
"17451","0","747257","1064513","The Halstead Bank","Halstead","KS","67056","6/30/2019","11/18/2019","SM","314 Main Street","WILLIAMS HOLDING COMPANY, INC.","5","0","0","2","1","Harvey","48620","Wichita, KS","3/10/1882","6/8/1955","4/1/2009","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Wichita","Kansas City","Western","Western","0","1","","29","120024","6719","3063","9506","3150","94474","1231","0","2834","70","0","3271","120024","108819","107168","82808","107168","72.7652589165796","0","0","1321","0","330","11205","11205","0","120","5140","5945","0","199","0","894","110193","23124","119490.67","119966","98163","119228","1860","1860","0","0","5131","140","1321","564","14396","11182","1227","14396","1436"
"15606","11974","723550","1854303","The Hamilton Bank","Hamilton","MO","64644","6/30/2019","11/18/2019","NM","111 North Davis Street","PRISM GROUP, INC.","3","0","0","2","1","Caldwell","28140","Kansas City, MO-KS","6/11/1938","6/11/1938","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","","18","80389","4788","3189","24100","462","49634","313","0","573","14","0","818","80389","72232","72147","57369","72147","81.5875477759929","0","0","0","0","85","8157","8157","0","150","200","7807","0","1133","22","658","77385","22124","79283.33","80282","58749","80179","0","0","0","0","2668","633","0","0","4523","7951","313","4523","0"
"14920","15867","887827","0","The Hamler State Bank","Hamler","OH","43524","6/30/2019","11/18/2019","SM","210 Randolph Street","","1","0","0","2","1","Henry","","","1/1/1921","12/15/1934","3/9/2017","Stock","0","0","FED","DIF","Chicago","CHICAGO","Columbus","Cleveland","Central","Central","0","1","","8","84663","2390","160","20247","4207","56478","530","0","613","0","0","728","84663","71216","68873","61379","68873","90.9106678230703","0","0","2036","0","307","13447","13447","0","343","840","12264","0","21","0","468","81092","49498","83177","84053.5","58923","84070","0","0","0","0","1787","550","2036","0","7328","13426","530","7328","0"
"24015","10119","533124","2008130","The Harbor Bank of Maryland","Baltimore","MD","21201","6/30/2019","11/18/2019","NM","25 West Fayette Street","HARBOR BANKSHARES CORPORATION","7","0","0","4","0","Baltimore City","12580","Baltimore-Columbia-Towson, MD","9/13/1982","9/13/1982","1/1/2016","Stock","0","0","FDIC","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","","69","295331","41148","36722","32618","4224","205955","2192","0","2511","0","0","8875","295331","274428","270959","217553","270959","63.9297558533722","0","0","0","0","3469","20903","20903","0","1432","27078","-7607","0","4247","0","1234","279519","86482","289296.67","292766.5","214920","290787","5889","4523","0","1366","39704","1428","0","0","20464","20191","2437","20464","0"
"20993","9903","526854","1097838","The Hardin County Bank","Savannah","TN","38372","6/30/2019","11/18/2019","SM","235 Wayne Road","HARDIN COUNTY BANCSHARES, INC.","5","0","0","4","0","Hardin","","","3/12/1973","3/12/1973","9/9/2016","Stock","0","1","FED","DIF","Dallas","DALLAS","Nashville","St. louis","Southern","Southeast","0","1","www.hardincountybank.com","95","509859","10438","7707","52943","0","410631","4558","0","11930","3452","163","20302","509859","462141","442844","370174","442844","86.5474608715235","0","0","11500","0","7797","47718","47718","0","1025","14450","32243","0","3778","0","2876","471281","109062","502891.67","507207.5","443685","510386","8213","5885","2328","0","55670","1378","11500","172","72792","48030","4558","72792","0"
