"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
60164,6/30/2019 0:00:00,14636,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1996092.00,0.00,1996092.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,182037.00,0.00,182037.00,0.00,0.00,0.00,2178129.00,2178129.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,2.00,139.00,98.00,0.00,0.00,0.00,0.00,0.00,0.00,465.00
60165,6/30/2019 0:00:00,14637,0.00,0.00,0.00,0.00,0.00,0.00,435768.00,435768.00,0.00,0.00,0.00,0.00,1896893.00,0.00,1896893.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,417355.00,0.00,417355.00,0.00,0.00,0.00,3344266.00,3344266.00,0.00,594250.00,0.00,594250.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00
60167,6/30/2019 0:00:00,14639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,141.00
60175,6/30/2019 0:00:00,14647,0.00,0.00,0.00,0.00,0.00,0.00,231012.00,231012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,231012.00,231012.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,58.00
60184,6/30/2019 0:00:00,14656,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,772360.00,0.00,772360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,772360.00,772360.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,25.00
60186,6/30/2019 0:00:00,14658,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230811.00,0.00,2230811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2230811.00,2230811.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,165.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00
60189,6/30/2019 0:00:00,14661,0.00,0.00,0.00,0.00,0.00,0.00,250566.00,250566.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,194153.00,194153.00,0.00,340348.00,0.00,340348.00,0.00,0.00,0.00,9854564.00,9854564.00,0.00,9263650.00,0.00,9263650.00,27.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,4.00,0.00,16.00,0.00,16.00,11.00,0.00,1.00,0.00,11.00,27.00,280.00,90.00,0.00,3.00,0.00,0.00,0.00,3.00,391.00
60190,6/30/2019 0:00:00,14662,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,137.00
60198,6/30/2019 0:00:00,14668,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,31.00
60201,6/30/2019 0:00:00,14671,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,52.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,60.00
60205,6/30/2019 0:00:00,14675,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7633.00,7633.00,0.00,1832630.00,0.00,1832630.00,0.00,0.00,0.00,1840263.00,1840263.00,0.00,56640.00,0.00,56640.00,78223.00,0.00,78223.00,9205521.00,9205521.00,0.00,9070658.00,0.00,9070658.00,71.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,10.00,0.00,55.00,0.00,55.00,16.00,0.00,8.00,0.00,16.00,71.00,342.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,1629.00
60207,6/30/2019 0:00:00,14677,0.00,0.00,0.00,0.00,0.00,0.00,7449125.00,7449125.00,0.00,243435.00,243435.00,0.00,10719673.00,0.00,10719673.00,0.00,0.00,0.00,214300.00,0.00,214300.00,0.00,0.00,0.00,214300.00,214300.00,0.00,1408390.00,0.00,1408390.00,0.00,0.00,0.00,20028619.00,20028619.00,0.00,207996.00,0.00,207996.00,5.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,1.00,5.00,1.00,0.00,3.00,0.00,1.00,6.00,505.00,396.00,0.00,0.00,0.00,0.00,0.00,0.00,1323.00
60212,6/30/2019 0:00:00,14681,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
60213,6/30/2019 0:00:00,14682,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1688518.00,0.00,1688518.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1688518.00,1688518.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
60215,6/30/2019 0:00:00,14684,0.00,0.00,0.00,0.00,0.00,0.00,944124.00,944124.00,0.00,0.00,0.00,0.00,724354.00,0.00,724354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,163629.00,0.00,163629.00,0.00,0.00,0.00,2427457.00,2427457.00,0.00,595350.00,0.00,595350.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,149.00,161.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00
60216,6/30/2019 0:00:00,14685,0.00,0.00,0.00,0.00,0.00,0.00,13654310.00,13654310.00,0.00,5359036.00,5359036.00,0.00,1777174.00,0.00,1777174.00,290000.00,290000.00,0.00,1410987.00,0.00,1410987.00,0.00,0.00,0.00,6480305.00,6480305.00,0.00,5695337.00,0.00,5695337.00,1447701.00,0.00,1447701.00,47701258.00,47701258.00,0.00,19767700.00,0.00,19767700.00,360.00,13.00,4.00,25.00,0.00,0.00,123.00,4.00,41.00,8.00,187.00,13.00,200.00,144.00,0.00,13.00,0.00,173.00,373.00,2560.00,912.00,14.00,0.00,0.00,0.00,0.00,0.00,5599.00
60221,6/30/2019 0:00:00,14689,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60238,6/30/2019 0:00:00,14704,0.00,0.00,0.00,0.00,0.00,0.00,50858296.00,50858296.00,0.00,0.00,0.00,0.00,60483482.00,0.00,60483482.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126441656.00,126441656.00,0.00,15099878.00,0.00,15099878.00,88.00,18.00,0.00,0.00,0.00,0.00,1.00,1.00,72.00,14.00,86.00,18.00,101.00,2.00,0.00,13.00,3.00,2.00,106.00,641.00,2326.00,2.00,0.00,0.00,0.00,0.00,0.00,539.00
60239,6/30/2019 0:00:00,14705,0.00,0.00,0.00,0.00,0.00,0.00,4827685.00,4827685.00,0.00,0.00,0.00,0.00,10613427.00,0.00,10613427.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,381187.00,0.00,381187.00,25309211.00,25309211.00,0.00,9486912.00,0.00,9486912.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,734.00,292.00,0.00,0.00,0.00,0.00,0.00,0.00,596.00
60242,6/30/2019 0:00:00,14708,0.00,0.00,0.00,0.00,0.00,0.00,361546.00,361546.00,0.00,3662.00,3662.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45000.00,45000.00,0.00,58705.00,0.00,58705.00,725.00,0.00,725.00,424638.00,424638.00,0.00,0.00,0.00,0.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,1.00,3.00,2.00,1.00,2.00,0.00,3.00,6.00,142.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,151.00
60247,6/30/2019 0:00:00,14712,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1347974.00,0.00,1347974.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,872.00,0.00,872.00,0.00,0.00,0.00,1544717.00,1544717.00,0.00,195871.00,0.00,195871.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
60251,6/30/2019 0:00:00,14716,0.00,0.00,0.00,0.00,0.00,0.00,380188.00,380188.00,0.00,0.00,0.00,0.00,2144101.00,0.00,2144101.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196146.00,0.00,196146.00,0.00,0.00,0.00,3605115.00,3605115.00,0.00,884680.00,0.00,884680.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,277.00
60255,6/30/2019 0:00:00,14720,0.00,0.00,0.00,0.00,0.00,0.00,36194796.00,36194796.00,0.00,0.00,0.00,0.00,53047402.00,0.00,53047402.00,0.00,0.00,0.00,83101.00,0.00,83101.00,0.00,0.00,0.00,792677.00,792677.00,0.00,12501308.00,0.00,12501308.00,0.00,0.00,0.00,130699158.00,130699158.00,0.00,28955652.00,0.00,28955652.00,149.00,7.00,0.00,0.00,0.00,0.00,19.00,3.00,30.00,3.00,86.00,7.00,66.00,63.00,0.00,9.00,1.00,46.00,156.00,1426.00,1380.00,0.00,0.00,0.00,0.00,0.00,0.00,1463.00
60261,6/30/2019 0:00:00,14725,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
60263,6/30/2019 0:00:00,14727,0.00,0.00,0.00,0.00,0.00,0.00,558181.00,558181.00,0.00,0.00,0.00,0.00,457998.00,0.00,457998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,78347.00,0.00,78347.00,0.00,0.00,0.00,1094526.00,1094526.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,147.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
60264,6/30/2019 0:00:00,14728,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.00
60268,6/30/2019 0:00:00,14731,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,7.00
60269,6/30/2019 0:00:00,14732,0.00,0.00,0.00,0.00,0.00,0.00,180507084.00,180507084.00,0.00,45127812.00,45127812.00,0.00,414561738.00,0.00,414561738.00,283794.00,283794.00,0.00,90221308.00,0.00,90221308.00,0.00,0.00,0.00,116243138.00,116243138.00,0.00,18361.00,0.00,18361.00,6157252.00,0.00,6157252.00,724558306.00,724558306.00,0.00,78186059.00,0.00,78186059.00,655.00,1.00,14.00,48.00,0.00,0.00,77.00,0.00,203.00,0.00,506.00,1.00,507.00,87.00,0.00,122.00,1.00,149.00,656.00,15991.00,19674.00,15.00,4.00,0.00,0.00,0.00,4.00,2347.00
60275,6/30/2019 0:00:00,14737,0.00,0.00,0.00,0.00,0.00,0.00,11657455.00,11657455.00,0.00,0.00,0.00,0.00,75166204.00,0.00,75166204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,698193.00,237926.00,460267.00,16075444.00,0.00,16075444.00,0.00,0.00,0.00,104694201.00,104694201.00,0.00,1795098.00,0.00,1795098.00,29.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,26.00,0.00,26.00,0.00,26.00,0.00,0.00,0.00,0.00,3.00,29.00,1614.00,2303.00,0.00,0.00,0.00,0.00,0.00,0.00,241.00
60279,6/30/2019 0:00:00,14740,0.00,0.00,0.00,0.00,0.00,0.00,1305440.00,1305440.00,0.00,0.00,0.00,0.00,44758944.00,0.00,44758944.00,2750.00,2750.00,0.00,2572.00,0.00,2572.00,702.00,0.00,702.00,285086.00,285086.00,0.00,63930.00,0.00,63930.00,217512.00,0.00,217512.00,46913977.00,46913977.00,0.00,568151.00,0.00,568151.00,139.00,2.00,2.00,2.00,0.00,0.00,48.00,0.00,0.00,0.00,105.00,2.00,106.00,23.00,0.00,53.00,2.00,30.00,141.00,360.00,214.00,0.00,4.00,7.00,0.00,0.00,11.00,865.00
60283,6/30/2019 0:00:00,14744,0.00,0.00,0.00,0.00,0.00,0.00,252607.00,252607.00,0.00,0.00,0.00,0.00,947180.00,0.00,947180.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1260508.00,1260508.00,0.00,60721.00,0.00,60721.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
60293,6/30/2019 0:00:00,14752,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
60295,6/30/2019 0:00:00,14754,0.00,0.00,0.00,0.00,0.00,0.00,175474.00,175474.00,0.00,0.00,0.00,0.00,2034454.00,0.00,2034454.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,184703.00,0.00,184703.00,0.00,0.00,0.00,2394631.00,2394631.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,4.00,4.00,88.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,110.00
60298,6/30/2019 0:00:00,14757,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
60299,6/30/2019 0:00:00,14758,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00
60302,6/30/2019 0:00:00,14759,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,124.00
60304,6/30/2019 0:00:00,14761,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1890851.00,0.00,1890851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2147051.00,2147051.00,0.00,256200.00,0.00,256200.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,116.00
60307,6/30/2019 0:00:00,14764,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1036902.00,0.00,1036902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1036902.00,1036902.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,70.00
60325,6/30/2019 0:00:00,14781,0.00,0.00,0.00,0.00,0.00,0.00,286106.00,286106.00,0.00,0.00,0.00,0.00,2859146.00,0.00,2859146.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1340514.00,0.00,1340514.00,0.00,0.00,0.00,5466785.00,5466785.00,0.00,981019.00,0.00,981019.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,145.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00
60327,6/30/2019 0:00:00,14783,0.00,0.00,0.00,0.00,0.00,0.00,60956.00,60956.00,0.00,0.00,0.00,0.00,563013.00,0.00,563013.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,508.00,0.00,508.00,625234.00,625234.00,0.00,757.00,0.00,757.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,75.00
60334,6/30/2019 0:00:00,14788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
60335,6/30/2019 0:00:00,14789,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2446539.00,0.00,2446539.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,70000.00,70000.00,0.00,0.00,0.00,0.00,1702566.00,0.00,1702566.00,4149105.00,4149105.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,4.00,0.00,4.00,5.00,0.00,0.00,0.00,5.00,9.00,316.00,5.00,0.00,2.00,0.00,0.00,0.00,2.00,207.00
60337,6/30/2019 0:00:00,14790,0.00,0.00,0.00,0.00,0.00,0.00,20068154.00,20068154.00,0.00,2164088.00,2164088.00,0.00,135198478.00,0.00,135198478.00,0.00,0.00,0.00,5361201.00,0.00,5361201.00,0.00,0.00,0.00,18642184.00,18642184.00,0.00,452106.00,0.00,452106.00,12987593.00,3340317.00,16327910.00,204696576.00,201356259.00,3340317.00,30485840.00,0.00,30485840.00,904.00,0.00,38.00,153.00,0.00,0.00,0.00,0.00,538.00,0.00,544.00,0.00,544.00,169.00,0.00,0.00,0.00,360.00,904.00,1634.00,3256.00,6.00,0.00,0.00,0.00,0.00,0.00,1841.00
60345,6/30/2019 0:00:00,14798,0.00,0.00,0.00,0.00,0.00,0.00,1447153.00,1447153.00,0.00,0.00,0.00,0.00,1583640.00,0.00,1583640.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121231.00,0.00,121231.00,0.00,0.00,0.00,3152024.00,3152024.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,227.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,841.00
