"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
64568,6/30/2019 0:00:00,18796,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00
64576,6/30/2019 0:00:00,18804,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
64578,6/30/2019 0:00:00,18806,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,84.00
64593,6/30/2019 0:00:00,18821,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433713.00,0.00,433713.00,433713.00,433713.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
64594,6/30/2019 0:00:00,18822,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
64598,6/30/2019 0:00:00,18826,0.00,0.00,0.00,0.00,0.00,0.00,2295648.00,2295648.00,0.00,19274.00,19274.00,0.00,11363574.00,0.00,11363574.00,0.00,0.00,0.00,32177.00,0.00,32177.00,0.00,0.00,0.00,1134290.00,1134290.00,0.00,19418.00,0.00,19418.00,0.00,0.00,0.00,21562876.00,21562876.00,0.00,7864962.00,0.00,7864962.00,24.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,9.00,0.00,24.00,0.00,24.00,0.00,0.00,1.00,0.00,0.00,24.00,342.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00,1377.00
64603,6/30/2019 0:00:00,18831,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21547.00,0.00,21547.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,399383.00,399383.00,0.00,377836.00,0.00,377836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83.00
64606,6/30/2019 0:00:00,18834,0.00,0.00,0.00,0.00,0.00,0.00,16621306.00,16621306.00,0.00,0.00,0.00,0.00,45297664.00,0.00,45297664.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1194709.00,0.00,1194709.00,2160460.00,0.00,2160460.00,65274139.00,65274139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,750.00,316.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00
64621,6/30/2019 0:00:00,18849,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28690.00,0.00,28690.00,0.00,0.00,0.00,28690.00,28690.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,126.00
64644,6/30/2019 0:00:00,18872,0.00,0.00,0.00,0.00,0.00,0.00,296926.00,296926.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13447.00,0.00,13447.00,0.00,0.00,0.00,310373.00,310373.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,65.00
64645,6/30/2019 0:00:00,18873,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201181.00,0.00,201181.00,201181.00,201181.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
64652,6/30/2019 0:00:00,18880,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,483705.00,0.00,483705.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3357.00,0.00,3357.00,202017.00,0.00,202017.00,689079.00,689079.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,134.00
64655,6/30/2019 0:00:00,18883,0.00,0.00,0.00,0.00,0.00,0.00,2217315.00,2217315.00,0.00,0.00,0.00,0.00,6264558.00,0.00,6264558.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,623804.00,0.00,623804.00,0.00,0.00,0.00,9846465.00,9846465.00,0.00,740788.00,0.00,740788.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,5.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00,0.00,7.00,317.00,152.00,0.00,0.00,0.00,0.00,0.00,0.00,461.00
64660,6/30/2019 0:00:00,18888,0.00,0.00,0.00,0.00,0.00,0.00,1036635.00,1036635.00,0.00,0.00,0.00,0.00,859122.00,0.00,859122.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1895757.00,1895757.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,2.00,0.00,8.00,8.00,0.00,0.00,0.00,0.00,0.00,8.00,8.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00
64688,6/30/2019 0:00:00,18916,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,13.00,16.00,26.00,0.00,0.00,1.00,13.00,0.00,0.00,14.00,73.00
64690,6/30/2019 0:00:00,18918,0.00,0.00,0.00,0.00,0.00,0.00,756870.00,756870.00,0.00,0.00,0.00,0.00,888365.00,0.00,888365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1645235.00,1645235.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,45.00,118.00,0.00,0.00,0.00,0.00,0.00,0.00,62.00
64691,6/30/2019 0:00:00,18919,0.00,0.00,0.00,0.00,0.00,0.00,775475.00,775475.00,0.00,0.00,0.00,0.00,8164217.00,0.00,8164217.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,95774.00,0.00,95774.00,3602.00,0.00,3602.00,9914251.00,9914251.00,0.00,875183.00,0.00,875183.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,150.00
64703,6/30/2019 0:00:00,18931,0.00,0.00,0.00,0.00,0.00,0.00,5447972.00,5447972.00,0.00,0.00,0.00,0.00,3673304.00,0.00,3673304.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,127046.00,0.00,127046.00,104118.00,0.00,104118.00,9352440.00,9352440.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,227.00,0.00,0.00,0.00,0.00,0.00,0.00,146.00
64706,6/30/2019 0:00:00,18934,0.00,0.00,0.00,0.00,0.00,0.00,7367523.00,7367523.00,0.00,0.00,0.00,0.00,6782563.00,0.00,6782563.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1134830.00,0.00,1134830.00,0.00,0.00,0.00,16624566.00,16624566.00,0.00,1339650.00,0.00,1339650.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,228.00,0.00,284.00,0.00,0.00,0.00,0.00,0.00,59.00
64708,6/30/2019 0:00:00,18936,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,133.00
64709,6/30/2019 0:00:00,18937,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00
64718,6/30/2019 0:00:00,18946,0.00,0.00,0.00,0.00,0.00,0.00,456836.00,456836.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,157663.00,0.00,157663.00,617790.00,617790.00,0.00,3291.00,0.00,3291.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
64723,6/30/2019 0:00:00,18951,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
64731,6/30/2019 0:00:00,18959,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00
64746,6/30/2019 0:00:00,18974,0.00,0.00,0.00,0.00,0.00,0.00,204336.00,204336.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,320943.00,0.00,320943.00,0.00,0.00,0.00,525279.00,525279.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,67.00
64755,6/30/2019 0:00:00,18983,0.00,0.00,0.00,0.00,0.00,0.00,437138.00,437138.00,0.00,0.00,0.00,0.00,0.00,474635.00,474635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,911773.00,437138.00,474635.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,56.00
64759,6/30/2019 0:00:00,18987,0.00,0.00,0.00,0.00,0.00,0.00,10020940.00,10020940.00,0.00,267071.00,267071.00,0.00,69297491.00,0.00,69297491.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7240971.00,0.00,7240971.00,0.00,0.00,0.00,94279703.00,94279703.00,0.00,7453230.00,0.00,7453230.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,953.00,811.00,0.00,0.00,0.00,0.00,0.00,0.00,741.00
64762,6/30/2019 0:00:00,18990,0.00,0.00,0.00,0.00,0.00,0.00,336034.00,336034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,336034.00,336034.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,34.00
64766,6/30/2019 0:00:00,18994,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7595030.00,0.00,7595030.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1659386.00,0.00,1659386.00,0.00,0.00,0.00,10994477.00,10994477.00,0.00,1740061.00,0.00,1740061.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,118.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,42.00
64774,6/30/2019 0:00:00,19002,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00
64777,6/30/2019 0:00:00,19005,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
64778,6/30/2019 0:00:00,19006,0.00,0.00,0.00,0.00,0.00,0.00,192191444.00,192191444.00,0.00,0.00,0.00,0.00,115831574.00,0.00,115831574.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,255440.00,255440.00,0.00,65824260.00,0.00,65824260.00,20400771.00,0.00,20400771.00,454219931.00,454219931.00,0.00,59971882.00,0.00,59971882.00,280.00,38.00,4.00,9.00,0.00,0.00,28.00,6.00,118.00,24.00,164.00,38.00,202.00,103.00,0.00,18.00,8.00,116.00,318.00,859.00,7606.00,0.00,0.00,0.00,0.00,0.00,0.00,3595.00
64782,6/30/2019 0:00:00,19010,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7546.00,0.00,7546.00,0.00,0.00,0.00,7546.00,7546.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,121.00
64790,6/30/2019 0:00:00,19018,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.00
64825,6/30/2019 0:00:00,19053,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00
64826,6/30/2019 0:00:00,19054,0.00,0.00,0.00,0.00,0.00,0.00,388316.00,388316.00,0.00,0.00,0.00,0.00,3641729.00,0.00,3641729.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18928.00,0.00,18928.00,0.00,0.00,0.00,4548102.00,4548102.00,0.00,499129.00,0.00,499129.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,74.00
64833,6/30/2019 0:00:00,19061,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,86.00,26.00,0.00,0.00,0.00,0.00,0.00,0.00,25.00
64834,6/30/2019 0:00:00,19062,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190400.00,0.00,190400.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,366354.00,366354.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,190400.00,190400.00,0.00,0.00,0.00,0.00,55.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,5.00,0.00,55.00,0.00,55.00,0.00,0.00,46.00,0.00,0.00,55.00,98.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,17.00
64835,6/30/2019 0:00:00,19063,0.00,0.00,0.00,0.00,0.00,0.00,3800733.00,3800733.00,0.00,0.00,0.00,0.00,13691221.00,0.00,13691221.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,272590.00,0.00,272590.00,4865587.00,0.00,4865587.00,22630131.00,22630131.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,92.00,63.00,0.00,0.00,0.00,0.00,0.00,0.00,193.00
64850,6/30/2019 0:00:00,19078,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2047139.00,0.00,2047139.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21631.00,0.00,21631.00,2075837.00,2075837.00,0.00,7067.00,0.00,7067.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,49.00,0.00,0.00,0.00,0.00,0.00,0.00,34.00
64852,6/30/2019 0:00:00,19080,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,327132.00,0.00,327132.00,0.00,0.00,0.00,0.00,0.00,0.00,128526.00,0.00,128526.00,128526.00,128526.00,0.00,10092.00,0.00,10092.00,111365.00,0.00,111365.00,448589.00,448589.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,3.00,0.00,0.00,0.00,11.00,13.00,191.00,8.00,6.00,0.00,8.00,0.00,0.00,8.00,78.00
64856,6/30/2019 0:00:00,19084,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,25614.00,0.00,25614.00,0.00,0.00,0.00,102920.00,102920.00,0.00,77306.00,0.00,77306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
64857,6/30/2019 0:00:00,19085,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
64859,6/30/2019 0:00:00,19087,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
64868,6/30/2019 0:00:00,19096,0.00,0.00,0.00,0.00,0.00,0.00,235647.00,235647.00,0.00,0.00,0.00,0.00,1150507.00,0.00,1150507.00,0.00,0.00,0.00,0.00,52969.00,52969.00,0.00,0.00,0.00,185647.00,0.00,185647.00,0.00,0.00,0.00,0.00,0.00,0.00,1789404.00,1789404.00,0.00,403250.00,0.00,403250.00,0.00,31.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,9.00,0.00,30.00,30.00,0.00,1.00,0.00,7.00,1.00,31.00,22.00,71.00,0.00,0.00,0.00,0.00,0.00,0.00,122.00
